fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,0.1395214567194011,32,20
1,2015-02-01,2015-04-30,0.06908893087317461,25,20
2,2015-03-01,2015-05-31,0.010354597838286425,28,20
3,2015-04-01,2015-06-30,0.041757948207947794,9,20
4,2015-05-01,2015-07-31,-0.18660962121357785,24,20
5,2015-06-01,2015-08-31,-0.16008369013170776,26,20
6,2015-07-01,2015-09-30,-0.06469946130208683,23,20
7,2015-08-01,2015-10-31,-0.0809961303943685,28,20
8,2015-09-01,2015-11-30,-0.15901038676674303,25,20
9,2015-10-01,2015-12-31,0.10292424219661818,23,20
10,2015-11-01,2016-01-31,0.027254417783380842,28,20
11,2015-12-01,2016-02-29,0.1378438620990309,21,20
12,2016-01-01,2016-03-31,0.08139278744607556,23,20
13,2016-02-01,2016-04-30,-0.029919413307492964,24,20
14,2016-03-01,2016-05-31,-0.11891596308625561,24,20
15,2016-04-01,2016-06-30,0.10169252964292028,30,20
16,2016-05-01,2016-07-31,0.08428893282113305,30,20
17,2016-06-01,2016-08-31,0.14612682430619783,16,20
18,2016-07-01,2016-09-30,-0.062423969859244186,24,20
19,2016-08-01,2016-10-31,0.09713569022314007,32,20
20,2016-09-01,2016-11-30,0.19260656021546335,19,20
21,2016-10-01,2016-12-31,0.007844739902928622,22,20
22,2016-11-01,2017-01-31,-0.21370724311780814,14,20
23,2016-12-01,2017-02-28,0.05230779281715626,23,20
24,2017-01-01,2017-03-31,-0.012139129412677738,32,20
25,2017-02-01,2017-04-30,-0.04685478844291149,28,20
26,2017-03-01,2017-05-31,0.10925214773396627,32,20
27,2017-04-01,2017-06-30,0.0691003817283335,25,20
28,2017-05-01,2017-07-31,-0.10269055927924568,21,20
29,2017-06-01,2017-08-31,0.09099606761310783,24,20
30,2017-07-01,2017-09-30,0.047182772895586644,20,20
31,2017-08-01,2017-10-31,-0.0012511405481804192,27,20
32,2017-09-01,2017-11-30,-0.08600811772421922,24,20
33,2017-10-01,2017-12-31,0.10693394308431294,19,20
34,2017-11-01,2018-01-31,-0.06111677897964741,42,20
35,2017-12-01,2018-02-28,-0.039206716065751206,17,20
36,2018-01-01,2018-03-31,-0.16544574130636105,23,20
37,2018-02-01,2018-04-30,0.03697625732214207,35,20
38,2018-03-01,2018-05-31,0.06904830197398001,33,20
39,2018-04-01,2018-06-30,-0.03893953856328176,15,20
40,2018-05-01,2018-07-31,0.04283614112028502,22,20
41,2018-06-01,2018-08-31,-0.2259263439727188,23,20
42,2018-07-01,2018-09-30,0.09684214637351589,22,20
43,2018-08-01,2018-10-31,-0.007507732165914414,18,20
44,2018-09-01,2018-11-30,-0.12709780878681248,30,20
45,2018-10-01,2018-12-31,-0.07200571861417435,18,20
46,2018-11-01,2019-01-31,0.0494003407093237,22,20
47,2018-12-01,2019-02-28,0.09610845611215406,25,20
48,2019-01-01,2019-03-31,-0.009776439631545165,13,20
49,2019-02-01,2019-04-30,-0.058439249634680265,29,20
50,2019-03-01,2019-05-31,0.004714197092725046,31,20
51,2019-04-01,2019-06-30,-0.1352968422221956,36,20
52,2019-05-01,2019-07-31,-0.10699211867793774,22,20
53,2019-06-01,2019-08-31,0.03228447449169458,19,20
54,2019-07-01,2019-09-30,-0.014158983074263535,31,20
55,2019-08-01,2019-10-31,0.05366803318057147,18,20
56,2019-09-01,2019-11-30,-0.03588246612741798,24,20
57,2019-10-01,2019-12-31,0.13138289478147994,21,20
