pair,window,mech,alpha_ann,alpha_tstat,alpha_pval,rsquared,adj_rsquared,n_obs,const_beta,const_pval,Mkt-RF_beta,Mkt-RF_pval,SMB_beta,SMB_pval,HML_beta,HML_pval,Mom_beta,Mom_pval,ST_Rev_beta,ST_Rev_pval
core-2m/same_sector_slide1m_noscreen + sp500-12m/cross_sector_slide1m_noscreen,historical,A,-0.008194763603988011,-0.3164781048277894,0.7516396416025455,0.07511758218261011,0.07141805251134059,1256,-3.251890319042862e-05,0.7516396416025455,0.07980174557324152,0.0003028509996723876,-0.048043481701944,0.06359406236599975,-0.025981594618433034,0.2399342667747214,0.022295722585383437,0.16435905513172588,0.08993235180212333,0.0005004979815761522
core-2m/same_sector_slide1m_noscreen + sp500-12m/cross_sector_slide1m_noscreen,historical,B,-0.010290692347643725,-0.3918244645407938,0.6951879174371403,0.07422385258733089,0.07052074799768016,1256,-4.0836080744617955e-05,0.6951879174371403,0.0798913663454487,0.0003227810772951869,-0.04852979855747989,0.062483235327542797,-0.025172212648130552,0.2544749219269993,0.02586235321311477,0.11953819934581542,0.09108889779260426,0.0004471736030206254
core-2m/same_sector_slide1m_noscreen + sp500-12m/cross_sector_slide1m_noscreen,recent,A,0.026042898847195704,0.555432320673397,0.5785989905055516,0.16628856411758652,0.15781588692365944,498,0.00010334483669522105,0.5785989905055516,0.15253161199115092,0.011784998677200793,-0.012719579244389883,0.8255136893041036,-0.04637181976464663,0.21154487603881866,-0.03078032608264273,0.4659088048598754,0.13756017669597162,0.003348390388133976
core-2m/same_sector_slide1m_noscreen + sp500-12m/cross_sector_slide1m_noscreen,recent,B,0.04469017648733975,0.8816169439599996,0.37798398910771436,0.15657090852576683,0.14799947466932128,498,0.00017734197018785615,0.37798398910771436,0.15015504304950347,0.014357685936499076,0.0018652756422808902,0.975770348977133,-0.05547696914106443,0.13453885850595898,-0.030849835833065366,0.4722641179627519,0.13848928815560727,0.0033598463802931695
sp500-2m/same_sector_slide1m_noscreen + sp500-12m/cross_sector_slide1m_noscreen,historical,A,0.002625547301837182,0.09722459393574145,0.9225480374275988,0.07417783644702769,0.0704775080555291,1257,1.0418838499353898e-05,0.9225480374275988,0.07696900590420594,7.883652992973703e-06,-0.04293640037728987,0.09254817586965502,0.007105281341219914,0.7875063996785117,0.015914053827339427,0.3087377442568674,0.10743880790279749,0.00045023186851815317
sp500-2m/same_sector_slide1m_noscreen + sp500-12m/cross_sector_slide1m_noscreen,historical,B,0.0056223786033212115,0.20451652062763673,0.8379498832280767,0.07254242554093149,0.06883556073494013,1257,2.2311026203655602e-05,0.8379498832280767,0.07503239568515944,1.5159658192358496e-05,-0.04486776020034332,0.08081566430925209,0.004536582726566894,0.8647895998176264,0.01350752700825002,0.39307984158194054,0.10971920833359287,0.0003677062629384998
sp500-2m/same_sector_slide1m_noscreen + sp500-12m/cross_sector_slide1m_noscreen,recent,A,0.005982674750382717,0.12412778899675346,0.9012140958674806,0.14972725518931507,0.1411386416053687,501,2.3740772818979038e-05,0.9012140958674806,0.15758884312567636,0.024075325521758614,-0.051725000847283986,0.39724039990450777,-0.02078977203985989,0.5825040915824128,-0.018879645562410754,0.7014261676497549,0.12353541509587251,0.02069889335202246
sp500-2m/same_sector_slide1m_noscreen + sp500-12m/cross_sector_slide1m_noscreen,recent,B,0.020150485761422213,0.3915263455268837,0.6954082188385327,0.15134559645023737,0.1427733297477145,501,7.996224508500878e-05,0.6954082188385327,0.15777839320382325,0.022819855263314412,-0.048643179555878026,0.43099107626954325,-0.028967151117734524,0.44952257880093327,-0.019599828939214158,0.6897478272875088,0.12744366931830262,0.016709829908189814
core-2m/same_sector_slide1m_noscreen + sp500-12m/cross_sector_slide3m_bd7,historical,A,-0.0013629794918816672,-0.052809398838737164,0.9578837727618144,0.059003059383144874,0.05522395520396062,1251,-5.408648777308203e-06,0.9578837727618144,0.08278804700286005,0.001959343858693628,-0.0449888913792277,0.15250884401005335,-0.0018586475385542949,0.9476051348532201,0.005580330205318489,0.6987864669822148,0.06461695785610562,0.013348557953449459
core-2m/same_sector_slide1m_noscreen + sp500-12m/cross_sector_slide3m_bd7,historical,B,0.00036708481665584104,0.014183166682982501,0.988683849678608,0.05815040346121725,0.054367874961061435,1251,1.4566857803803217e-06,0.988683849678608,0.08324928651205264,0.0019289207941993027,-0.04582628605799992,0.1451221390566195,-0.002109791234318328,0.9406645809388496,0.00617571756069623,0.6697814519956404,0.06415523200008443,0.014273232009736863
core-2m/same_sector_slide1m_noscreen + sp500-12m/cross_sector_slide3m_bd7,recent,A,0.0018967603530533107,0.042407851921673075,0.9661735690535912,0.20579423110774542,0.1977230342694094,498,7.526826797830598e-06,0.9661735690535912,0.12548797362894876,0.030924339825264515,-0.018124167989419626,0.7273751626557186,-0.05486208843143388,0.17477972241010054,-0.027924832378159268,0.5336189529249823,0.1905643838587086,0.0002782393830991962
core-2m/same_sector_slide1m_noscreen + sp500-12m/cross_sector_slide3m_bd7,recent,B,0.01625273843174041,0.34069556880515706,0.7333327748971795,0.18475596624598078,0.17647096590295208,498,6.449499377674766e-05,0.7333327748971795,0.1218736141512928,0.039043273482796945,-0.003006128700385562,0.9566142609026981,-0.059625094035850874,0.14355843961419618,-0.026503848465890874,0.5615883534193136,0.18640252457535875,0.0003911040276450064
