date,pair,mark_pnl,target_notional,fold_id
2015-01-02,DGX-EL,0.0,250000.0,0
2015-01-05,DGX-EL,-1054.506031036377,250000.0,0
2015-01-05,ALL-TRV,0.0,250000.0,0
2015-01-05,ICE-MAR,0.0,250000.0,0
2015-01-05,ICE-MA,0.0,250000.0,0
2015-01-06,DGX-EL,-2168.0438804626465,250000.0,0
2015-01-06,ICE-MAR,-227.4022560119629,250000.0,0
2015-01-06,ICE-MA,2958.867198944092,250000.0,0
2015-01-06,PG-SPG,0.0,250000.0,0
2015-01-07,DGX-EL,-2015.292667388916,250000.0,0
2015-01-07,ICE-MAR,2586.7786560058594,250000.0,0
2015-01-07,ICE-MA,3428.527587890625,250000.0,0
2015-01-07,PG-SPG,-3265.8651123046875,250000.0,0
2015-01-07,ICE-MCK,0.0,250000.0,0
2015-01-08,DGX-EL,-524.1926383972168,250000.0,0
2015-01-08,ICE-MA,4293.685195922852,250000.0,0
2015-01-08,PG-SPG,24.238677978515625,250000.0,0
2015-01-08,ICE-MCK,-1369.7582702636719,250000.0,0
2015-01-09,DGX-EL,-1991.53511428833,250000.0,0
2015-01-09,ICE-MA,870.5806083679199,250000.0,0
2015-01-09,PG-SPG,-5068.13606262207,250000.0,0
2015-01-09,ICE-MCK,-682.9955062866211,250000.0,0
2015-01-12,DGX-EL,-3770.7044067382812,250000.0,0
2015-01-12,ICE-MA,4106.585464477539,250000.0,0
2015-01-12,PG-SPG,-6253.367767333984,250000.0,0
2015-01-12,ICE-MCK,-1468.0940246582031,250000.0,0
2015-01-12,CMCSA-GPC,0.0,250000.0,0
2015-01-13,DGX-EL,-2701.9228019714355,250000.0,0
2015-01-13,PG-SPG,-5344.510040283203,250000.0,0
2015-01-13,CMCSA-GPC,-4874.140842437744,250000.0,0
2015-01-14,DGX-EL,-4268.598579406738,250000.0,0
2015-01-14,PG-SPG,-8498.662734985352,250000.0,0
2015-01-14,CMCSA-GPC,-3783.8775177001953,250000.0,0
2015-01-15,DGX-EL,-4915.417015075684,250000.0,0
2015-01-15,PG-SPG,-10749.489028930664,250000.0,0
2015-01-15,CMCSA-GPC,-5302.906646728516,250000.0,0
2015-01-16,DGX-EL,-5808.827930450439,250000.0,0
2015-01-16,PG-SPG,-7757.453872680664,250000.0,0
2015-01-16,CMCSA-GPC,-4431.461452484131,250000.0,0
2015-01-20,PG-SPG,-6398.599670410156,250000.0,0
2015-01-20,CMCSA-GPC,1884.8183765411377,250000.0,0
2015-01-20,COHR-WY,0.0,250000.0,0
2015-01-21,CMCSA-GPC,2851.709680557251,250000.0,0
2015-01-21,COHR-WY,-1301.4915285110474,250000.0,0
2015-01-22,CMCSA-GPC,479.92184257507324,250000.0,0
2015-01-22,COHR-WY,2614.1411895751953,250000.0,0
2015-01-23,CMCSA-GPC,1472.544147491455,250000.0,0
2015-01-23,COHR-WY,-79.60788917541504,250000.0,0
2015-01-23,EL-RMD,0.0,250000.0,0
2015-01-23,APH-EL,0.0,250000.0,0
2015-01-26,CMCSA-GPC,-11.633077621459961,250000.0,0
2015-01-26,COHR-WY,-753.4339218139648,250000.0,0
2015-01-26,EL-RMD,-12162.024993896484,250000.0,0
2015-01-26,APH-EL,-2703.380292892456,250000.0,0
2015-01-26,EL-MMM,0.0,250000.0,0
2015-01-26,DGX-EL,0.0,250000.0,0
2015-01-27,EL-RMD,-10911.849960327148,250000.0,0
2015-01-27,EL-MMM,-3837.205238342285,250000.0,0
2015-01-27,DGX-EL,-3634.6277618408203,250000.0,0
2015-01-27,ADSK-LYV,0.0,250000.0,0
2015-01-28,EL-RMD,-11368.213565826416,250000.0,0
2015-01-28,ADSK-LYV,1545.1999168395996,250000.0,0
2015-01-28,ICE-MCK,0.0,250000.0,0
2015-01-29,EL-RMD,-1348.0729675292969,250000.0,0
2015-01-29,ADSK-LYV,3679.6614379882812,250000.0,0
2015-01-29,ICE-MCK,-2247.6361236572266,250000.0,0
2015-01-30,EL-RMD,-7033.072448730469,250000.0,0
2015-02-02,EL-RMD,-456.4516067504883,250000.0,0
2015-02-03,EL-RMD,1672.6337776184082,250000.0,0
2015-02-04,EL-RMD,1598.0527572631836,250000.0,0
2015-02-04,CMCSA-GPC,0.0,250000.0,0
2015-02-05,CMCSA-GPC,709.0750503540039,250000.0,0
2015-02-05,EL-GPC,0.0,250000.0,0
2015-02-05,EL-MMM,0.0,250000.0,0
2015-02-05,ICE-MCHP,0.0,250000.0,0
2015-02-05,ICE-MAR,0.0,250000.0,0
2015-02-05,APH-EL,0.0,250000.0,0
2015-02-06,CMCSA-GPC,2718.867950439453,250000.0,0
2015-02-06,EL-GPC,-3060.5728454589844,250000.0,0
2015-02-06,EL-MMM,-3928.331085205078,250000.0,0
2015-02-06,ICE-MCHP,3263.6828956604004,250000.0,0
2015-02-06,ICE-MAR,-8702.611602783203,250000.0,0
2015-02-06,APH-EL,-3820.4954471588135,250000.0,0
2015-02-06,ALL-TRV,0.0,250000.0,0
2015-02-09,CMCSA-GPC,245.8603000640869,250000.0,0
2015-02-09,EL-GPC,-4018.905792236328,250000.0,0
2015-02-09,EL-MMM,-5523.107376098633,250000.0,0
2015-02-09,ICE-MAR,-11855.49984741211,250000.0,0
2015-02-09,APH-EL,-3735.4206371307373,250000.0,0
2015-02-09,ALL-TRV,713.0657157897949,250000.0,0
2015-02-10,CMCSA-GPC,-745.3778781890869,250000.0,0
2015-02-10,EL-GPC,-5133.955520629883,250000.0,0
2015-02-10,EL-MMM,-5586.622909545898,250000.0,0
2015-02-10,ICE-MAR,-2193.899688720703,250000.0,0
2015-02-10,APH-EL,-4729.852445602417,250000.0,0
2015-02-10,ALL-TRV,-977.6316375732422,250000.0,0
2015-02-11,CMCSA-GPC,-3484.761693954468,250000.0,0
2015-02-11,EL-GPC,-6833.345497131348,250000.0,0
2015-02-11,EL-MMM,-7038.527145385742,250000.0,0
2015-02-11,ICE-MAR,-3605.145721435547,250000.0,0
2015-02-11,APH-EL,-5999.385457992554,250000.0,0
2015-02-11,ALL-TRV,-601.1392822265625,250000.0,0
2015-02-12,CMCSA-GPC,-6534.067890167236,250000.0,0
2015-02-12,EL-GPC,-8130.501892089844,250000.0,0
2015-02-12,EL-MMM,-6413.31184387207,250000.0,0
2015-02-12,ICE-MAR,-444.6741027832031,250000.0,0
2015-02-12,APH-EL,-7389.568199157715,250000.0,0
2015-02-12,ALL-TRV,-94.60528564453125,250000.0,0
2015-02-13,EL-GPC,-14052.931739807129,250000.0,0
2015-02-13,EL-MMM,-10775.480331420898,250000.0,0
2015-02-13,ICE-MAR,2418.8196716308594,250000.0,0
2015-02-13,APH-EL,-12112.69915008545,250000.0,0
2015-02-13,ALL-TRV,-321.61579513549805,250000.0,0
2015-02-17,EL-GPC,-12176.222785949707,250000.0,0
2015-02-17,EL-MMM,-7315.091354370117,250000.0,0
2015-02-17,ICE-MAR,6545.745788574219,250000.0,0
2015-02-17,APH-EL,-10163.809135437012,250000.0,0
2015-02-17,ALL-TRV,-875.2228088378906,250000.0,0
2015-02-18,EL-GPC,-13786.411010742188,250000.0,0
2015-02-18,EL-MMM,-5809.086044311523,250000.0,0
2015-02-18,ICE-MAR,7127.1295166015625,250000.0,0
2015-02-18,APH-EL,-9068.972286224365,250000.0,0
