fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,-0.11766333235769982,27,20
1,2015-04-01,2015-06-30,0.13577780378223506,25,20
2,2015-07-01,2015-09-30,0.0832485949313898,23,20
3,2015-10-01,2015-12-31,0.13503811196158513,33,20
4,2016-01-01,2016-03-31,0.0658325831057429,23,20
5,2016-04-01,2016-06-30,-0.032970894818213047,36,20
6,2016-07-01,2016-09-30,-0.22386875023685446,31,20
7,2016-10-01,2016-12-31,0.0018036937393588585,27,20
8,2017-01-01,2017-03-31,0.053598148003550956,19,20
9,2017-04-01,2017-06-30,-0.0752358121633624,13,20
10,2017-07-01,2017-09-30,-0.11328481794999204,10,20
11,2017-10-01,2017-12-31,-0.06448819358821217,13,20
12,2018-01-01,2018-03-31,-0.008336404882793295,31,20
13,2018-04-01,2018-06-30,0.14203842618944326,26,20
14,2018-07-01,2018-09-30,0.1815736962711464,26,20
15,2018-10-01,2018-12-31,-0.020072410050624816,29,20
16,2019-01-01,2019-03-31,-0.029442145523327353,26,20
17,2019-04-01,2019-06-30,-0.1373288912467421,30,20
18,2019-07-01,2019-09-30,0.08340734522069447,21,20
19,2019-10-01,2019-12-31,0.17292411905899766,18,20
