date,pair,mark_pnl,target_notional,fold_id
2024-01-02,TYL-UHS,0.0,250000.0,0
2024-01-04,TYL-VRTX,0.0,250000.0,0
2024-01-05,TYL-VRTX,-406.086181640625,250000.0,0
2024-01-08,TYL-VRTX,2700.31884765625,250000.0,0
2024-01-08,TYL-VTR,0.0,250000.0,0
2024-01-09,TYL-VRTX,964.31005859375,250000.0,0
2024-01-09,TYL-VTR,-1299.7451171875,250000.0,0
2024-01-10,TYL-VRTX,1285.42333984375,250000.0,0
2024-01-11,TYL-VRTX,-143.284423828125,250000.0,0
2024-01-11,TYL-WBD,0.0,250000.0,0
2024-01-12,TYL-VRTX,-852.1650390625,250000.0,0
2024-01-12,TYL-WBD,1340.8781213760376,250000.0,0
2024-01-16,TYL-WBD,-1766.2008771896362,250000.0,0
2024-01-17,TYL-WBD,-7065.029355049133,250000.0,0
2024-01-18,TYL-WBD,-5789.550409317017,250000.0,0
2024-01-19,TYL-WBD,-6226.999217033386,250000.0,0
2024-01-22,TYL-WBD,-6709.324836730957,250000.0,0
2024-01-22,TYL-UHS,0.0,250000.0,0
2024-01-23,TYL-WBD,-6368.2037353515625,250000.0,0
2024-01-23,TYL-UHS,-6762.448501586914,250000.0,0
2024-01-24,TYL-WBD,-7850.279355049133,250000.0,0
2024-01-24,TYL-UHS,-3646.565628051758,250000.0,0
2024-01-24,TYL-UDR,0.0,250000.0,0
2024-01-25,TYL-WBD,-404.44464015960693,250000.0,0
2024-01-25,TYL-UHS,10381.488967895508,250000.0,0
2024-01-25,TYL-UDR,943.0039329528809,250000.0,0
2024-01-26,TYL-WBD,78.51611518859863,250000.0,0
2024-01-26,TYL-UHS,10206.086502075195,250000.0,0
2024-01-26,TYL-UDR,1736.5055923461914,250000.0,0
2024-01-29,TYL-UHS,4316.366241455078,250000.0,0
2024-01-29,TYL-UDR,826.3781204223633,250000.0,0
2024-01-30,TYL-UHS,11238.983322143555,250000.0,0
2024-01-30,TYL-UDR,-4.498809814453125,250000.0,0
2024-01-31,TYL-UDR,-1125.7283248901367,250000.0,0
2024-02-01,TYL-UDR,713.8793106079102,250000.0,0
2024-02-02,TYL-UDR,-902.8254318237305,250000.0,0
2024-02-05,TYL-UDR,-6145.544082641602,250000.0,0
2024-02-06,TYL-UDR,-5936.408317565918,250000.0,0
2024-03-05,TYL-UDR,0.0,250000.0,0
2024-03-05,TYL-VLTO,0.0,250000.0,0
2024-03-06,TYL-UDR,421.0229797363281,250000.0,0
2024-03-06,TYL-VLTO,648.6023788452148,250000.0,0
2024-03-07,TYL-UDR,-1692.6903686523438,250000.0,0
2024-03-07,TYL-VLTO,774.2772979736328,250000.0,0
2024-03-08,TYL-UDR,-5059.853729248047,250000.0,0
2024-03-08,TYL-VLTO,-61.214500427246094,250000.0,0
2024-03-11,TYL-UDR,-116.56874084472656,250000.0,0
2024-03-11,TYL-VLTO,6622.076866149902,250000.0,0
2024-03-12,TYL-UDR,4666.977493286133,250000.0,0
2024-03-12,TYL-VLTO,7010.681449890137,250000.0,0
2024-03-13,TYL-UDR,-94.08921813964844,250000.0,0
2024-03-13,TYL-VLTO,814.2446212768555,250000.0,0
2024-03-14,TYL-UDR,3717.8778076171875,250000.0,0
2024-03-14,TYL-VLTO,1457.8653945922852,250000.0,0
2024-03-15,TYL-UDR,-400.4414825439453,250000.0,0
2024-03-15,TYL-VLTO,5099.57804107666,250000.0,0
2024-03-18,TYL-UDR,2029.0995635986328,250000.0,0
2024-03-18,TYL-VLTO,3615.1153717041016,250000.0,0
2024-03-19,TYL-UDR,5658.150329589844,250000.0,0
2024-03-19,TYL-VLTO,7557.210426330566,250000.0,0
2024-03-20,TYL-UDR,1990.3397979736328,250000.0,0
2024-03-20,TYL-VLTO,3247.5054779052734,250000.0,0
2024-04-02,META-VMC,0.0,250000.0,1
2024-04-03,META-VMC,31.121551513671875,250000.0,1
2024-04-04,META-VMC,-3712.8704528808594,250000.0,1
2024-04-04,META-NTAP,0.0,250000.0,1
2024-04-05,META-VMC,-3804.802459716797,250000.0,1
2024-04-05,META-NTAP,-1945.5813751220703,250000.0,1
2024-04-08,META-VMC,-2193.227569580078,250000.0,1
2024-04-08,META-NTAP,1143.5218505859375,250000.0,1
2024-04-09,META-VMC,-5455.738861083984,250000.0,1
2024-04-09,META-NTAP,-2476.2425384521484,250000.0,1
2024-04-16,DECK-LYV,0.0,250000.0,1
2024-04-17,DECK-LYV,-1733.435806274414,250000.0,1
2024-04-18,DECK-LYV,-6892.146858215332,250000.0,1
2024-04-19,DECK-LYV,-4379.479309082031,250000.0,1
2024-04-22,DECK-LYV,-9726.054634094238,250000.0,1
2024-04-23,DECK-LYV,-7726.084648132324,250000.0,1
2024-04-24,DECK-LYV,-11755.897094726562,250000.0,1
2024-04-25,DECK-LYV,-9143.93588256836,250000.0,1
2024-04-26,DECK-LYV,-8944.090705871582,250000.0,1
2024-04-29,DECK-LYV,-6888.12223815918,250000.0,1
