fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,0.021696803543131082,29,20
1,2015-04-01,2015-06-30,-0.027227891739746015,25,20
2,2015-07-01,2015-09-30,-0.012654044059641621,29,20
3,2015-10-01,2015-12-31,0.2533187158328488,32,20
4,2016-01-01,2016-03-31,-0.13186997370510883,30,20
5,2016-04-01,2016-06-30,-0.060029148133368966,40,20
6,2016-07-01,2016-09-30,0.020693292781767587,31,20
7,2016-10-01,2016-12-31,0.02348393192680469,31,20
8,2017-01-01,2017-03-31,-0.184936246155002,26,20
9,2017-04-01,2017-06-30,0.22868179917347098,26,20
10,2017-07-01,2017-09-30,0.20550469882382974,19,20
11,2017-10-01,2017-12-31,0.2885201864707678,26,20
12,2018-01-01,2018-03-31,0.1932336345066445,25,20
13,2018-04-01,2018-06-30,0.16788870925620647,28,20
14,2018-07-01,2018-09-30,-0.15632040123912147,28,20
15,2018-10-01,2018-12-31,-0.051569448026618725,29,20
16,2019-01-01,2019-03-31,0.03329124582729875,26,20
17,2019-04-01,2019-06-30,0.019292515923618324,27,20
18,2019-07-01,2019-09-30,0.03415966082510259,24,20
19,2019-10-01,2019-12-31,-0.12603482212646053,24,20
