date,pair,mark_pnl,target_notional,fold_id
2024-05-10,MCD-RTX,0.0,250000.0,0
2024-05-13,MCD-RTX,6687.019958496094,250000.0,0
2024-05-15,GOOGL-LMT,0.0,250000.0,0
2024-05-16,GOOGL-LMT,-471.76918029785156,250000.0,0
2024-05-17,GOOGL-LMT,-719.7607421875,250000.0,0
2024-05-20,GOOGL-LMT,-696.7554779052734,250000.0,0
2024-05-21,GOOGL-LMT,-522.0241241455078,250000.0,0
2024-05-21,DHR-UNP,0.0,250000.0,0
2024-05-22,GOOGL-LMT,1002.7120513916016,250000.0,0
2024-05-22,DHR-UNP,-505.1078186035156,250000.0,0
2024-05-22,MSFT-SLB,0.0,250000.0,0
2024-05-22,CVX-RTX,0.0,250000.0,0
2024-05-22,BAC-PYPL,0.0,250000.0,0
2024-05-23,GOOGL-LMT,1070.2963104248047,250000.0,0
2024-05-23,DHR-UNP,-467.4496765136719,250000.0,0
2024-05-23,MSFT-SLB,1318.6847190856934,250000.0,0
2024-05-23,CVX-RTX,759.9762191772461,250000.0,0
2024-05-23,BAC-PYPL,-780.6408042907715,250000.0,0
2024-05-23,MCD-RTX,0.0,250000.0,0
2024-05-24,GOOGL-LMT,460.5829315185547,250000.0,0
2024-05-24,DHR-UNP,-1685.2811889648438,250000.0,0
2024-05-24,MSFT-SLB,-1067.947395324707,250000.0,0
2024-05-24,CVX-RTX,481.50415802001953,250000.0,0
2024-05-24,BAC-PYPL,-2040.6521301269531,250000.0,0
2024-05-24,MCD-RTX,2325.8412322998047,250000.0,0
2024-05-28,DHR-UNP,-3396.692642211914,250000.0,0
2024-05-28,MSFT-SLB,392.73009490966797,250000.0,0
2024-05-28,CVX-RTX,5021.741859436035,250000.0,0
2024-05-28,BAC-PYPL,1165.8231201171875,250000.0,0
2024-05-28,MCD-RTX,-6725.155776977539,250000.0,0
2024-05-28,PEP-XOM,0.0,250000.0,0
2024-05-28,MS-PEP,0.0,250000.0,0
2024-05-29,DHR-UNP,-5686.017440795898,250000.0,0
2024-05-29,MSFT-SLB,-3682.00679397583,250000.0,0
2024-05-29,CVX-RTX,2648.9717407226562,250000.0,0
2024-05-29,BAC-PYPL,-1636.2670822143555,250000.0,0
2024-05-29,MCD-RTX,-15613.934478759766,250000.0,0
2024-05-29,PEP-XOM,-2113.982536315918,250000.0,0
2024-05-29,MS-PEP,-1435.2082824707031,250000.0,0
2024-05-29,GOOGL-LMT,0.0,250000.0,0
