A,B,mech,recent_sh,recent_ret,recent_vol,recent_mdd,hist_sh,hist_ret,hist_vol,hist_mdd,joined_sh,joined_ret,rejected_entries,score,recent_rank,hist_rank,rank_avg,score_rank,rank_avg_rank,joined_rank
core-2m/cross_sector_slide3m_noscreen,sp500-2m/cross_sector_slide1m_bd7,A,0.582987871450773,0.08696492032115614,0.14743649881883986,-0.18738100263595073,-0.3078180891323819,-0.09701114420532841,0.21918267451645354,-0.484482126585042,-0.1329590236625886,-0.05352087735902093,0,-0.3078180891323819,240,361,300.5,349,337,384
core-2m/cross_sector_slide3m_noscreen,core-12m/same_sector_slide3m_noscreen,A,0.5355298500234799,0.08335250764288189,0.12670794771254162,-0.1636473477929506,-0.36425146667542224,-0.11417809228574305,0.2296804449935366,-0.48976560855182716,-0.19512055705634526,-0.06791288082243503,0,-0.36425146667542224,265,384,324.5,373,368,415
core-2m/cross_sector_slide3m_noscreen,core-12m/same_sector_slide3m_bd7,A,0.5886030533861054,0.10168150314510668,0.14827000337524046,-0.17125865105424215,-0.3576629337028839,-0.11230457501990476,0.2281005485624894,-0.47876858467765404,-0.1670141376204672,-0.06288123725302563,0,-0.3576629337028839,238,382,310.0,371,348,403
core-2m/cross_sector_slide3m_noscreen,core-12m/same_sector_slide1m_noscreen,A,0.687113195918929,0.12411484352812299,0.138284577167945,-0.15582455103720355,-0.2994293712700431,-0.09802769759345031,0.22439969463973738,-0.47435796721383483,-0.09671739654525054,-0.04721037842180087,0,-0.2994293712700431,187,355,271.0,344,292,367
core-2m/cross_sector_slide3m_noscreen,core-12m/same_sector_slide1m_bd7,A,0.20292910834534109,0.03833969799841321,0.12480141623241418,-0.16672041735346937,-0.3842626739772515,-0.11484150840094187,0.22347890432017298,-0.47997805604370447,-0.2643237931209068,-0.07894188335070237,0,-0.3842626739772515,409,396,402.5,384,446,439
core-2m/cross_sector_slide3m_noscreen,core-12m/cross_sector_slide3m_noscreen,A,0.356772305876405,0.05008806452574133,0.14961907978971664,-0.18840635279629592,-0.47854936805760323,-0.13735207756734502,0.23058477131425936,-0.5664284612857199,-0.31400941281339956,-0.09239398561833505,0,-0.47854936805760323,348,426,387.0,417,432,455
core-2m/cross_sector_slide3m_noscreen,core-12m/cross_sector_slide3m_bd7,A,0.4051169724717703,0.053902130839125026,0.12624985848213133,-0.1509726040188363,-0.3459714769714477,-0.1093872355051061,0.2274939387868569,-0.46931607370099404,-0.2074752287600139,-0.06938127995471495,0,-0.3459714769714477,325,380,352.5,368,400,422
core-2m/cross_sector_slide3m_noscreen,core-12m/cross_sector_slide1m_noscreen,A,1.0810769837707919,0.1416258025433418,0.12714897069798672,-0.10451814971201198,-0.37754194470432934,-0.11290441480245494,0.22347853956246294,-0.49351034510318104,-0.12705920473984678,-0.052482191634386076,0,-0.37754194470432934,57,391,224.0,379,205,380
core-2m/cross_sector_slide3m_noscreen,core-12m/cross_sector_slide1m_bd7,A,0.8008226337559758,0.0925466608984801,0.10431640222846526,-0.11037666219900848,-0.33264237241392175,-0.10157418902632043,0.21831811924554093,-0.4683990565984669,-0.15481680906564585,-0.0551531450269648,0,-0.33264237241392175,148,372,260.0,361,272,395
core-2m/cross_sector_slide3m_noscreen,sp500-12m/same_sector_slide3m_noscreen,A,0.7207336716835182,0.0938325134553684,0.15035601268512552,-0.151687994131073,-0.18644018519972577,-0.0776829871719712,0.23200681180944116,-0.49518422814488505,-0.030610856715398708,-0.0365205546716262,0,-0.18644018519972577,177,306,241.5,293,240,338
core-2m/cross_sector_slide3m_noscreen,sp500-12m/same_sector_slide3m_bd7,A,0.6516350595885804,0.07220676258179307,0.13883128047233614,-0.15818124974282657,-0.20920598557287218,-0.08077305508386656,0.22704393697185984,-0.4821723157441995,-0.07081317742298984,-0.04343081280967467,0,-0.20920598557287218,209,315,262.0,303,276,351
core-2m/cross_sector_slide3m_noscreen,sp500-12m/same_sector_slide1m_noscreen,A,0.6525845230587848,0.07502846055585462,0.12810900146582116,-0.14710842582766676,-0.2906431408691288,-0.09518116324474046,0.2228209201086794,-0.4727510186565741,-0.13278166428940735,-0.05330424036134409,0,-0.2906431408691288,208,351,279.5,339,304,383
core-2m/cross_sector_slide3m_noscreen,sp500-12m/same_sector_slide1m_bd7,A,0.3277839432440731,0.03142043394756684,0.12086359779993619,-0.1689568693706209,-0.21712049318255247,-0.07915419021993231,0.21987063788030878,-0.46789344977139036,-0.13052551227068818,-0.051813785596436034,0,-0.21712049318255247,358,318,338.0,306,390,381
core-2m/cross_sector_slide3m_noscreen,sp500-12m/cross_sector_slide3m_noscreen,A,1.1303626245810086,0.1474781516943701,0.12855098449806565,-0.10175116638949115,-0.1844494328651505,-0.08184984448017552,0.2405005243819842,-0.4852184325546146,0.022564635578827222,-0.027055216243108405,0,-0.1844494328651505,49,304,176.5,291,138,308
core-2m/cross_sector_slide3m_noscreen,sp500-12m/cross_sector_slide3m_bd7,A,1.113578705236963,0.11854319561560978,0.10749071613100541,-0.09991228300725238,0.09038153438015695,0.0033379048768000796,0.10966195105011668,-0.24680249844338842,0.33627791817151065,0.03165213692837785,0,0.09038153438015695,53,191,122.0,165,70,152
core-2m/cross_sector_slide3m_noscreen,sp500-12m/cross_sector_slide1m_noscreen,A,0.8949625061522877,0.10586572180926535,0.11553823083123202,-0.10630756581267764,-0.07610255254432591,-0.05190183278552951,0.22516890181633978,-0.4799255581333747,0.07602062875123958,-0.012660866363106593,0,-0.07610255254432591,116,267,191.5,252,154,286
core-2m/cross_sector_slide3m_noscreen,sp500-12m/cross_sector_slide1m_bd7,A,0.892190918328838,0.0924808128830644,0.10187693340664625,-0.09178952369098851,0.34083937729045943,0.022450003745972502,0.07320025253616604,-0.12631054276766318,0.516135764810528,0.04019675846511088,0,0.34083937729045943,118,88,103.0,59,49,61
core-2m/cross_sector_slide3m_bd7,core-2m/cross_sector_slide1m_noscreen,A,1.0229567292289223,0.12228717849670363,0.11865740898224975,-0.133933671640887,-0.30302576658824937,-0.10097406731772207,0.2267376489804926,-0.48137798277562904,-0.08822584530963676,-0.046305444332275035,0,-0.30302576658824937,76,359,217.5,347,195,358
core-2m/cross_sector_slide3m_bd7,core-2m/cross_sector_slide1m_bd7,A,0.04785591439724293,0.006607323343507221,0.10830584352272409,-0.12263324253342638,-0.2962622534856478,-0.10740415443099127,0.23989635041551352,-0.4822326236539928,-0.2329994967481274,-0.07923785868136775,0,-0.2962622534856478,449,352,400.5,340,443,432
core-2m/cross_sector_slide3m_bd7,sp500-2m/same_sector_slide3m_noscreen,A,0.4129443575840314,0.04301811142281402,0.11629609481141036,-0.14977700031869803,-0.19382406103332692,-0.08009370313834863,0.2327251128314624,-0.48152116563688085,-0.0973918131785276,-0.049025721544796654,0,-0.19382406103332692,322,309,315.5,296,357,368
core-2m/cross_sector_slide3m_bd7,sp500-2m/same_sector_slide3m_bd7,A,0.3704153969418306,0.03592940575304848,0.09689994657237196,-0.09442183093787929,-0.2628713853425501,-0.10477099349307473,0.24985291557906034,-0.4684430859469514,-0.1683883385614407,-0.06839359430530549,0,-0.2628713853425501,343,334,338.5,323,392,408
