date,pair,mark_pnl,target_notional,fold_id
2024-04-02,EOG-SLB,0.0,250000.0,0
2024-04-03,EOG-SLB,-1831.154582977295,250000.0,0
2024-04-04,EOG-SLB,-4959.477699279785,250000.0,0
2024-04-05,EOG-SLB,-4776.565635681152,250000.0,0
2024-07-18,AXP-JPM,0.0,250000.0,1
2024-09-10,AXP-JPM,0.0,250000.0,1
2024-10-18,META-NFLX,0.0,250000.0,2
2024-10-21,META-NFLX,-2995.6236572265625,250000.0,2
2024-10-22,META-NFLX,1235.0166625976562,250000.0,2
2024-10-23,META-NFLX,1663.939208984375,250000.0,2
2024-10-23,T-TMUS,0.0,250000.0,2
2024-10-24,META-NFLX,939.1634521484375,250000.0,2
2024-10-25,META-NFLX,2229.1273803710938,250000.0,2
2024-10-28,META-NFLX,5244.408386230469,250000.0,2
2024-10-29,META-NFLX,5550.951416015625,250000.0,2
2024-10-30,META-NFLX,7055.44384765625,250000.0,2
2024-10-31,META-NFLX,406.2049560546875,250000.0,2
2024-11-01,META-NFLX,280.9759521484375,250000.0,2
2024-12-20,META-NFLX,0.0,250000.0,2
2025-01-02,EOG-XOM,0.0,250000.0,3
2025-01-03,EOG-XOM,-1509.7656326293945,250000.0,3
2025-01-03,JPM-MS,0.0,250000.0,3
2025-01-06,EOG-XOM,-1519.2181930541992,250000.0,3
2025-01-06,T-TMUS,0.0,250000.0,3
2025-01-07,EOG-XOM,-922.3411254882812,250000.0,3
2025-01-15,COP-MPC,0.0,250000.0,3
2025-01-16,COP-MPC,734.0178680419922,250000.0,3
2025-01-17,COP-MPC,-315.15685272216797,250000.0,3
2025-01-21,COP-MPC,-1120.1924743652344,250000.0,3
2025-01-22,COP-MPC,1131.4801025390625,250000.0,3
2025-01-27,T-TMUS,0.0,250000.0,3
2025-01-28,T-TMUS,-4138.4632205963135,250000.0,3
2025-02-04,COP-MPC,0.0,250000.0,3
2025-02-05,COP-MPC,-1567.1243133544922,250000.0,3
2025-02-06,COP-MPC,6323.094177246094,250000.0,3
2025-02-07,COP-MPC,5234.212509155273,250000.0,3
2025-02-10,COP-MPC,2220.208465576172,250000.0,3
2025-02-11,COP-MPC,5404.850372314453,250000.0,3
2025-02-20,COST-MO,0.0,250000.0,3
2025-02-21,COST-MO,-3293.1756591796875,250000.0,3
2025-02-21,MCD-SBUX,0.0,250000.0,3
2025-02-24,COST-MO,-4158.5579833984375,250000.0,3
2025-02-24,MCD-SBUX,1845.1744842529297,250000.0,3
2025-02-25,COST-MO,-5679.69677734375,250000.0,3
2025-02-25,MCD-SBUX,3406.4069747924805,250000.0,3
2025-02-26,COST-MO,-2667.3972778320312,250000.0,3
2025-02-26,MCD-SBUX,3064.8947525024414,250000.0,3
2025-02-27,COST-MO,-4712.344787597656,250000.0,3
2025-02-28,COST-MO,-5667.6485595703125,250000.0,3
2025-03-04,MCD-SBUX,0.0,250000.0,3
2025-03-04,JPM-MS,0.0,250000.0,3
2025-03-05,MCD-SBUX,-2988.914710998535,250000.0,3
2025-03-05,JPM-MS,3196.6563568115234,250000.0,3
2025-03-06,JPM-MS,-2007.2256164550781,250000.0,3
2025-03-07,JPM-MS,1065.7706298828125,250000.0,3
2025-03-07,COST-MO,0.0,250000.0,3
2025-03-10,COST-MO,-7681.3411865234375,250000.0,3
2025-03-11,COST-MO,-4374.1287841796875,250000.0,3
2025-03-12,COST-MO,-3187.3688354492188,250000.0,3
2025-04-03,BA-CAT,0.0,250000.0,4
2025-04-03,GE-RTX,0.0,250000.0,4
2025-04-04,BA-CAT,-20971.37481689453,250000.0,4
2025-04-07,PSX-SLB,0.0,250000.0,4
2025-04-07,T-TMUS,0.0,250000.0,4
2025-04-08,PSX-SLB,-2502.2084312438965,250000.0,4
2025-04-22,GE-RTX,0.0,250000.0,4
2025-04-23,GE-RTX,11182.069801330566,250000.0,4
2025-04-24,GE-RTX,12271.597221374512,250000.0,4
2025-04-25,GE-RTX,18694.876541137695,250000.0,4
2025-04-25,T-TMUS,0.0,250000.0,4
2025-04-28,GE-RTX,16062.807861328125,250000.0,4
2025-04-28,T-TMUS,414.03871154785156,250000.0,4
2025-04-29,GE-RTX,18359.404556274414,250000.0,4
2025-04-29,T-TMUS,5242.993011474609,250000.0,4
2025-04-30,GE-RTX,18506.719123840332,250000.0,4
2025-04-30,T-TMUS,7547.887130737305,250000.0,4
2025-05-01,GE-RTX,19863.024131774902,250000.0,4
2025-05-01,T-TMUS,8118.841537475586,250000.0,4
2025-05-02,T-TMUS,10395.49824142456,250000.0,4
2025-05-05,T-TMUS,10635.031005859375,250000.0,4
2025-05-06,T-TMUS,10934.897327423096,250000.0,4
2025-05-07,T-TMUS,8725.771656036377,250000.0,4
2025-05-08,T-TMUS,10110.424476623535,250000.0,4
2025-05-09,T-TMUS,2970.449779510498,250000.0,4
2025-05-12,T-TMUS,6379.929847717285,250000.0,4
2025-05-13,T-TMUS,8009.052627563477,250000.0,4
2025-05-13,PSX-SLB,0.0,250000.0,4
2025-05-14,T-TMUS,5894.791404724121,250000.0,4
2025-05-14,PSX-SLB,806.0371742248535,250000.0,4
2025-05-15,T-TMUS,3449.3699989318848,250000.0,4
2025-05-15,PSX-SLB,-1322.088047027588,250000.0,4
2025-05-16,T-TMUS,2770.6314849853516,250000.0,4
2025-05-16,PSX-SLB,-2629.299793243408,250000.0,4
2025-05-19,T-TMUS,1890.9176139831543,250000.0,4
2025-05-19,PSX-SLB,-3112.049285888672,250000.0,4
2025-05-20,T-TMUS,696.8882026672363,250000.0,4
2025-05-20,PSX-SLB,-4624.629276275635,250000.0,4
2025-05-21,T-TMUS,2886.43106842041,250000.0,4
2025-05-21,PSX-SLB,6387.764621734619,250000.0,4
2025-05-22,T-TMUS,5019.984477996826,250000.0,4
2025-05-22,PSX-SLB,3470.3473167419434,250000.0,4
2025-05-23,T-TMUS,5593.124969482422,250000.0,4
2025-05-23,PSX-SLB,2586.5154418945312,250000.0,4
2025-05-27,T-TMUS,6367.0101890563965,250000.0,4
2025-05-27,PSX-SLB,2369.0219116210938,250000.0,4
2025-05-28,T-TMUS,3432.8283767700195,250000.0,4
