fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,0.14458429938921788,42,20
1,2015-02-01,2015-04-30,0.10837873422365878,29,20
2,2015-03-01,2015-05-31,0.11877653695656608,31,20
3,2015-04-01,2015-06-30,-0.030726071821618472,19,20
4,2015-05-01,2015-07-31,-0.03682423257853365,16,20
5,2015-06-01,2015-08-31,-0.16696311509568987,19,20
6,2015-07-01,2015-09-30,-0.06591072728168547,10,20
7,2015-08-01,2015-10-31,0.10858714429119885,35,20
8,2015-09-01,2015-11-30,-0.018411294237690102,22,20
9,2015-10-01,2015-12-31,-0.025344959157822193,23,20
10,2015-11-01,2016-01-31,0.06404230354431116,24,20
11,2015-12-01,2016-02-29,-0.12958545234046068,31,20
12,2016-01-01,2016-03-31,-0.010031518598379805,29,20
13,2016-02-01,2016-04-30,0.11891624091724283,20,20
14,2016-03-01,2016-05-31,0.10201669148176251,38,20
15,2016-04-01,2016-06-30,0.18216351894902919,35,20
16,2016-05-01,2016-07-31,-0.12930977440222488,27,20
17,2016-06-01,2016-08-31,-0.02112783219450989,14,20
18,2016-07-01,2016-09-30,-0.016166383215050133,28,20
19,2016-08-01,2016-10-31,-0.11741274599364918,27,20
20,2016-09-01,2016-11-30,-0.016080781142709395,30,20
21,2016-10-01,2016-12-31,-0.12374190008350466,18,20
22,2016-11-01,2017-01-31,-0.06548566976136858,13,20
23,2016-12-01,2017-02-28,0.01362526106781986,26,20
24,2017-01-01,2017-03-31,0.025498006655327015,25,20
25,2017-02-01,2017-04-30,-0.1695884706213024,23,20
26,2017-03-01,2017-05-31,0.12844703828325768,31,20
27,2017-04-01,2017-06-30,-0.16645586313179422,23,20
28,2017-05-01,2017-07-31,0.03473793534356267,11,20
29,2017-06-01,2017-08-31,-0.1507044781844067,26,20
30,2017-07-01,2017-09-30,-0.0046158713302293305,18,20
31,2017-08-01,2017-10-31,0.030736160793805468,26,20
32,2017-09-01,2017-11-30,0.17102904741477187,26,20
33,2017-10-01,2017-12-31,-0.03633450369450897,19,20
34,2017-11-01,2018-01-31,0.06436981731233513,20,20
35,2017-12-01,2018-02-28,0.16024299798122849,34,20
36,2018-01-01,2018-03-31,-0.22604324430411168,27,20
37,2018-02-01,2018-04-30,-0.02129015942902246,36,20
38,2018-03-01,2018-05-31,-0.19682135195464012,31,20
39,2018-04-01,2018-06-30,-0.10788872182122425,28,20
40,2018-05-01,2018-07-31,-0.13934997889444845,27,20
41,2018-06-01,2018-08-31,-0.1292481769936921,36,20
42,2018-07-01,2018-09-30,0.057512058150475234,33,20
43,2018-08-01,2018-10-31,0.10624160080648114,37,20
44,2018-09-01,2018-11-30,-0.004423797711537965,13,20
45,2018-10-01,2018-12-31,0.11109989513956531,23,20
46,2018-11-01,2019-01-31,0.19320084695786705,19,20
47,2018-12-01,2019-02-28,0.20101517309208633,33,20
48,2019-01-01,2019-03-31,0.11274238876167944,33,20
49,2019-02-01,2019-04-30,0.08812475958573787,29,20
50,2019-03-01,2019-05-31,-0.09502242284858761,39,20
51,2019-04-01,2019-06-30,0.024226680354833854,31,20
52,2019-05-01,2019-07-31,-0.10031312914223633,38,20
53,2019-06-01,2019-08-31,0.045434476483106556,14,20
54,2019-07-01,2019-09-30,0.07077278981483609,27,20
55,2019-08-01,2019-10-31,0.23096994347055658,23,20
56,2019-09-01,2019-11-30,-0.0696146698336285,23,20
57,2019-10-01,2019-12-31,0.07492494736290298,17,20
