fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,-0.14374162403569649,16,20
1,2015-02-01,2015-04-30,0.015369516893974618,10,16
2,2015-03-01,2015-05-31,0.03370233304226333,9,12
3,2015-04-01,2015-06-30,-0.10683209156521381,12,20
4,2015-05-01,2015-07-31,-0.1332969358399991,10,20
5,2015-06-01,2015-08-31,-0.01584903302546648,22,20
6,2015-07-01,2015-09-30,-0.09508226381573957,13,20
7,2015-08-01,2015-10-31,0.0006273013579913535,16,17
8,2015-09-01,2015-11-30,0.038873407762805665,10,13
9,2015-10-01,2015-12-31,0.07722083881035927,14,20
10,2015-11-01,2016-01-31,0.12516503981085922,11,15
11,2015-12-01,2016-02-29,0.24029216370628334,20,20
12,2016-01-01,2016-03-31,0.05266056782269955,5,20
13,2016-02-01,2016-04-30,0.22951961368409904,16,20
14,2016-03-01,2016-05-31,0.01861140602915624,10,20
15,2016-04-01,2016-06-30,-0.05513153143801052,14,20
16,2016-05-01,2016-07-31,0.060521853302522306,17,20
17,2016-06-01,2016-08-31,0.046790979430372893,11,20
18,2016-07-01,2016-09-30,-0.044460582588241204,15,20
19,2016-08-01,2016-10-31,-0.06753304315161274,17,17
20,2016-09-01,2016-11-30,0.0006398751577892941,13,20
21,2016-10-01,2016-12-31,0.1360171360394042,16,20
22,2016-11-01,2017-01-31,-0.08181300628061225,19,20
23,2016-12-01,2017-02-28,-0.109087563372184,13,20
24,2017-01-01,2017-03-31,0.32320364152947123,11,20
25,2017-02-01,2017-04-30,0.06507942819634686,13,20
26,2017-03-01,2017-05-31,0.08169867119391906,14,20
27,2017-04-01,2017-06-30,-0.0058595948041289475,6,13
28,2017-05-01,2017-07-31,-0.10718616030090747,20,20
29,2017-06-01,2017-08-31,-0.05848501622597397,9,10
30,2017-07-01,2017-09-30,-0.12683839625552387,10,14
31,2017-08-01,2017-10-31,-0.22693898724566477,9,13
32,2017-09-01,2017-11-30,0.10934031883793842,12,20
33,2017-10-01,2017-12-31,-0.07900509635001751,7,20
34,2017-11-01,2018-01-31,-0.09622471360322936,24,20
35,2017-12-01,2018-02-28,0.03414367920910779,8,16
36,2018-01-01,2018-03-31,-0.030573935794202575,9,20
37,2018-02-01,2018-04-30,0.06637560433147147,13,20
38,2018-03-01,2018-05-31,-0.026460657004476272,16,20
39,2018-04-01,2018-06-30,-0.24464880781394407,13,20
40,2018-05-01,2018-07-31,-0.05244770618857003,14,20
41,2018-06-01,2018-08-31,0.004791201762780663,14,20
42,2018-07-01,2018-09-30,0.21567839033706193,16,20
43,2018-08-01,2018-10-31,-0.04370074194085468,13,20
44,2018-09-01,2018-11-30,-0.013295371490376915,20,20
45,2018-10-01,2018-12-31,-0.11257918986618523,6,19
46,2018-11-01,2019-01-31,0.17940608199596292,11,20
47,2018-12-01,2019-02-28,-0.12350519325662611,13,18
48,2019-01-01,2019-03-31,-0.013755331443018172,12,20
49,2019-02-01,2019-04-30,-0.11015579180943445,13,20
50,2019-03-01,2019-05-31,-0.22362592804036754,20,20
51,2019-04-01,2019-06-30,-0.11051417624766123,18,20
52,2019-05-01,2019-07-31,0.044347263792858554,9,12
53,2019-06-01,2019-08-31,0.19803198103653866,4,9
54,2019-07-01,2019-09-30,0.07886348811307858,12,17
55,2019-08-01,2019-10-31,-0.039250147483521486,16,20
56,2019-09-01,2019-11-30,0.08225762181427229,11,20
57,2019-10-01,2019-12-31,-0.25680235530973855,15,20
