fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,-0.11147752574958893,6,9
1,2015-04-01,2015-06-30,0.07094627768300178,11,12
2,2015-07-01,2015-09-30,-0.036903911031853545,3,6
3,2015-10-01,2015-12-31,0.0,0,4
4,2016-01-01,2016-03-31,-0.03309147658188588,5,6
5,2016-04-01,2016-06-30,0.03888575422406926,2,3
6,2016-07-01,2016-09-30,-0.03472648165027668,3,4
7,2016-10-01,2016-12-31,-0.17355037686718394,13,12
8,2017-01-01,2017-03-31,-0.07173577796942236,5,7
9,2017-04-01,2017-06-30,0.16948120714630557,4,9
10,2017-07-01,2017-09-30,-0.15845260610893933,3,7
11,2017-10-01,2017-12-31,-0.013788551379162729,1,5
12,2018-01-01,2018-03-31,0.14423617867004032,4,6
13,2018-04-01,2018-06-30,-0.002637028398081369,4,5
14,2018-07-01,2018-09-30,-0.06553660632932755,4,3
15,2018-10-01,2018-12-31,-0.09599682851748417,4,5
16,2019-01-01,2019-03-31,-0.08402545177388324,10,10
17,2019-04-01,2019-06-30,0.25777473334908885,3,3
18,2019-07-01,2019-09-30,-0.04486455678419222,4,3
19,2019-10-01,2019-12-31,-0.09306294915844263,6,6
