mechanism,direction,day_rank,date,mean_v1_total_return,mean_v2_total_return,mean_return_difference,coverage_starts,trade_rank,leg,pair,fold_id,entry_date,exit_date,exit_reason,mean_v1_trade_day_pnl,mean_v2_trade_day_pnl,mean_trade_difference
B,v1_outperformed,6,2024-01-25,0.015263322927374524,0.006693433734031234,0.00856988919334329,1,1,B,TYL-UHS,0,2024-01-22,2024-01-31,signal,7014.027297973633,2872.7494049072266,4141.277893066406
B,v1_outperformed,6,2024-01-25,0.015263322927374524,0.006693433734031234,0.00856988919334329,1,2,A,ATO-HPQ,0,2024-01-24,2024-01-25,signal,4942.85451984405,1875.93358802795,3066.9209318160997
B,v1_outperformed,6,2024-01-25,0.015263322927374524,0.006693433734031234,0.00856988919334329,1,3,B,TYL-WBD,0,2024-01-11,2024-01-29,max_holding_loss,3722.9173574447636,2356.5114917755127,1366.405865669251
B,v1_outperformed,6,2024-01-25,0.015263322927374524,0.006693433734031234,0.00856988919334329,1,4,B,TYL-UDR,0,2024-01-24,2024-02-07,stop_loss,471.5019664764404,339.1404113769531,132.36155509948725
B,v1_outperformed,6,2024-01-25,0.015263322927374524,0.006693433734031234,0.00856988919334329,1,5,A,MCHP-TEL,0,2024-01-24,2024-02-08,max_holding_loss,-1441.984504699707,-842.2022094726562,-599.7822952270508
B,v1_outperformed,7,2025-04-04,-0.015486961726983545,-0.02350297843571054,0.008016016708726998,5,1,B,ERIE-OKE,4,2025-04-03,2025-04-04,stop_loss,-3546.0289922194065,-28505.670614345494,24959.641622126088
B,v1_outperformed,7,2025-04-04,-0.015486961726983545,-0.02350297843571054,0.008016016708726998,5,2,B,AMAT-TRGP,3,2025-04-03,2025-04-04,stop_loss,-2465.300177116251,-16482.94632699009,14017.64614987384
B,v1_outperformed,7,2025-04-04,-0.015486961726983545,-0.02350297843571054,0.008016016708726998,5,3,B,AMAT-TRGP,4,2025-04-03,2025-04-04,stop_loss,-2395.0670553776054,-16272.430861816265,13877.36380643866
B,v1_outperformed,7,2025-04-04,-0.015486961726983545,-0.02350297843571054,0.008016016708726998,5,4,B,ERIE-WTW,4,2025-04-03,2025-04-04,stop_loss,-1675.9474152851647,-12300.378473802833,10624.431058517668
B,v1_outperformed,7,2025-04-04,-0.015486961726983545,-0.02350297843571054,0.008016016708726998,5,5,B,LRCX-VLO,3,2025-04-03,2025-04-15,stop_loss,-1315.9965385175396,-8157.356017306769,6841.359478789229
B,v1_outperformed,8,2025-06-23,0.011554871588374602,0.0037928923383951886,0.007761979249979413,5,1,A,CF-FIX,12,2025-06-13,2025-06-23,signal,5659.045613466224,1127.243455950665,4531.802157515558
B,v1_outperformed,8,2025-06-23,0.011554871588374602,0.0037928923383951886,0.007761979249979413,5,2,A,CF-FIX,15,2025-06-13,2025-06-23,signal,5484.774315234971,1107.398408335485,4377.375906899486
B,v1_outperformed,8,2025-06-23,0.011554871588374602,0.0037928923383951886,0.007761979249979413,5,3,A,CF-FIX,13,2025-06-13,2025-06-23,signal,5717.9874040679115,2001.4278858524763,3716.559518215435
B,v1_outperformed,8,2025-06-23,0.011554871588374602,0.0037928923383951886,0.007761979249979413,5,4,A,CF-FIX,11,2025-06-13,2025-06-23,signal,5707.258465256498,2024.614196725719,3682.6442685307793
B,v1_outperformed,8,2025-06-23,0.011554871588374602,0.0037928923383951886,0.007761979249979413,5,5,A,CF-FIX,14,2025-06-13,2025-06-23,signal,5544.666256769103,1998.7564042940837,3545.909852475019
B,v1_outperformed,9,2025-07-31,0.01262842707073553,0.005833391027540638,0.006795036043194891,5,1,A,GLW-META,16,2025-07-29,2025-08-21,max_holding_loss,8481.90627546962,3341.825063726041,5140.08121174358
B,v1_outperformed,9,2025-07-31,0.01262842707073553,0.005833391027540638,0.006795036043194891,5,2,A,GLW-META,14,2025-07-29,2025-08-21,max_holding_loss,8404.121536982831,3309.231420413423,5094.890116569408
B,v1_outperformed,9,2025-07-31,0.01262842707073553,0.005833391027540638,0.006795036043194891,5,3,A,GLW-META,17,2025-07-29,2025-08-21,max_holding_loss,8164.699283768531,3266.966864844905,4897.732418923626
B,v1_outperformed,9,2025-07-31,0.01262842707073553,0.005833391027540638,0.006795036043194891,5,4,A,GLW-META,15,2025-07-29,2025-08-21,max_holding_loss,8254.808858664363,3487.2820909161464,4767.526767748216
B,v1_outperformed,9,2025-07-31,0.01262842707073553,0.005833391027540638,0.006795036043194891,5,5,A,GLW-META,18,2025-07-29,2025-08-21,max_holding_loss,8000.6005778498475,3425.888716861535,4574.711860988313
B,v1_outperformed,10,2025-04-28,0.007478520327367545,0.0009479927025087493,0.006530527624858796,5,1,A,EBAY-IBM,13,2025-04-24,2025-04-28,signal,3725.3208507443333,167.7642647324344,3557.5565860118986
B,v1_outperformed,10,2025-04-28,0.007478520327367545,0.0009479927025087493,0.006530527624858796,5,2,A,EBAY-IBM,11,2025-04-24,2025-04-28,signal,3718.3308494316198,169.70779436095782,3548.623055070662
B,v1_outperformed,10,2025-04-28,0.007478520327367545,0.0009479927025087493,0.006530527624858796,5,3,A,EBAY-IBM,14,2025-04-24,2025-04-28,signal,3612.4005453501954,167.54033503576235,3444.860210314433
B,v1_outperformed,10,2025-04-28,0.007478520327367545,0.0009479927025087493,0.006530527624858796,5,4,A,EBAY-IBM,12,2025-04-24,2025-04-28,signal,3686.91973755677,850.3931308687471,2836.526606688023
B,v1_outperformed,10,2025-04-28,0.007478520327367545,0.0009479927025087493,0.006530527624858796,5,5,A,EBAY-IBM,15,2025-04-24,2025-04-28,signal,3573.3804001798985,835.422015193048,2737.9583849868504
B,v2_outperformed,1,2024-01-03,-0.03184841246509552,-0.010470585195541383,-0.021377827269554135,1,1,A,ELV-WAT,0,2024-01-02,2024-01-03,stop_loss,-9270.2812347412,-3768.6208648681627,-5501.660369873038
B,v2_outperformed,1,2024-01-03,-0.03184841246509552,-0.010470585195541383,-0.021377827269554135,1,2,A,ELV-KEY,0,2024-01-02,2024-01-17,max_holding_loss,-4959.386463165283,-1253.8297457695005,-3705.5567173957825
B,v2_outperformed,1,2024-01-03,-0.03184841246509552,-0.010470585195541383,-0.021377827269554135,1,3,A,ELV-TFC,0,2024-01-02,2024-01-17,max_holding_loss,-4439.0851192474365,-1248.1087551116943,-3190.976364135742
B,v2_outperformed,1,2024-01-03,-0.03184841246509552,-0.010470585195541383,-0.021377827269554135,1,4,A,ELV-USB,0,2024-01-02,2024-01-17,stop_loss,-4404.144853591919,-1242.5898818969727,-3161.5549716949463
B,v2_outperformed,1,2024-01-03,-0.03184841246509552,-0.010470585195541383,-0.021377827269554135,1,5,A,ELV-NTRS,0,2024-01-02,2024-01-04,stop_loss,-4231.386657714844,-1418.452178955078,-2812.9344787597656
B,v2_outperformed,2,2024-01-09,-0.015210543213178211,-0.004776359913225198,-0.010434183299953013,1,1,A,ELV-USB,0,2024-01-02,2024-01-17,stop_loss,-3541.4232845306396,-999.1245040893555,-2542.298780441284
B,v2_outperformed,2,2024-01-09,-0.015210543213178211,-0.004776359913225198,-0.010434183299953013,1,2,A,ELV-KEY,0,2024-01-02,2024-01-17,max_holding_loss,-3401.676685333252,-859.9580416679382,-2541.7186436653137
B,v2_outperformed,2,2024-01-09,-0.015210543213178211,-0.004776359913225198,-0.010434183299953013,1,3,A,ELV-TFC,0,2024-01-02,2024-01-17,max_holding_loss,-3193.610885620117,-897.4432983398438,-2296.1675872802734
B,v2_outperformed,2,2024-01-09,-0.015210543213178211,-0.004776359913225198,-0.010434183299953013,1,4,A,ELV-HBAN,0,2024-01-02,2024-01-17,max_holding_loss,-3448.414542198181,-1178.7086100578308,-2269.7059321403503
B,v2_outperformed,2,2024-01-09,-0.015210543213178211,-0.004776359913225198,-0.010434183299953013,1,5,B,TYL-VTR,0,2024-01-08,2024-01-10,guard_trip,-649.87255859375,-309.2822265625,-340.59033203125
B,v2_outperformed,3,2024-01-17,-0.016135530260969172,-0.0057554040964314926,-0.010380126164537679,1,1,A,ELV-USB,0,2024-01-02,2024-01-17,stop_loss,-3473.1702098846417,-979.877647399896,-2493.2925624847458
B,v2_outperformed,3,2024-01-17,-0.016135530260969172,-0.0057554040964314926,-0.010380126164537679,1,2,A,ELV-TFC,0,2024-01-02,2024-01-17,max_holding_loss,-3220.1072750091457,-904.9827480316135,-2315.1245269775322
B,v2_outperformed,3,2024-01-17,-0.016135530260969172,-0.0057554040964314926,-0.010380126164537679,1,3,A,ELV-KEY,0,2024-01-02,2024-01-17,max_holding_loss,-2867.3210792541395,-724.8671240806549,-2142.4539551734847
B,v2_outperformed,3,2024-01-17,-0.016135530260969172,-0.0057554040964314926,-0.010380126164537679,1,4,A,CMS-SYY,0,2024-01-11,2024-01-24,stop_loss,-2070.152763366699,-910.9179611206055,-1159.2348022460938
B,v2_outperformed,3,2024-01-17,-0.016135530260969172,-0.0057554040964314926,-0.010380126164537679,1,5,A,ELV-HBAN,0,2024-01-02,2024-01-17,max_holding_loss,-1518.0770196914646,-518.6176152229269,-999.4594044685376
B,v2_outperformed,4,2024-10-31,-0.02062502509548486,-0.011474973277111295,-0.009150051818373566,5,1,A,ETR-FE,5,2024-10-30,2024-10-31,stop_loss,-7033.117870986748,-2493.572307503164,-4539.5455634835835
B,v2_outperformed,4,2024-10-31,-0.02062502509548486,-0.011474973277111295,-0.009150051818373566,5,2,A,MET-PNR,6,2024-10-25,2024-10-31,stop_loss,-5116.414026298906,-1282.7396775467876,-3833.674348752118
B,v2_outperformed,4,2024-10-31,-0.02062502509548486,-0.011474973277111295,-0.009150051818373566,5,3,A,MET-PNR,4,2024-10-25,2024-10-31,stop_loss,-4961.560764684047,-2249.953333948014,-2711.607430736033
B,v2_outperformed,4,2024-10-31,-0.02062502509548486,-0.011474973277111295,-0.009150051818373566,5,4,A,MET-PNR,5,2024-10-25,2024-10-31,stop_loss,-4900.735660085827,-2248.9691248045115,-2651.766535281315
B,v2_outperformed,4,2024-10-31,-0.02062502509548486,-0.011474973277111295,-0.009150051818373566,5,5,A,MET-PNR,7,2024-10-25,2024-10-31,stop_loss,-4819.8975149645075,-2221.1761735109735,-2598.721341453534
B,v2_outperformed,5,2024-01-11,-0.009965855109763574,-0.0024456604043599705,-0.007520194705403604,1,1,A,ELV-USB,0,2024-01-02,2024-01-17,stop_loss,-3025.4404563903813,-853.5726470947264,-2171.8678092956548
B,v2_outperformed,5,2024-01-11,-0.009965855109763574,-0.0024456604043599705,-0.007520194705403604,1,2,A,ELV-HBAN,0,2024-01-02,2024-01-17,max_holding_loss,-3080.438352584839,-1053.0825719833374,-2027.3557806015015
B,v2_outperformed,5,2024-01-11,-0.009965855109763574,-0.0024456604043599705,-0.007520194705403604,1,3,A,ELV-TFC,0,2024-01-02,2024-01-17,max_holding_loss,-2679.907154083252,-753.2333869934082,-1926.6737670898438
B,v2_outperformed,5,2024-01-11,-0.009965855109763574,-0.0024456604043599705,-0.007520194705403604,1,4,A,ELV-KEY,0,2024-01-02,2024-01-17,max_holding_loss,-2195.5295219421387,-555.038731098175,-1640.4907908439636
B,v2_outperformed,5,2024-01-11,-0.009965855109763574,-0.0024456604043599705,-0.007520194705403604,1,5,B,TYL-VRTX,0,2024-01-04,2024-01-16,stop_loss,-714.3538818359375,-460.6210632324219,-253.73281860351562
B,v2_outperformed,6,2024-10-30,-0.014612139958039167,-0.007529158995421265,-0.007082980962617902,5,1,A,AVY-SW,6,2024-10-23,2024-10-31,stop_loss,-8142.880308254781,-1857.9431773424024,-6284.937130912379
B,v2_outperformed,6,2024-10-30,-0.014612139958039167,-0.007529158995421265,-0.007082980962617902,5,2,A,AVY-SW,4,2024-10-23,2024-10-31,stop_loss,-7896.428092270846,-3258.8728011767844,-4637.555291094061
B,v2_outperformed,6,2024-10-30,-0.014612139958039167,-0.007529158995421265,-0.007082980962617902,5,3,A,AVY-SW,5,2024-10-23,2024-10-31,stop_loss,-7799.623661680486,-3257.4472549843213,-4542.176406696165
B,v2_outperformed,6,2024-10-30,-0.014612139958039167,-0.007529158995421265,-0.007082980962617902,5,4,A,AVY-SW,7,2024-10-23,2024-10-31,stop_loss,-7670.968057055699,-3217.1914453778118,-4453.776611677888
B,v2_outperformed,6,2024-10-30,-0.014612139958039167,-0.007529158995421265,-0.007082980962617902,5,5,A,AVY-SW,8,2024-10-23,2024-10-31,stop_loss,-7559.424223481037,-3200.099850397805,-4359.324373083233
B,v2_outperformed,7,2025-06-10,-0.010828211581494872,-0.004656237011786558,-0.006171974569708314,5,1,A,CSGP-NTAP,14,2025-06-03,2025-06-11,stop_loss,-2614.76745368281,-600.5706293072114,-2014.1968243755985
B,v2_outperformed,7,2025-06-10,-0.010828211581494872,-0.004656237011786558,-0.006171974569708314,5,2,A,CSGP-NTAP,17,2025-06-03,2025-06-11,stop_loss,-2534.2452331794498,-589.9976224984665,-1944.2476106809831
B,v2_outperformed,7,2025-06-10,-0.010828211581494872,-0.004656237011786558,-0.006171974569708314,5,3,A,CSGP-NTAP,15,2025-06-03,2025-06-11,stop_loss,-2683.268652209199,-1027.5709520180162,-1655.6977001911828
B,v2_outperformed,7,2025-06-10,-0.010828211581494872,-0.004656237011786558,-0.006171974569708314,5,4,A,CSGP-NTAP,13,2025-06-03,2025-06-11,stop_loss,-2666.3465873807295,-1017.0412546417355,-1649.305332738994
B,v2_outperformed,7,2025-06-10,-0.010828211581494872,-0.004656237011786558,-0.006171974569708314,5,5,A,CSGP-NTAP,16,2025-06-03,2025-06-11,stop_loss,-2590.385916775095,-1004.0518951315297,-1586.3340216435654
B,v2_outperformed,8,2025-01-21,-0.010410999302930954,-0.004959111340094875,-0.005451887962836079,5,1,A,SYK-USB,8,2025-01-16,2025-01-31,max_holding_loss,-2032.833326721745,-815.2949113941334,-1217.5384153276116
B,v2_outperformed,8,2025-01-21,-0.010410999302930954,-0.004959111340094875,-0.005451887962836079,5,2,A,SYK-USB,10,2025-01-16,2025-01-31,max_holding_loss,-2019.266337256738,-803.7495553369612,-1215.5167819197768
B,v2_outperformed,8,2025-01-21,-0.010410999302930954,-0.004959111340094875,-0.005451887962836079,5,3,A,SYK-USB,9,2025-01-16,2025-01-31,max_holding_loss,-1999.9195405335995,-813.6874448782154,-1186.232095655384
B,v2_outperformed,8,2025-01-21,-0.010410999302930954,-0.004959111340094875,-0.005451887962836079,5,4,A,SYK-USB,11,2025-01-16,2025-01-31,max_holding_loss,-1974.9206074734839,-804.8821982740266,-1170.0384091994574
B,v2_outperformed,8,2025-01-21,-0.010410999302930954,-0.004959111340094875,-0.005451887962836079,5,5,A,SYK-USB,12,2025-01-16,2025-01-31,max_holding_loss,-1938.331668837949,-799.3625304121879,-1138.9691384257612
B,v2_outperformed,9,2025-10-21,-0.005824478269317678,-0.0005420882833915706,-0.005282389985926107,5,1,A,KO-WST,19,2025-10-17,2025-10-21,stop_loss,-10596.22817699196,-2609.2491796928057,-7986.978997299153
B,v2_outperformed,9,2025-10-21,-0.005824478269317678,-0.0005420882833915706,-0.005282389985926107,5,2,A,KO-WST,17,2025-10-17,2025-10-21,stop_loss,-10500.893054583417,-2583.2641299811717,-7917.628924602246
B,v2_outperformed,9,2025-10-21,-0.005824478269317678,-0.0005420882833915706,-0.005282389985926107,5,3,A,KO-WST,20,2025-10-17,2025-10-21,stop_loss,-10201.736567516065,-2550.2714206480455,-7651.46514686802
B,v2_outperformed,9,2025-10-21,-0.005824478269317678,-0.0005420882833915706,-0.005282389985926107,5,4,A,KO-WST,18,2025-10-17,2025-10-21,stop_loss,-10302.604630443391,-2721.013201686473,-7581.591428756918
B,v2_outperformed,9,2025-10-21,-0.005824478269317678,-0.0005420882833915706,-0.005282389985926107,5,5,A,KO-WST,21,2025-10-17,2025-10-21,stop_loss,-9985.334121112619,-2673.1099415132226,-7312.224179599396
B,v2_outperformed,10,2024-02-15,-0.010574929606891291,-0.005591603778912296,-0.004983325827978995,2,1,A,EQIX-MCO,0,2024-02-13,2024-02-15,stop_loss,-7539.861755371093,-2946.9132385253843,-4592.948516845709
B,v2_outperformed,10,2024-02-15,-0.010574929606891291,-0.005591603778912296,-0.004983325827978995,2,2,A,CME-FANG,0,2024-02-12,2024-02-15,stop_loss,-7872.506698608395,-5115.9490509033185,-2756.5576477050763
B,v2_outperformed,10,2024-02-15,-0.010574929606891291,-0.005591603778912296,-0.004983325827978995,2,3,A,FFIV-IBM,0,2024-01-25,2024-02-16,max_holding_loss,-2699.0116424560547,-1312.5496673583982,-1386.4619750976565
B,v2_outperformed,10,2024-02-15,-0.010574929606891291,-0.005591603778912296,-0.004983325827978995,2,4,A,EQIX-SNA,0,2024-02-08,2024-02-23,max_holding_loss,-2838.1444091796875,-1482.9875488281252,-1355.1568603515623
B,v2_outperformed,10,2024-02-15,-0.010574929606891291,-0.005591603778912296,-0.004983325827978995,2,5,A,EQIX-MCO,1,2024-02-13,2024-02-15,stop_loss,-738.8116218907812,-292.4965624776778,-446.3150594131034
