window,start_index,start_A,start_B,mechanism,case,date,daily_return
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-05-29,0.0071865646924342734
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-05-30,-0.001964558445294
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-05-31,-0.0004210136019207952
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-03,-0.007440619607060659
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-04,0.009934516502851811
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-05,0.004804019173913189
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-06,-0.014456471351477181
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-07,-0.0010423484257176315
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-10,0.005673944654826333
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-11,0.0009117455526516866
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-12,0.0141382563893029
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-13,-7.893045997792694e-05
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-14,-0.0014646325975581492
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-17,0.002856546024170739
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-18,4.791280436889006e-05
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-20,0.008750208513378047
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-21,-0.0006075253950958005
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-24,-0.009335368599972544
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-25,0.00025336523318951644
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-26,0.0016137603619876843
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-27,0.00016226726275508872
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-06-28,-0.001986064590933496
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-01,-0.0005570482843367639
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-02,-0.006258502352901867
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-03,0.0026238521582147433
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-05,-0.0005181813574486686
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-08,-0.0014291413485660051
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-09,0.0005335139590635321
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-10,0.0014990640664663288
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-11,0.001515289956673989
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-12,-0.004374540674969259
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-15,-0.005682888096443987
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-16,-0.008207482131725416
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-17,-0.0009837339039462775
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-18,-0.0001707518489321779
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-19,-9.798732819094546e-05
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-22,0.0002451018849543007
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-23,0.005386073121847876
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-24,-0.0078639726903801
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-25,0.007812008685369709
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-26,0.0035107079975403217
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-29,0.003345961612820661
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-30,-0.01588578204928561
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-07-31,-0.004264772820220215
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-01,5.3976469082108415e-05
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-02,-0.005667132990987264
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-05,0.00403643387386554
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-06,0.00041478477553050827
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-07,-0.003633794027419385
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-08,0.007523901735803299
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-09,0.0016591605413115436
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-12,0.0020144337554199084
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-13,0.0036426111757027427
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-14,0.0014041772760758594
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-15,0.007090240052874647
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-16,0.001946505112940487
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-19,-0.0006225992258994647
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-20,-0.002000434941693033
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-21,0.0016804132839395348
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-22,0.005673973559134919
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-23,-0.0034464906743310745
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-26,-0.00035788063561101535
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-27,-0.0016542214068625558
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-28,0.0058404465010565435
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-29,-0.0005525764956192389
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-08-30,-0.0019032942589008953
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-03,0.01114932675276839
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-04,-0.000639545131534871
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-05,0.003010950799389421
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-06,-0.0015106772935751574
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-09,0.001800741836032492
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-10,0.005081297420398413
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-11,-0.0034783161935371576
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-12,0.0026591478861294243
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-13,0.0022221177936058317
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-16,0.005493390300128193
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-17,0.0031193863464462363
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-18,-0.00019067171060428443
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-19,0.0029645159157512726
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-20,-0.004358706580509744
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-23,0.012007387573097179
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-24,0.0020286248417314637
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-25,0.0001398367314920971
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-26,0.0020841733143963327
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-27,0.0022364425818577035
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-09-30,0.0009826254790848334
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-01,0.00012798849986434243
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-02,-0.001409391329097374
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-03,0.0007890713631734804
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-04,-0.0012143346595707332
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-07,0.00461332085954759
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-08,0.0017698061347508225
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-09,0.002365051785558057
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-10,-0.0024305099739366275
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-11,0.0011724223074428693
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-14,-0.0014003831959169047
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-15,0.0006255120731487166
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-16,-0.0008204015911540386
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-17,-0.0011162797405536251
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-18,0.002273815181366847
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-21,0.0022105925540663804
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-22,0.008494674777343208
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-23,0.001047020475818
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-24,-0.0001546640065049263
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-25,-0.0005487515487283738
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-28,0.0030975722143142537
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-29,0.006255589313197716
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-30,-0.014129617876985936
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-10-31,-0.020310545543345816
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-01,0.004289765457760497
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-04,0.00381711010862854
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-05,0.00484571440875071
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-06,0.002338286104976735
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-07,0.008794846488555216
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-08,0.0030719058803841443
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-11,-0.0024547544437813307
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-12,-0.007011742412713824
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-13,0.0010183952340922663
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-14,0.012270100894187596
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-15,0.001814085802124859
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-18,0.003156420903424522
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-19,-0.0002281549634498005
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-20,-2.847157070480358e-05
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-21,0.0003697208557741987
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-22,-0.002522959802999469
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-25,-0.0028526471533079217
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-26,-0.00018970692265587666
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-27,-0.0014615574831936336
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-11-29,-0.0015412612392902494
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-02,-0.0005488022004417281
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-03,-0.0005947868337266869
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-04,0.00193126967694384
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-05,0.00162909388808249
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-06,-0.0009932041626882267
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-09,0.0018041690700675178
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-10,-0.0008180786180912869
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-11,-0.003900020806609397
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-12,-0.00025963484120193733
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-13,-0.0017018653382595732
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-16,3.988780541636237e-06
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-17,-0.0004173511850237549
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-18,-0.0024704155966228836
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-19,-0.000823633853710321
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-20,0.003464152054190627
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-23,-0.0010362661814307835
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-24,0.00011424237721512393
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-26,-0.0001699024854479765
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-30,0.0
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2024-12-31,0.00032280177703306024
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-02,-0.0007038410105861039
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-03,0.0005458002903136104
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-06,-0.0012332730723106878
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-07,7.062753241129624e-05
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-08,0.006301797839182539
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-10,0.006856378454837613
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-13,0.0009796783854146736
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-14,0.003889431121723028
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-15,0.0015471388763025333
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-16,0.0008242483822495371
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-17,-0.007385029117291271
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-21,-0.010510613882943875
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-22,0.00896256735555437
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-23,-0.0028697362287394617
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-24,0.0034778771387431943
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-27,0.0018394992955524847
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-28,-0.0002672623496257778
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-29,0.0012685843571197542
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-30,0.00513839611956185
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-01-31,0.00017733261158889134
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-03,-0.0051793997132117305
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-04,0.0002429465312114818
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-05,-0.004054883167510282
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-06,0.002130445093007955
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-07,-0.002895800515234674
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-10,0.0017212964532556468
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-11,-0.0065264257546210165
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-12,0.006231479899091465
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-13,0.01223338114724481
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-14,0.006528001139053475
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-18,-0.008176491677636398
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-19,-0.0028730469869760206
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-20,-0.0038459400164208564
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-21,0.0038179210367676897
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-24,0.0026841038162889797
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-25,-0.006092020080968544
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-26,0.01798783922738024
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-27,-0.0055745331668195725
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-02-28,-0.00816276434337335
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-03,-0.004703221605973499
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-04,-0.0005413141615205724
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-05,0.0006272558856165079
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-06,0.005950577048050106
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-07,-0.003179826963703281
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-10,-0.003709159447062873
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-11,0.0002586455744829601
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-12,0.00336709698544344
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-13,-0.0018830425988843606
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-14,0.0016011312347710682
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-17,0.0027186110496404394
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-18,0.00011959124386113243
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-19,-0.00013478046207857365
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-20,-0.0016363101686022714
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-21,0.00262118331491135
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-24,-0.0003952768061793347
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-25,-0.0033849653203851283
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-26,0.0007312150098036666
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-27,-0.0016906837332776078
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-28,-0.008401799143261819
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-03-31,-0.0006027807009846587
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-01,8.877147573368954e-06
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-02,-0.00022564105761999694
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-03,-0.004470686728527423
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-04,-0.01509142133892825
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-07,-0.002819076424080923
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-08,-0.008100830189116977
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-09,0.060006662704396
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-10,-0.013825665676505585
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-11,0.00011113825649971705
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-14,0.005135215280433249
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-15,-0.001650901897634833
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-16,-0.005054967342104419
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-17,0.0022814499482246703
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-21,-0.007307990555502256
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-22,-0.0004278598246221029
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-23,-0.0008605690820572558
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-24,0.004795833231746025
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-25,-0.004648260363321109
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-28,0.007482026278555735
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-29,-0.00386142110226338
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-04-30,0.0033752805163686315
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-01,0.006469120439124248
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-02,0.014110338473544443
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-05,-0.0016311354840529292
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-06,0.0021161753321148817
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-07,0.00029295202837076225
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-08,0.0027351316485150585
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-09,-0.0023483702758415547
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-12,-0.001111290872644384
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-13,-0.0004824419750559745
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-14,-0.0033234361546800564
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-15,0.002279697950144709
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-16,0.0026317048036998926
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-19,0.0012030244706259525
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-20,0.004133242812434381
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-21,0.0069295652057845694
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-22,0.002052710339311647
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-23,-0.0045126775445140654
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-27,0.0011406538191531877
recent,1,2023-02-01,2023-12-01,B,case_1_v1_sizing_v1_allocator,2025-05-28,0.0018995520814015772
