window,start_index,start_A,start_B,mechanism,leg,pair,fold_id,entry_date,exit_date,exit_reason,entry_hedge_ratio,abs_entry_hedge_ratio,v1_reference_leg_sizing_budget,v1_actual_gross_exposure,v1_sizing_time_gross_exposure,v2_pair_gross_budget,v2_actual_gross_exposure,v1_gross_v2_gross_ratio,v1_final_dollar_pnl_pre_combined_rescaling,v2_final_dollar_pnl_pre_combined_rescaling,v1_normalized_trade_pnl,v2_normalized_trade_pnl,v1_allocator_weight_applicable_at_entry,v2_allocator_weight_applicable_at_entry,v1_replay_allocation,v2_replay_allocation,v1_final_contribution_to_combined_book,v2_final_contribution_to_combined_book,contribution_difference_v1_minus_v2,trade_identity_match
recent,0,2023-01-01,2023-11-01,A,A,ELV-TFC,0,2024-01-02,2024-01-17,max_holding_loss,2.5549925241668383,2.5549925241668383,250000.0,888625.2631607056,888625.2631607056,250000.0,249697.4819107056,3.558807467183378,-7914.218376159668,-2227.219718933105,-0.0316568735046386,-0.0089088788757324,0.5,0.5,125000.0,125000.0,-3957.1091880798244,-1113.60985946655,-2843.4993286132744,True
recent,0,2023-01-01,2023-11-01,A,A,ELV-TFC,0,2024-01-19,2024-01-22,signal,3.0541271025340557,3.0541271025340557,250000.0,1013481.3745117189,1013481.3745117189,250000.0,249510.1238632202,4.061884779742655,14950.003356933594,3680.239738464356,0.0598000134277343,0.0147209589538574,0.5,0.5,125000.0,125000.0,7475.001678466787,1840.119869232175,5634.881809234612,True
recent,0,2023-01-01,2023-11-01,A,A,CMS-SYY,0,2024-01-11,2024-01-24,stop_loss,1.2712165907541322,1.2712165907541322,250000.0,567682.4140625,567682.4140625,250000.0,249823.95304107663,2.2723298032561368,-9878.05744934082,-4346.612113952637,-0.0395122297973632,-0.0173864484558105,0.5,0.5,125000.0,125000.0,-4939.0287246704,-2173.3060569763124,-2765.7226676940877,True
recent,0,2023-01-01,2023-11-01,A,A,ATO-HPQ,0,2024-01-24,2024-01-25,signal,1.633003576658839,1.633003576658839,250000.0,658202.9735851288,658202.9735851288,250000.0,249863.60648727417,2.6342490722779663,9885.70903968811,3751.867176055908,0.0395428361587524,0.0150074687042236,0.5,0.5,125000.0,125000.0,4942.85451984405,1875.93358802795,3066.9209318160997,True
recent,0,2023-01-01,2023-11-01,A,A,LIN-RSG,0,2024-02-05,2024-02-06,signal,1.2757207230805834,1.2757207230805834,250000.0,568614.8981933594,568614.8981933594,250000.0,249331.06671142575,2.2805617675051733,11255.282928466797,4930.477325439453,0.0450211317138671,0.0197219093017578,0.1,0.1,12248.427853542567,12406.904224979879,551.4380836821384,244.6878398406488,306.75024384148963,True
recent,0,2023-01-01,2023-11-01,A,A,ETR-NKE,0,2024-02-01,2024-02-06,signal,1.037060704927786,1.037060704927786,250000.0,509212.46603393555,509212.46603393555,250000.0,249838.9788742065,2.038162613089782,8543.987548828125,4191.886177062988,0.0341759501953125,0.0167675447082519,0.1,0.1,12248.427853542567,12406.904224979879,418.6016602935492,208.0333212833495,210.56833901019968,True
recent,0,2023-01-01,2023-11-01,A,A,MCHP-TEL,0,2024-01-24,2024-02-08,max_holding_loss,0.711953445115987,0.711953445115987,250000.0,427835.2031097412,427835.2031097412,250000.0,249901.5688858032,1.7120148745654649,-11295.74072265625,-6596.108001708984,-0.045182962890625,-0.0263844320068359,0.5,0.5,125000.0,125000.0,-5647.870361328125,-3298.054000854487,-2349.816360473638,True
recent,0,2023-01-01,2023-11-01,A,A,CMS-SYY,0,2024-01-30,2024-02-15,signal,1.3493855253366698,1.3493855253366698,250000.0,587220.4325714111,587220.4325714111,250000.0,249893.73333740237,2.349880586155219,7212.250938415527,3069.301528930664,0.0288490037536621,0.0122772061157226,0.5,0.5,125000.0,125000.0,3606.1254692077623,1534.650764465325,2071.474704742437,True
recent,0,2023-01-01,2023-11-01,A,A,FFIV-IBM,0,2024-01-25,2024-02-16,max_holding_loss,1.0567406222848097,1.0567406222848097,250000.0,513701.50970458984,513701.50970458984,250000.0,249826.4564971924,2.0562334226213665,-1856.2617950439453,-902.8820037841796,-0.0074250471801757,-0.0036115280151367,0.5,0.5,125000.0,125000.0,-928.1308975219624,-451.4410018920875,-476.6898956298749,True
recent,0,2023-01-01,2023-11-01,A,A,ATO-HPQ,0,2024-02-21,2024-02-22,signal,1.7874296496859372,1.7874296496859372,250000.0,696780.4265823364,696780.4265823364,250000.0,249931.24111747745,2.787888474713821,6520.122337341309,2338.983865737915,0.0260804893493652,0.0093559354629516,0.1,0.1,12248.427853542567,12406.904224979879,319.444992180785,116.07819522393328,203.36679695685172,True
recent,0,2023-01-01,2023-11-01,A,A,ELV-KMI,0,2024-02-15,2024-02-29,stop_loss,0.5003093945694146,0.5003093945694146,250000.0,374810.6571493149,374810.6571493149,250000.0,249513.33113193512,1.5021668599788214,-8046.644518852234,-5358.71137714386,-0.0321865780754089,-0.0214348455085754,0.1,0.1,12248.427853542567,12406.904224979879,-394.23497940906094,-265.94007530213514,-128.2949041069258,True
recent,0,2023-01-01,2023-11-01,A,A,AJG-WBD,0,2024-02-23,2024-03-11,signal,-0.515417289641831,0.515417289641831,250000.0,378692.14250564575,378692.14250564575,250000.0,249885.30406951904,1.5154638401636142,17731.66944503784,11700.521659851074,0.0709266777801513,0.0468020866394043,0.1,0.1,12248.427853542567,12406.904224979879,868.7402956816438,580.6690064642995,288.0712892173443,True
recent,0,2023-01-01,2023-11-01,A,A,ETR-NKE,0,2024-03-04,2024-03-11,guard_trip,0.5388277883271093,0.5388277883271093,250000.0,384642.51737213135,384642.51737213135,250000.0,249869.8039855957,1.5393717497545438,2098.789493560791,1363.213222503662,0.0083951579742431,0.0054528528900146,0.1,0.1,8116.402415730368,8235.853512095542,68.13848046258477,44.90889762516707,23.229582837417695,True
