fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,-0.12003431548495287,26,20
1,2015-04-01,2015-06-30,0.11904581885755236,19,20
2,2015-07-01,2015-09-30,-0.12027724697252132,20,20
3,2015-10-01,2015-12-31,0.12044401774349203,20,20
4,2016-01-01,2016-03-31,0.13049055927025008,14,20
5,2016-04-01,2016-06-30,0.04136632728414208,24,20
6,2016-07-01,2016-09-30,-0.1465602006086071,26,20
7,2016-10-01,2016-12-31,0.29956153738918084,26,20
8,2017-01-01,2017-03-31,0.09125041549762712,23,20
9,2017-04-01,2017-06-30,0.08434159423643019,15,13
10,2017-07-01,2017-09-30,0.10370512398362408,17,14
11,2017-10-01,2017-12-31,-0.34436754323529667,14,20
12,2018-01-01,2018-03-31,0.10702270045699783,19,20
13,2018-04-01,2018-06-30,-0.18160451082581877,21,20
14,2018-07-01,2018-09-30,-0.05541874786901678,30,20
15,2018-10-01,2018-12-31,0.19967455690351202,19,19
16,2019-01-01,2019-03-31,-0.10520238377499877,26,20
17,2019-04-01,2019-06-30,-0.12601564434915014,34,20
18,2019-07-01,2019-09-30,-0.1066444035787823,24,17
19,2019-10-01,2019-12-31,-0.4196108554696073,22,20
