date,pnl,total_capital,daily_return
2015-01-02,0.0,1000000.0,0.0
2015-01-05,-2975.7271423339616,1000000.0,-0.0029757271423339615
2015-01-06,-12890.224048614533,997024.272857666,-0.01292869632117244
2015-01-07,1505.6978092188806,984134.0488090515,0.001529972274652014
2015-01-08,26472.65078258516,985639.7466182704,0.026858343399211337
2015-01-09,-21834.075120926133,1012112.3974008556,-0.021572777071990124
2015-01-12,12001.223090171685,990278.3222799294,0.012119040496151756
2015-01-13,1719.0199642181794,1002279.5453701011,0.0017151102924917172
2015-01-14,-3386.105947494457,1003998.5653343193,-0.003372620304857632
2015-01-15,1706.6740016937265,1000612.4593868247,0.0017056293729738046
2015-01-16,7621.073225021396,1002319.1333885185,0.007603439833835157
2015-01-20,3748.4559793471312,1009940.2066135398,0.003711562283391201
2015-01-21,555.2283658980355,1013688.662592887,0.000547730665624524
2015-01-22,-1006.1453475952859,1014243.890958785,-0.0009920151913798136
2015-01-23,0.0,1013237.7456111896,0.0
2015-01-26,-953.0535106658926,1013237.7456111896,-0.0009406020598758946
2015-01-27,-45011.953908920266,1012284.6921005237,-0.04446570639680325
2015-01-28,-1058.9945831300056,967272.7381916035,-0.0010948252145613901
2015-01-29,7887.781921386699,966213.7436084735,0.008163599383226083
2015-01-30,6155.595911025884,974101.5255298602,0.006319254974657351
2015-02-02,-89.52360534645324,980257.121440886,-9.132665643363236e-05
2015-02-03,9307.052612304722,980167.5978355396,0.009495368580696883
2015-02-04,-1286.1813583373682,989474.6504478443,-0.001299862869407753
2015-02-05,-6095.401136875162,988188.4690895069,-0.006168257703402791
2015-02-06,9989.773411750804,982093.0679526317,0.010171921315539343
2015-02-09,-1284.8348779675507,992082.8413643825,-0.0012950882974657185
2015-02-10,-385.69600725171733,990798.0064864149,-0.00038927814219114065
2015-02-11,1930.1517052649442,990412.3104791632,0.001948836544985122
2015-02-12,12847.452026843957,992342.4621844281,0.012946591037294786
2015-02-13,5469.8937921524075,1005189.914211272,0.005441652084665405
2015-02-17,-2221.8377075195317,1010659.8080034244,-0.002198403152005035
2015-02-18,-8286.63293218632,1008437.9702959049,-0.008217295635699617
2015-02-19,21725.65051269538,1000151.3373637185,0.021722363107528952
2015-02-20,442.010339736448,1021876.987876414,0.00043254750325183444
2015-02-23,8183.790117263728,1022318.9982161504,0.008005123774031064
2015-02-24,-2581.3324699401905,1030502.7883334141,-0.0025049252647970643
2015-02-25,10815.06170845027,1027921.4558634739,0.010521291920466247
2015-02-26,1849.8900222777527,1038736.5175719243,0.0017809040030689616
2015-02-27,4873.4792995453145,1040586.407594202,0.00468339703841858
2015-03-02,4621.050231933519,1045459.8868937473,0.004420112421207767
2015-03-03,1509.8788585662346,1050080.9371256807,0.0014378690300760333
2015-03-04,14062.001188278284,1051590.815984247,0.01337212247818731
2015-03-05,-2213.05160140996,1065652.8171725252,-0.002076709755510997
2015-03-06,-6912.048763275364,1063439.7655711153,-0.006499708763065937
2015-03-09,-4876.475431442301,1056527.71680784,-0.004615567915412511
2015-03-10,1349.386323928758,1051651.2413763977,0.0012831119964853421
2015-03-11,0.0,1053000.6277003265,0.0
2015-03-12,503.6287841797616,1053000.6277003265,0.00047827966188362936
2015-03-13,-1040.350280761692,1053504.2564845062,-0.000987514074440754
2015-03-16,-318.42178344724556,1052463.9062037445,-0.0003025488870167514
2015-03-17,1724.1232948300742,1052145.4844202972,0.0016386738529605704
2015-03-18,2393.7620697021457,1053869.6077151273,0.0022714025076517874
2015-03-19,863.7787666319689,1056263.3697848294,0.0008177683628354249
2015-03-20,-508.0895271300834,1057127.1485514615,-0.00048063237031259476
2015-03-23,3112.539484024354,1056619.0590243314,0.0029457536824089026
2015-03-24,2592.289051055873,1059731.5985083557,0.0024461751019830835
2015-03-25,11857.926322936975,1062323.8875594116,0.011162251420496094
2015-03-26,1122.1583938598815,1074181.8138823486,0.0010446633701646224
2015-03-27,4580.16787719716,1075303.9722762085,0.0042594168674945365
2015-03-30,2120.1425170898074,1079884.1401534057,0.001963305542008076
2015-03-31,0.0,1082004.2826704956,0.0
2015-04-01,0.0,1000000.0,0.0
2015-04-02,0.0,1000000.0,0.0
2015-04-06,0.0,1000000.0,0.0
2015-04-07,6608.08329772955,1000000.0,0.00660808329772955
2015-04-08,27.1185150144784,1006608.0832977295,2.6940490012394847e-05
2015-04-09,-5491.5083446501185,1006635.201812744,-0.005455311253531603
2015-04-10,-1986.135461807258,1001143.6934680939,-0.0019838665266191935
2015-04-13,12009.769504547035,999157.5580062866,0.012019895569334693
2015-04-14,4758.476663589429,1011167.3275108336,0.004705924068277856
2015-04-15,739.1845417022083,1015925.8041744231,0.0007275969747642108
2015-04-16,-2985.4181022642465,1016664.9887161253,-0.00293648166839533
2015-04-17,-14834.602231979403,1013679.570613861,-0.014634409789866742
2015-04-20,-4152.691044807564,998844.9683818816,-0.00415749308076796
2015-04-21,-38881.50856876373,994692.277337074,-0.039088982044632736
2015-04-22,8246.131755828963,955810.7687683103,0.00862736853912538
2015-04-23,-1313.022689819308,964056.9005241393,-0.001361976340924942
2015-04-24,485.22166252129887,962743.87783432,0.0005039986996466794
2015-04-27,537.7942581177808,963229.0994968412,0.0005583243471347643
2015-04-28,8742.361389160144,963766.893754959,0.0090710330950452
2015-04-29,-6193.7512645721035,972509.2551441191,-0.006368835290574415
2015-04-30,10022.68493080143,966315.503879547,0.01037206263436996
2015-05-01,-2617.3126678465223,976338.1888103484,-0.0026807439244342923
2015-05-04,682.8212432861017,973720.8761425018,0.0007012494648273027
2015-05-05,-8573.825729370104,974403.697385788,-0.008799048846358735
2015-05-06,-1197.8244857786722,965829.8716564178,-0.001240202359577447
2015-05-07,1876.3371887207597,964632.0471706392,0.0019451325448125445
2015-05-08,2889.116477966231,966508.3843593599,0.002989230641678553
2015-05-11,4001.9638290406124,969397.500837326,0.00412830013032206
2015-05-12,-419.2611618041553,973399.4646663667,-0.0004307185046047435
2015-05-13,1957.5678710937839,972980.2035045625,0.0020119298049876555
