fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,-0.013417143537895238,32,20
1,2015-02-01,2015-04-30,0.16515597082250474,34,20
2,2015-03-01,2015-05-31,-0.058325305022711244,22,20
3,2015-04-01,2015-06-30,-0.12205728433089305,13,20
4,2015-05-01,2015-07-31,-0.10914987928757472,21,20
5,2015-06-01,2015-08-31,-0.005529723224387741,28,20
6,2015-07-01,2015-09-30,0.2628867879032014,21,20
7,2015-08-01,2015-10-31,-0.05543080184563056,28,20
8,2015-09-01,2015-11-30,0.059860464683339165,23,20
9,2015-10-01,2015-12-31,0.06792423784892644,21,20
10,2015-11-01,2016-01-31,-0.2021463736809836,31,20
11,2015-12-01,2016-02-29,0.009970530408320246,24,20
12,2016-01-01,2016-03-31,0.04215247913486402,34,20
13,2016-02-01,2016-04-30,-0.059209021524317985,31,20
14,2016-03-01,2016-05-31,0.09001499926234453,31,20
15,2016-04-01,2016-06-30,0.1265278482480745,37,20
16,2016-05-01,2016-07-31,0.03271565874282787,33,20
17,2016-06-01,2016-08-31,-0.184490354727734,5,20
18,2016-07-01,2016-09-30,0.05857337619466255,35,20
19,2016-08-01,2016-10-31,0.018709287738007722,28,20
20,2016-09-01,2016-11-30,-0.1202841121017236,27,20
21,2016-10-01,2016-12-31,0.08448400190319037,24,20
22,2016-11-01,2017-01-31,-0.07628424544486515,21,20
23,2016-12-01,2017-02-28,0.058959519076632286,32,20
24,2017-01-01,2017-03-31,-0.005364044870891737,18,20
25,2017-02-01,2017-04-30,0.03738442843729355,23,20
26,2017-03-01,2017-05-31,-0.0019288891685411342,33,20
27,2017-04-01,2017-06-30,-0.048143071844680495,31,20
28,2017-05-01,2017-07-31,0.17012606292489243,8,20
29,2017-06-01,2017-08-31,-0.09982439958232726,31,20
30,2017-07-01,2017-09-30,0.04235680170852839,21,20
31,2017-08-01,2017-10-31,0.10456549890828024,18,20
32,2017-09-01,2017-11-30,-0.07555561591861655,15,20
33,2017-10-01,2017-12-31,-0.17315314180197316,17,20
34,2017-11-01,2018-01-31,-0.261351101200163,32,20
35,2017-12-01,2018-02-28,0.08710928563961116,34,20
36,2018-01-01,2018-03-31,-0.0489421972706683,20,20
37,2018-02-01,2018-04-30,-0.09777775098348444,31,20
38,2018-03-01,2018-05-31,-0.027552293397785813,26,20
39,2018-04-01,2018-06-30,0.04052826916083694,23,20
40,2018-05-01,2018-07-31,-0.17715457008273588,29,20
41,2018-06-01,2018-08-31,-0.142061138577329,25,20
42,2018-07-01,2018-09-30,-0.008417722056052039,37,20
43,2018-08-01,2018-10-31,-0.09281679962762215,21,20
44,2018-09-01,2018-11-30,0.017141692677540957,15,20
45,2018-10-01,2018-12-31,-0.04768444415601088,32,20
46,2018-11-01,2019-01-31,0.15662171374318626,22,20
47,2018-12-01,2019-02-28,-0.16094342448869098,27,20
48,2019-01-01,2019-03-31,0.10100756215907462,32,20
49,2019-02-01,2019-04-30,0.10117081305878825,34,20
50,2019-03-01,2019-05-31,-0.04802775861127672,27,20
51,2019-04-01,2019-06-30,0.0929226690463785,27,20
52,2019-05-01,2019-07-31,-0.06608141681996105,31,20
53,2019-06-01,2019-08-31,-0.0732749485324589,17,20
54,2019-07-01,2019-09-30,-0.18965796464447554,25,20
55,2019-08-01,2019-10-31,0.06109515971195989,20,20
56,2019-09-01,2019-11-30,0.44716217072332076,20,20
57,2019-10-01,2019-12-31,0.11618539802531576,25,20
