date,pnl,total_capital,daily_return
2024-01-02,0.0,1000000.0,0.0
2024-01-03,-2188.497680664092,1000000.0,-0.002188497680664092
2024-01-04,-9498.497802734353,997811.5023193359,-0.009519330836190831
2024-01-05,7606.537734985427,988313.0045166016,0.007696486538397718
2024-01-08,186.3649749756006,995919.542251587,0.0001871285450973925
2024-01-09,-71.77563476558517,996105.9072265626,-7.205622840389392e-05
2024-01-10,-4484.110656738347,996034.131591797,-0.004501964856939322
2024-01-11,-2778.9323730468245,991550.0209350586,-0.002802614406105519
2024-01-12,-2178.6472778320385,988771.0885620117,-0.002203388937069839
2024-01-16,2.1906752884696783e-10,986592.4412841797,2.220446049250313e-16
2024-01-17,0.0,986592.4412841799,0.0
2024-01-18,0.0,986592.4412841799,0.0
2024-01-19,0.0,986592.4412841799,0.0
2024-01-22,16691.347385406596,986592.4412841799,0.016918178861861755
2024-01-23,-8058.5295619965,1003283.7886695865,-0.008032153666793107
2024-01-24,15185.61297035223,995225.2591075901,0.015258468202433928
2024-01-25,0.0,1010410.8720779422,0.0
2024-01-26,0.0,1010410.8720779422,0.0
2024-01-29,0.0,1010410.8720779422,0.0
2024-01-30,0.0,1010410.8720779422,0.0
2024-01-31,0.0,1010410.8720779422,0.0
2024-02-01,0.0,2010410.8720779424,0.0
2024-02-02,0.0,2010410.8720779424,0.0
2024-02-05,0.0,2010410.8720779424,0.0
2024-02-06,0.0,2010410.8720779424,0.0
2024-02-07,2389.195953368971,2010410.8720779424,0.001188411775200718
2024-02-08,-9567.393402099637,2012800.068031311,-0.004753275575679684
2024-02-09,-3372.5983886719346,2003232.6746292114,-0.0016835779644499788
2024-02-12,10841.900207519688,1999860.0762405396,0.005421329390154616
2024-02-13,7181.6473388671,2010701.9764480593,0.003571711483346531
2024-02-14,-727.0150909423969,2017883.6237869263,-0.000360285936400049
2024-02-15,2046.1809082031343,2017156.608695984,0.0010143887189433018
2024-02-16,198.67927551270645,2019202.789604187,9.839490938483323e-05
2024-02-20,0.0,2019401.4688796997,0.0
2024-02-21,-835.5451812744537,2019401.4688796997,-0.0004137588261426728
2024-02-22,79.72178649898576,2018565.9236984253,3.94942694528991e-05
2024-02-23,5181.828628539815,2018645.6454849243,0.002566982788747464
2024-02-26,817.7235145568536,2023827.4741134644,0.0004040480352284261
2024-02-27,3005.4178428651835,2024645.1976280212,0.0014844170457056817
2024-02-28,-2867.3016662594937,2027650.6154708862,-0.001414100459113669
2024-02-29,814.691390991091,2024783.3138046267,0.0004023597910140133
2024-03-01,-3083.69194030763,3025598.0051956177,-0.001019200810885072
2024-03-04,-14326.200241088844,3022514.31325531,-0.00473982875060705
2024-03-05,2.199229878314948e-10,3008188.113014221,7.310812341822957e-17
2024-03-06,0.0,3008188.1130142217,0.0
2024-03-07,0.0,3008188.1130142217,0.0
2024-03-08,0.0,3008188.1130142217,0.0
2024-03-11,0.0,3008188.1130142217,0.0
2024-03-12,0.0,3008188.1130142217,0.0
2024-03-13,27.545654296856625,3008188.1130142217,9.156892209528653e-06
2024-03-14,-2282.510574340875,3008215.6586685185,-0.0007587589565806424
2024-03-15,1653.7014465332932,3005933.1480941772,0.0005501457833757126
2024-03-18,-12300.26652908334,3007586.849540711,-0.00408974608030412
2024-03-19,6225.965255737381,2995286.583011627,0.0020785875017933844
2024-03-20,-13462.068485260044,3001512.5482673645,-0.004485094854269751
2024-03-21,-5639.347568511698,2988050.4797821045,-0.0018872999658703666
2024-03-22,6567.854682922415,2982411.132213593,0.0022021962740085567
2024-03-25,-5461.366378784246,2988978.9868965154,-0.001827167873285999
2024-03-26,-2832.125427245996,2983517.620517731,-0.0009492571479281346
2024-03-27,-26916.283843994184,2980685.4950904856,-0.009030232773074597
2024-03-28,-2807.5517196657916,2953769.2112464914,-0.0009504979972626243
2024-04-01,3570.9342880248673,2953625.576900482,0.0012090003269040572
2024-04-02,4578.44545745848,2957196.511188507,0.0015482384887632603
2024-04-03,136.02233123786414,2961774.9566459656,4.59259509007063e-05
2024-04-04,-2723.1243362426076,2961910.9789772034,-0.0009193808846959159
2024-04-05,4314.7298660278675,2959187.8546409607,0.0014580790669510824
2024-04-08,-8232.720134735095,2963502.584506989,-0.0027780371030466633
2024-04-09,1064.5884017944684,2955269.864372254,0.0003602339043986441
2024-04-10,-4204.5826873779,2956334.4527740483,-0.0014222283556018398
2024-04-11,2911.9962654112483,2952129.8700866704,0.0009864052035508033
2024-04-12,-22381.224372863646,2955041.8663520813,-0.007573911093345239
2024-04-15,9503.99203872704,2932660.6419792175,0.003240740473917538
2024-04-16,8322.320129394779,2942164.634017945,0.0028286384905760577
2024-04-17,6801.6994781494195,2950486.95414734,0.0023052803092684883
2024-04-18,-509.5824279787149,2957288.653625489,-0.0001723140645584232
2024-04-19,5566.241569519112,2956779.07119751,0.001882535500788957
2024-04-22,1138.5445861816002,2962345.3127670293,0.0003843389159510655
2024-04-23,-412.89199829102273,2963483.857353211,-0.00013932655555606459
2024-04-24,-1200.3830718994418,2963070.96535492,-0.000405114520014764
2024-04-25,0.0,2961870.5822830205,0.0
2024-04-26,0.0,2961870.5822830205,0.0
2024-04-29,0.0,2961870.5822830205,0.0
2024-04-30,0.0,2961870.5822830205,0.0
2024-05-01,0.0,3011262.844230652,0.0
2024-05-02,0.0,3011262.844230652,0.0
2024-05-03,0.0,3011262.844230652,0.0
2024-05-06,0.0,3011262.844230652,0.0
2024-05-07,0.0,3011262.844230652,0.0
2024-05-08,-838.9731445313978,3011262.844230652,-0.0002786117280126528
2024-05-09,-1552.555908203133,3010423.8710861206,-0.0005157266799253061
2024-05-10,-1701.8658447265295,3008871.3151779175,-0.0005656160288881934
2024-05-13,4547.327606201193,3007169.449333191,0.0015121620789309083
2024-05-14,-1709.4688720703557,3011716.776939392,-0.0005676061192605154
2024-05-15,-757.5308227539554,3010007.308067322,-0.0002516707586468798
2024-05-16,-2439.5912475585687,3009249.777244568,-0.000810697492114593
2024-05-17,619.3478393554824,3006810.1859970093,0.0002059816885814216
2024-05-20,1508.3694686889946,3007429.5338363647,0.0005015477342755475
2024-05-21,-4823.180202484475,3008937.9033050537,-0.0016029510603015886
2024-05-22,6536.443016052119,3004114.723102569,0.0021758300259923018
2024-05-23,5334.633705139026,3010651.1661186214,0.0017719202294753128
2024-05-24,-6631.980785369886,3015985.79982376,-0.00219894297438583
2024-05-28,-5491.814334869432,3009353.81903839,-0.0018249148040107453
2024-05-29,-23002.019496917706,3003862.004703521,-0.007657482088358447
2024-05-30,15174.232543945298,2980859.985206603,0.005090555282452682
2024-05-31,12284.6256980896,2996034.2177505484,0.004100295525767732
2024-06-03,-944.0075416564753,2980193.00011444,-0.00031676053920676455
2024-06-04,-665.3872299194718,2979248.9925727835,-0.00022334059072547167
2024-06-05,5470.716205596974,2978583.605342864,0.0018366837834545998
2024-06-06,756.5160064696778,2984054.321548461,0.0002535195157161592
2024-06-07,-1173.611816405995,2984810.8375549307,-0.0003931947048836714
2024-06-10,6288.437606811721,2983637.2257385245,0.002107641489576594
2024-06-11,14230.794891357382,2989925.6633453364,0.004759581505927803
2024-06-12,17887.079124450658,3004156.458236694,0.005954110371118812
2024-06-13,2803.742523193141,3022043.5373611446,0.0009277637759121682
2024-06-14,4400.852897643933,3024847.2798843374,0.0014549008562879282
2024-06-17,3441.960319519011,3029248.1327819815,0.0011362424498246716
2024-06-18,-3104.2093353271466,3032690.0931015005,-0.001023582773059579
2024-06-20,2340.866226196231,3029585.8837661734,0.0007726687131530421
2024-06-21,-1304.9307365417917,3031926.7499923697,-0.00043039652476600093
2024-06-24,-3488.700839996377,3030621.819255828,-0.0011511501757923168
2024-06-25,2567.79504013063,3027133.1184158316,0.0008482597030534342
2024-06-26,11828.182956695662,3029700.913455962,0.0039040761100089323
2024-06-27,-12551.924713134778,3041529.0964126578,-0.004126846831069014
2024-06-28,2563.0542449951645,3028977.171699523,0.0008461781319920168
2024-07-01,-3285.8851928711656,3043429.8422966,-0.0010796651682930226
2024-07-02,7147.862838745234,3040143.9571037283,0.0023511593331109327
2024-07-03,5124.909626007197,3047291.819942474,0.0016817915476516274
2024-07-05,10172.543350219741,3052416.729568481,0.0033326194459882383
2024-07-08,29576.207084655725,3062589.2729187007,0.00965725549494565
2024-07-09,-6701.2655563353655,3092165.4800033565,-0.002167175592532678
2024-07-10,7320.651672363127,3085464.214447021,0.0023726256937564704
2024-07-11,20666.339279174917,3092784.8661193843,0.006682113426500833
2024-07-12,6221.874145507751,3113451.205398559,0.0019983849866409826
2024-07-15,-12694.885375976632,3119673.079544067,-0.00406929990812754
2024-07-16,3686.092315673855,3106978.1941680904,0.0011863914341570798
2024-07-17,-13800.330352783143,3110664.286483764,-0.004436457644351835
2024-07-18,-9325.168670654351,3096863.956130981,-0.003011165102100451
2024-07-19,1709.440979003919,3087538.787460326,0.0005536581389508729
2024-07-22,6220.127563476574,3089248.22843933,0.002013476128662845
2024-07-23,9029.453887939466,3095468.3560028067,0.0029169911785495504
2024-07-24,0.0,3104497.809890746,0.0
2024-07-25,0.0,3104497.809890746,0.0
2024-07-26,0.0,3104497.809890746,0.0
2024-07-29,0.0,3104497.809890746,0.0
2024-07-30,0.0,3104497.809890746,0.0
2024-07-31,0.0,3104497.809890746,0.0
2024-08-01,0.0,3029960.4526367183,0.0
2024-08-02,-3330.4105224608675,3029960.4526367183,-0.0010991597331122566
2024-08-05,-2230.03778076173,3026630.042114258,-0.0007368055394057786
2024-08-06,0.0,3024400.004333496,0.0
2024-08-07,0.0,3024400.004333496,0.0
2024-08-08,0.0,3024400.004333496,0.0
2024-08-09,0.0,3024400.004333496,0.0
2024-08-12,0.0,3024400.004333496,0.0
2024-08-13,0.0,3024400.004333496,0.0
2024-08-14,16157.258270263597,3024400.004333496,0.005342302025893649
2024-08-15,-19455.60597229009,3040557.2626037593,-0.006398697439965141
2024-08-16,-4983.145751953088,3021101.6566314693,-0.0016494465656310617
2024-08-19,-407.4765014648473,3016118.510879516,-0.00013509963219118502
2024-08-20,-3362.957229614215,3015711.0343780513,-0.0011151457123304185
2024-08-21,12639.303146362126,3012348.077148437,0.004195830900898678
2024-08-22,13702.861732482805,3024987.3802947993,0.004529890544914404
2024-08-23,4992.598480224335,3038690.242027282,0.0016430100084480774
2024-08-26,-10941.496810913115,3043682.8405075064,-0.0035948215974725933
2024-08-27,-1179.2456665039533,3032741.3436965933,-0.00038883819385222504
2024-08-28,-3193.700241088819,3031562.0980300894,-0.0010534833652802583
2024-08-29,925.2597045898392,3028368.3977890005,0.00030553076213097707
2024-08-30,19223.08605957048,3029293.6574935904,0.006345732118778965
2024-09-03,13676.46102905287,3048204.4787902823,0.004486726899135239
2024-09-04,28141.99720382658,3061880.9398193355,0.009191081481269838
2024-09-05,-13924.21572113019,3090022.937023162,-0.004506185230632745
2024-09-06,-22966.565719604583,3076098.7213020315,-0.007466134152509722
2024-09-09,26759.710166931363,3053132.155582427,0.008764674702339107
2024-09-10,13020.200927734228,3079891.8657493587,0.004227486384352759
2024-09-11,-5044.707504272252,3092912.0666770926,-0.001631054293015221
2024-09-12,32183.704711913873,3087867.35917282,0.010422631858298234
2024-09-13,-1235.761352538685,3120051.063884734,-0.0003960708742375694
2024-09-16,-12457.986572265556,3118815.3025321956,-0.003994461153935855
2024-09-17,-1252.1869812012437,3106357.31595993,-0.00040310461863730945
2024-09-18,-14345.844482421831,3105105.128978729,-0.0046200833422796826
2024-09-19,-4630.0253295899265,3090759.284496307,-0.0014980219756403545
2024-09-20,-9717.677429199717,3086129.259166717,-0.0031488238544563033
2024-09-23,-527.5982360837188,3076411.5817375174,-0.00017149793584697733
2024-09-24,-25260.16081237771,3075883.9835014334,-0.008212325610416163
2024-09-25,5856.715286254862,3050623.822689056,0.0019198418509340492
2024-09-26,3321.208267212015,3056480.537975311,0.0010866119466319477
2024-09-27,9083.015579223562,3059801.7462425227,0.002968498070300674
2024-09-30,-13591.597396850559,3068884.7618217464,-0.004428839285833052
2024-10-01,7389.449523925662,3008593.8746757507,0.002456113996018175
2024-10-02,40.066970825014096,3015983.324199676,1.3284878103776088e-05
2024-10-03,-10383.740463256701,3016023.3911705012,-0.0034428580672336336
2024-10-04,4632.599411010631,3005639.6507072444,0.0015413023347361531
2024-10-07,-10074.766326904213,3010272.250118255,-0.0033467957346743097
2024-10-08,5134.55175781264,3000197.483791351,0.001711404594381602
2024-10-09,1432.6631088255408,3005332.0355491634,0.00047670709654673837
2024-10-10,-4190.445922851504,3006764.6986579886,-0.0013936727156341263
2024-10-11,-21627.394622802716,3002574.252735137,-0.007202950802332918
2024-10-14,0.0,2980946.8581123343,0.0
2024-10-15,0.0,2980946.8581123343,0.0
2024-10-16,0.0,2980946.8581123343,0.0
2024-10-17,0.0,2980946.8581123343,0.0
2024-10-18,0.0,2980946.8581123343,0.0
2024-10-21,0.0,2980946.8581123343,0.0
2024-10-22,0.0,2980946.8581123343,0.0
2024-10-23,0.0,2980946.8581123343,0.0
2024-10-24,0.0,2980946.8581123343,0.0
2024-10-25,0.0,2980946.8581123343,0.0
2024-10-28,0.0,2980946.8581123343,0.0
2024-10-29,0.0,2980946.8581123343,0.0
2024-10-30,0.0,2980946.8581123343,0.0
2024-10-31,0.0,2980946.8581123343,0.0
2024-11-01,0.0,2978410.9471435547,0.0
2024-11-04,0.0,2978410.9471435547,0.0
2024-11-05,0.0,2978410.9471435547,0.0
2024-11-06,0.0,2978410.9471435547,0.0
2024-11-07,25577.07907104491,2978410.9471435547,0.00858749162722982
2024-11-08,-14667.79945373538,3003988.0262145996,-0.0048827756055401595
2024-11-11,-19880.897048950526,2989320.2267608643,-0.006650641463893233
2024-11-12,8124.553115844715,2969439.3297119136,0.002736056276533838
2024-11-13,-7296.8010406494095,2977563.8828277583,-0.002450594287071927
2024-11-14,16844.480155945083,2970267.081787109,0.005671032163818188
2024-11-15,-18052.420852661187,2987111.561943054,-0.006043437105816852
2024-11-18,7312.369720458695,2969059.141090393,0.0024628575494704402
2024-11-19,5383.67459106479,2976371.5108108516,0.001808804637294125
