fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,0.1395214567194011,32,20
1,2015-04-01,2015-06-30,0.041757948207947794,9,20
2,2015-07-01,2015-09-30,-0.06469946130208683,23,20
3,2015-10-01,2015-12-31,0.10292424219661818,23,20
4,2016-01-01,2016-03-31,0.08139278744607556,23,20
5,2016-04-01,2016-06-30,0.10169252964292028,30,20
6,2016-07-01,2016-09-30,-0.062423969859244186,24,20
7,2016-10-01,2016-12-31,0.007844739902928622,22,20
8,2017-01-01,2017-03-31,-0.012139129412677738,32,20
9,2017-04-01,2017-06-30,0.0691003817283335,25,20
10,2017-07-01,2017-09-30,0.047182772895586644,20,20
11,2017-10-01,2017-12-31,0.10693394308431294,19,20
12,2018-01-01,2018-03-31,-0.16544574130636105,23,20
13,2018-04-01,2018-06-30,-0.03893953856328176,15,20
14,2018-07-01,2018-09-30,0.09684214637351589,22,20
15,2018-10-01,2018-12-31,-0.07200571861417435,18,20
16,2019-01-01,2019-03-31,-0.009776439631545165,13,20
17,2019-04-01,2019-06-30,-0.1352968422221956,36,20
18,2019-07-01,2019-09-30,-0.014158983074263535,31,20
19,2019-10-01,2019-12-31,0.13138289478147994,21,20
