fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,0.0030681789899232813,12,9
1,2015-04-01,2015-06-30,0.04693201066138924,15,12
2,2015-07-01,2015-09-30,0.05268729121509778,9,6
3,2015-10-01,2015-12-31,-0.14816108902228645,2,4
4,2016-01-01,2016-03-31,-0.1764621628494648,7,6
5,2016-04-01,2016-06-30,-0.11277167093910181,5,3
6,2016-07-01,2016-09-30,-0.1362370119624997,7,4
7,2016-10-01,2016-12-31,-0.07484828501493176,21,12
8,2017-01-01,2017-03-31,-0.2580920037823235,11,7
9,2017-04-01,2017-06-30,-0.004575558944554769,11,9
10,2017-07-01,2017-09-30,-0.21002922297737908,6,7
11,2017-10-01,2017-12-31,-0.20361725546811751,4,5
12,2018-01-01,2018-03-31,-0.12945386654337648,9,6
13,2018-04-01,2018-06-30,0.034758549198884305,8,5
14,2018-07-01,2018-09-30,0.055795094733665576,7,3
15,2018-10-01,2018-12-31,0.04217119469414459,6,5
16,2019-01-01,2019-03-31,-0.1838583503503784,18,10
17,2019-04-01,2019-06-30,0.05511766660315813,5,3
18,2019-07-01,2019-09-30,-0.04486455678419222,4,3
19,2019-10-01,2019-12-31,-0.11028326328102024,8,6
