selected_book_origin,selected_book,leg_a,leg_b,window,start_index,start_A,start_B,mechanism,case,sizing_mode,allocator_source,cumulative_return,annualized_return,annualized_volatility,sharpe,max_drawdown,final_equity,rejected_entries
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,recent,3,2023-04-01,2023-04-01,B,v2_sizing_v1_allocator,v2,v1,0.1698627216607962,0.09653702192899227,0.07347936348589847,1.290536592807867,-0.040769049703048066,1169862.721660796,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,recent,4,2023-05-01,2023-05-01,A,v1_sizing_v1_allocator,v1,v1,0.1517801320168346,0.09004856396996264,0.11403628556923001,0.8119612844353955,-0.056499690056213026,1151780.1320168346,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,recent,4,2023-05-01,2023-05-01,A,v2_sizing_v2_allocator,v2,v2,0.131308872575022,0.07818580411573417,0.06763610555867809,1.146341916267817,-0.03334928174757634,1131308.872575022,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,recent,4,2023-05-01,2023-05-01,A,v1_sizing_v2_allocator,v1,v2,0.18876948020259632,0.11127691564055664,0.1150131236215949,0.9737963616163997,-0.056499690056213026,1188769.4802025964,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,recent,4,2023-05-01,2023-05-01,A,v2_sizing_v1_allocator,v2,v1,0.11024749942505885,0.06589341339465427,0.06724595497788842,0.9820397297492255,-0.03334928174757634,1110247.499425059,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,recent,4,2023-05-01,2023-05-01,B,v1_sizing_v1_allocator,v1,v1,0.1087827703929618,0.06503516403988097,0.1209352504392654,0.5804108091723857,-0.09075570482528628,1108782.7703929618,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,recent,4,2023-05-01,2023-05-01,B,v2_sizing_v2_allocator,v2,v2,0.10428459273899815,0.06239671629217547,0.07141440660669063,0.8827736436914116,-0.05098576066514093,1104284.5927389981,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,recent,4,2023-05-01,2023-05-01,B,v1_sizing_v2_allocator,v1,v2,0.1407714450063755,0.0836795205407046,0.12140000272227122,0.7216433670139212,-0.09075570482528628,1140771.4450063754,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,recent,4,2023-05-01,2023-05-01,B,v2_sizing_v1_allocator,v2,v1,0.08620381083279982,0.05174872247955786,0.07122991603043954,0.7434268065787939,-0.05098576066514093,1086203.8108327999,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,historical,0,2014-01-01,2014-01-01,A,v1_sizing_v1_allocator,v1,v1,0.30045408189572353,0.0543014717478032,0.08858197534613636,0.6412624864402717,-0.1072825243419242,1300454.0818957235,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,historical,0,2014-01-01,2014-01-01,A,v2_sizing_v2_allocator,v2,v2,0.1893477874356959,0.035518864806450834,0.0466043974580789,0.772238460843904,-0.06097643233792527,1189347.787435696,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,historical,0,2014-01-01,2014-01-01,A,v1_sizing_v2_allocator,v1,v2,0.30502568262888374,0.05504641886120587,0.0871530235147616,0.6584514126039762,-0.10574548634303116,1305025.6826288837,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,historical,0,2014-01-01,2014-01-01,A,v2_sizing_v1_allocator,v2,v1,0.1909257284202328,0.03579524449839688,0.04718167518494136,0.7690172734223696,-0.06248494024514839,1190925.728420233,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,historical,0,2014-01-01,2014-01-01,B,v1_sizing_v1_allocator,v1,v1,0.31574435989530136,0.056784900229516655,0.0876455659471579,0.6740184743806763,-0.09769184172301482,1315744.3598953013,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,historical,0,2014-01-01,2014-01-01,B,v2_sizing_v2_allocator,v2,v2,0.1955495187612626,0.03660343034111846,0.04624106297235773,0.8005818286741406,-0.06103728338503123,1195549.5187612625,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,historical,0,2014-01-01,2014-01-01,B,v1_sizing_v2_allocator,v1,v2,0.32003243006928295,0.05747722307630454,0.08621930658911926,0.6913352089759974,-0.1058385995815917,1320032.430069283,0
v2_selected,current_v2_rank_average_leader,sp500-12m/same_sector_slide1m_noscreen,sp500-12m/same_sector_slide3m_noscreen,historical,0,2014-01-01,2014-01-01,B,v2_sizing_v1_allocator,v2,v1,0.1971085848015497,0.0368753745019208,0.046808731672473895,0.7970386542824665,-0.05745497412151568,1197108.5848015498,0
