selected_book_origin,selected_book,leg_a,leg_b,window,start_index,start_A,start_B,mechanism,date,v1_daily_pnl,v2_daily_pnl,v1_account_return,v2_account_return,v1_account_equity,v2_account_equity,v1_gross_leverage,v2_gross_leverage,v1_return_on_gross,v2_return_on_gross,v1_matched_to_v2_daily_pnl,v1_matched_to_v2_account_return,v1_matched_to_v2_account_equity,v1_matched_to_v2_gross_leverage,v1_matched_to_v2_return_on_gross,v2_matched_to_v1_daily_pnl,v2_matched_to_v1_account_return,v2_matched_to_v1_account_equity,v2_matched_to_v1_gross_leverage,v2_matched_to_v1_return_on_gross,v1_pnl_supporting_total_gross_exposure,v2_pnl_supporting_total_gross_exposure,v1_a_weight,v2_a_weight,weights_different,v1_a_long_exposure,v1_a_short_exposure,v1_a_total_gross_exposure,v1_b_long_exposure,v1_b_short_exposure,v1_b_total_gross_exposure,v1_total_gross_exposure,v2_a_long_exposure,v2_a_short_exposure,v2_a_total_gross_exposure,v2_b_long_exposure,v2_b_short_exposure,v2_b_total_gross_exposure,v2_total_gross_exposure
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-01-18,-2553.627043247223,-999.492922782898,-0.0026509202072644562,-0.0010119938223777324,960744.7160186768,986647.764087677,0.49311687053017084,0.2492648185370311,-0.0053989440774500665,-0.004076734714220252,-1323.658951142742,-0.001340653264282532,986000.1975652662,0.24942852596031356,-0.005398944077450067,-1928.2400160170685,-0.00199928180995403,962538.103056151,0.49219810232685424,-0.004076734714220252,472986.3852291107,245169.96882247925,0.5,0.5,False,155166.31016540527,124570.26012039185,279736.5702857971,121915.65683317184,72107.2006225586,194022.85745573044,473759.42774152756,68279.37899017334,54826.35849761963,123105.73748779297,77233.63799381256,45597.20039367676,122830.83838748932,245936.5758752823
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-01-19,40.12271070480347,-23.456603050231934,4.176209354663106e-05,-2.3774039636041275e-05,960784.8387293816,986624.3074846268,0.4953558936508508,0.2506062605956942,8.469005228259755e-05,-9.537663508061156e-05,20.82838146908068,2.1124114904350198e-05,986021.0259467353,0.25075959011536875,8.469005228259755e-05,-45.18558005570303,-4.6944198792997874e-05,962492.9174760953,0.4944768151052932,-9.537663508061154e-05,473759.42774152756,245936.5758752823,0.5,0.5,False,155441.7011566162,124586.8039970398,280028.505153656,122745.82952404022,73156.09771728516,195901.92724132538,475930.4323949814,68400.56203460693,54833.63985443115,123234.20188903809,77759.55286598206,46260.473556518555,124020.02642250061,247254.2283115387
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-01-22,6984.338189601898,1579.4071550369263,0.007269409245506563,0.0016008192207057862,967769.1769189835,988203.7146396637,1.0242526618682495,0.3800026528605196,0.007107503263231699,0.004245612129752488,2644.0572443556885,0.0026815424567817685,988665.083191091,0.37982532155139426,0.007107503263231699,4172.040425147068,0.004334619350849079,966664.9579012423,1.0254226631794199,0.0042456121297524884,982671.1196508408,372009.2902431488,0.5,0.5,False,543536.6745681763,248714.11362838745,792250.7881965637,124168.96816682816,74820.39916992188,198989.36733675003,991240.1555333138,163976.95334243774,85569.06830596924,249546.02164840698,78661.11200618744,47312.899475097656,125974.0114812851,375520.0331296921
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-01-23,-2455.666618347168,-943.8409233093262,-0.0025374507443656096,-0.0009551076456472198,965313.5103006363,987259.8737163544,0.8151140964925451,0.3805108718619067,-0.0031278334362898766,-0.0025195684714042262,-1171.6995318727293,-0.001185132914870284,987493.3836592182,0.3804208934646659,-0.0031278334362898766,-1978.116902288255,-0.0020463314472296676,964686.840998954,0.8156436019858629,-0.0025195684714042262,785101.4666752815,374604.1967191696,0.5,0.5,False,156460.7211151123,125100.32755279541,281561.0486679077,248203.60111284256,257076.0,505279.60111284256,786840.6497807503,68848.9715499878,55059.653884887695,123908.62543487549,129654.48986721039,122100.0,251754.4898672104,375663.1153020859
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-01-24,-1610.0816941261292,-900.2638425827026,-0.001667936558377482,-0.0009118813258294682,963703.4286065102,986359.6098737717,0.8073236056561722,0.37653564827269137,-0.002046261456591969,-0.002396465891677345,-768.704953505923,-0.0007784406115790254,986724.6787057123,0.3763963374474273,-0.002046261456591969,-1885.6367793848076,-0.0019546620719239727,962801.2042195692,0.8080801346696216,-0.0023964658916773456,786840.6497807503,375663.1153020859,0.5,0.5,False,153155.80018615723,124222.39194488525,277378.1921310425,246293.41968727112,254348.91494750977,500642.3346347809,778020.5267658234,67394.67423248291,54673.25337219238,122067.9276046753,128526.87517929077,120804.75234985352,249331.6275291443,371399.5551338196
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-01-25,14709.316637039185,6602.13268661499,0.015263322927374524,0.006693433734031234,978412.7452435493,992961.7425603867,1.246272475958587,0.62909277437742,0.012095583801932111,0.010579847486108488,7547.996252997019,0.007649546439740144,994272.6749587093,0.6282633257560785,0.012095583801932111,12866.045094896052,0.013363137726157142,975667.2493144653,1.2497794462004168,0.010579847486108488,1216089.845509529,624029.0982723236,0.5,0.5,False,297750.4210548401,251134.22142601013,548884.6424808502,375589.4820432663,294894.75,670484.2320432663,1219368.8745241165,131012.76507949829,121025.626537323,252038.3916168213,221101.41586112976,151525.25,372626.66586112976,624665.057477951
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-01-26,-1069.6860213279724,-663.4687356948853,-0.0010932870882233887,-0.0006681714987166655,977343.0592222214,992298.2738246918,1.164537882032965,0.6257148281447508,-0.0009375753299970922,-0.0010661748689921886,-583.4426761530085,-0.000586803490478342,993689.2322825562,0.6248389573954825,-0.0009375753299970923,-1216.406103236167,-0.0012467427845823998,974450.8432112292,1.1679942853305634,-0.0010661748689921883,1140906.7486143112,622288.8524112701,0.5,0.5,False,216588.3254852295,248647.55541229248,465235.880897522,377081.1986632347,295835.9366455078,672917.1353087425,1138153.0162062645,113673.16753768921,133223.54704284668,246896.7145805359,221990.1710176468,152008.8582763672,373999.029294014,620895.7438745499
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-01-29,-5229.845419406891,-2866.499182701111,-0.00535108462689534,-0.0028887475251292557,972113.2138028145,989431.7746419907,1.1753588759141467,0.6298039223888305,-0.004595028388045057,-0.0046167157867976595,-2853.033569119909,-0.0028711527471887172,990836.1987134364,0.6289112301456098,-0.004595028388045056,-5254.528997710834,-0.005392297655975062,969196.3142135184,1.178896243702438,-0.0046167157867976595,1138153.0162062645,620895.7438745499,0.5,0.5,False,218136.06759643555,249499.18126678467,467635.2488632202,375132.9728574753,299813.67251586914,674946.6453733444,1142581.8942365646,114455.64289093018,133739.05798339844,248194.7008743286,220900.5804386139,154052.7312927246,374953.3117313385,623148.0126056671
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-01-30,2752.5533409118652,888.6889381408691,0.002831515199905717,0.0008981811186146982,974865.7671437263,990320.4635801315,0.9667308970072354,0.5010437622095815,0.0029158835198858637,0.0017865874884802587,1450.426271166883,0.001463840615684214,992286.6249846033,0.5000509715355934,0.0029158835198858637,1686.5136507373818,0.0017401156257037056,970882.8278642558,0.9706968034501767,0.0017865874884802587,943986.0413284302,497422.5689315796,0.5,0.5,False,217938.83544921875,249595.26585388184,467534.1013031006,251523.73749160767,223375.01873779297,474898.75622940063,942432.8575325012,114237.94288253784,133748.30097961426,247986.2438621521,142136.91760253906,106070.72940063477,248207.64700317383,496193.8908653259
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-01-31,5008.461139678955,2231.874418258667,0.005137590536544656,0.002253689083824607,979874.2282834053,992552.3379983902,1.246029299081646,0.6177708345798913,0.004052011815581423,0.0035931862322468853,2516.8696886670737,0.0025364341565181597,994803.4946732704,0.6163728711175016,0.004052011815581423,4441.332955307701,0.00457453034273737,975324.1608195634,1.2518422560455962,0.0035931862322468853,1236043.0738182068,621140.7575340271,0.5,0.5,False,383208.7775001526,369335.97356796265,752544.7510681152,249845.4967880249,218561.75,468407.2467880249,1220951.9978561401,184306.04954719543,184122.3491744995,368428.39872169495,140956.36248779297,103785.125,244741.48748779297,613169.8862094879
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-02-01,3481.791851043701,1787.67915725708,0.0035533048533619312,0.0018010930898235207,983356.020134449,994340.0171556473,0.9504129561112421,0.49996019015423177,0.0037811136246918187,0.0036464554170093917,1853.6955056551903,0.001863378562279791,996657.1901789255,0.49879781027401393,0.0037811136246918182,3357.793501159932,0.0034427461515342582,978681.9543207233,0.9549520126325866,0.003646455417009392,920837.6675872803,490251.2036533356,0.1,0.1,False,390159.7476081848,373724.9556427002,763884.703250885,124304.15954589844,46405.439208984375,170709.5987548828,934594.3020057678,187430.87652397156,186127.580368042,373558.45689201355,90056.927734375,33515.03942871094,123571.96716308594,497130.4240550995
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-02-02,-3764.2510145574342,-2092.6882394006243,-0.00382796356302651,-0.0021046002406569634,979591.7691198916,992247.3289162467,1.0396944044019127,0.5473921149730544,-0.003668842985023713,-0.003827773237619111,-2005.7992180702404,-0.002012526712128719,994651.3909608553,0.5460690739366834,-0.003668842985023713,-3927.314238308949,-0.00401286058353328,974754.6400824144,1.0448537909663203,-0.003827773237619111,1026004.9366852653,546711.6543983896,0.1,0.1,False,428479.6000419552,419840.35610853083,848319.956150486,123623.24638366699,46532.87841796875,170156.12480163574,1018476.0809521218,207292.3605348525,212685.31054588198,419977.67108073446,89563.61401367188,33607.078857421875,123170.69287109375,543148.3639518282
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-02-05,-1106.5424713820685,-691.3497779025929,-0.0011295955175044344,-0.0006967514628209679,978485.2266485095,991555.9791383441,1.0293297175273521,0.5416358489081237,-0.0010864687861374396,-0.001272856228218168,-590.1137436752791,-0.0005932870039071842,994061.27721718,0.5402707829078697,-0.0010864687861374398,-1296.3736229311394,-0.0013299486554088447,973458.2664594832,1.0346451991352195,-0.001272856228218168,1018476.0809521218,543148.3639518282,0.1,0.1,False,425276.3654669484,415122.3046794972,840398.6701464456,120627.13022232056,46158.12158203125,166785.2518043518,1007183.9219507974,206074.28747054137,210258.5934240243,416332.88089456566,87392.9624633789,33336.421142578125,120729.38360595703,537062.2645005228
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-02-06,-2995.721701681614,-1792.5093757493887,-0.0030615911411790114,-0.0018077742593081514,975489.5049468279,989763.4697625947,1.1244349273062004,0.5792088432375974,-0.0027257037919902116,-0.0031215836284108345,-1565.1829917962027,-0.0015745337110181442,992496.0942253838,0.5776141163028479,-0.0027257037919902116,-3430.818802367485,-0.0035243614652793963,970027.4476571158,1.1307664264883461,-0.0031215836284108345,1099063.5557997462,574230.771661862,0.1,0.1,False,477380.1106188993,451928.46581416845,929308.5764330677,121069.73533630371,46496.15881347656,167565.89414978027,1096874.470582848,226609.59706973622,225375.97343136114,451985.57050109736,87713.62475585938,33580.559143066406,121294.18389892578,573279.7544000231
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-02-07,-831.5010919874767,-805.630372007261,-0.0008523936831414708,-0.0008139625239962636,974658.0038548404,988957.8393905874,1.0706790214940678,0.5545123648254078,-0.0007967092144892897,-0.0014692121435058072,-436.86893256888067,-0.00044017194134133593,992059.2252928149,0.5527788424841658,-0.0007967092144892897,-1533.3718745420172,-0.0015807510171444467,968494.0757825738,1.0774933001169302,-0.0014692121435058072,1043669.480489804,548341.7596078947,0.1,0.1,False,449175.06495704956,427043.13138782594,876218.1963448755,120252.64098644257,47075.04052734375,167327.68151378632,1043545.8778586618,213497.66273927776,213771.39777519475,427269.06051447254,87121.64933776855,33998.640380859375,121120.28971862793,548389.3502331005
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-02-08,596.9775058962405,307.14149708184414,0.0006124994649765895,0.0003105708705146722,975254.9813607367,989264.9808876693,0.9047784717104077,0.4349903449802884,0.0006813114682923942,0.0007188479706721956,291.1033109750271,0.0002934333994919562,992350.3286037899,0.4336379027744116,0.0006813114682923942,629.8676723085653,0.0006503577957352112,969123.9434548824,0.9105024362702779,0.0007188479706721957,876218.1963448755,427269.06051447254,0.1,0.1,False,452559.3113193246,429830.4002442048,882389.7115635294,0.0,0.0,0.0,882389.7115635294,215177.06088720524,215143.6544260404,430320.71531324566,0.0,0.0,0.0,430320.71531324566
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-02-09,218.74256422370672,69.2609389978461,0.00022429269104424715,7.001252478956461e-05,975473.7239249604,989334.2418266671,0.6907832019275605,0.31406818682824733,0.0003264574526860657,0.0002242132492767287,100.84484208145595,0.00010162221866076461,992451.1734458713,0.3130818117920708,0.0003264574526860657,150.23391463782684,0.0001550203311479952,969274.1773695202,0.6952015004029085,0.00022421324927672872,670049.2282345232,308906.5397395976,0.1,0.1,False,367803.6885357043,306037.17387338093,673840.8624090853,0.0,0.0,0.0,673840.8624090853,167004.96057049782,143713.45092710227,310718.4114976001,0.0,0.0,0.0,310718.4114976001
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-02-12,2541.6998231949983,1166.2715296475217,0.002605605626123992,0.0011788448032427996,978015.4237481554,990500.5133563146,0.6601865926472149,0.3024438423683413,0.003958312494144471,0.003912196427697078,1180.0192686353078,0.001188994784033742,993631.1927145066,0.30149091868674055,0.003958312494144471,2512.0879120310406,0.0025917206613803633,971786.2652815512,0.6644183944847677,0.003912196427697078,642117.0200571412,298111.70047360065,0.1,0.1,False,351736.8901051498,293935.7800555669,645672.6701607167,0.0,0.0,0.0,645672.6701607167,160721.77619815216,138849.00492914623,299570.78112729837,0.0,0.0,0.0,299570.78112729837
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-02-13,-1763.3146030679345,-781.8278909347719,-0.0018029517329186807,-0.0007893260835227083,976252.1091450874,989718.6854653799,0.6369568573516705,0.29807749616285545,-0.002795655165976002,-0.002612947097537526,-836.4965307777445,-0.0008418581631807622,992794.6961837289,0.2971539521747378,-0.0027956551659760022,-1648.0744228422645,-0.0016959227370483318,970138.1908587089,0.6409710299865501,-0.0026129470975375262,630733.9419138759,299213.0578041845,0.1,0.1,False,331994.5206728104,289835.9547511845,621830.4754239949,0.0,0.0,0.0,621830.4754239949,154640.36320733718,140372.50446177594,295012.8676691131,0.0,0.0,0.0,295012.8676691131
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-02-14,1995.3793094303692,909.4391048317775,0.0020439180522516262,0.0009188864656062811,978247.4884545178,990628.1245702116,0.6542509321187939,0.2990988468509393,0.003129985544771399,0.003083094477366355,923.2708478025208,0.0009299715755448176,993717.9670315314,0.298168836176087,0.003129985544771399,1965.4860513437845,0.0020259856480900444,972103.6769100527,0.6583858762869975,0.0030830944773663545,637504.320990755,294976.07404124696,0.1,0.1,False,343067.68003961106,296951.65112462634,640019.3311642373,0.0,0.0,0.0,640019.3311642373,157873.6069238593,138422.12279319967,296295.72971705894,0.0,0.0,0.0,296295.72971705894
v1_selected,old_v1_winner,sp500-12m/cross_sector_slide1m_noscreen,sp500-2m/cross_sector_slide3m_bd7,recent,0,2023-01-01,2023-11-01,A,2024-02-15,-2729.4850359139964,-1515.4976568853017,-0.002790178424302594,-0.0015298350806896453,975518.0034186038,989112.6269133263,0.6637341548989163,0.30307635155685025,-0.0042646915538455425,-0.005114814372561133,-1263.6098959648432,-0.0012715981172601138,992454.3571355665,0.3020558518266995,-0.004264691553845543,-3273.5800737558043,-0.003367521542723991,968830.0968362968,0.6683159613869124,-0.005114814372561133,640019.3311642373,296295.72971705894,0.1,0.1,False,345435.580733398,302049.0368543272,647484.6175877252,0.0,0.0,0.0,647484.6175877252,158856.3163587387,140920.32988496427,299776.64624370297,0.0,0.0,0.0,299776.64624370297
