fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,0.1711849808386628,25,20
1,2015-02-01,2015-04-30,-0.060584708896074056,17,20
2,2015-03-01,2015-05-31,-0.14110929737302097,18,20
3,2015-04-01,2015-06-30,-0.11584493467647676,8,20
4,2015-05-01,2015-07-31,-0.05125815799443501,7,20
5,2015-06-01,2015-08-31,-0.1333379482053493,13,20
6,2015-07-01,2015-09-30,-0.10333279144823294,7,20
7,2015-08-01,2015-10-31,0.17342507780091315,17,20
8,2015-09-01,2015-11-30,0.033670646217157464,12,20
9,2015-10-01,2015-12-31,-0.08953656263330649,14,20
10,2015-11-01,2016-01-31,0.021618442943366265,17,20
11,2015-12-01,2016-02-29,0.028438924941249184,16,20
12,2016-01-01,2016-03-31,-0.12474498335107188,13,20
13,2016-02-01,2016-04-30,0.035521883531848354,9,20
14,2016-03-01,2016-05-31,-0.2408916664223821,17,20
15,2016-04-01,2016-06-30,0.11280249269594335,20,20
16,2016-05-01,2016-07-31,-0.24154897601921393,14,20
17,2016-06-01,2016-08-31,-0.12071876068044773,7,20
18,2016-07-01,2016-09-30,0.12681986191709138,17,20
19,2016-08-01,2016-10-31,0.018051234778443784,11,20
20,2016-09-01,2016-11-30,-0.19478351562795693,17,20
21,2016-10-01,2016-12-31,-0.20058241235372928,10,20
22,2016-11-01,2017-01-31,-0.04989077875046741,10,20
23,2016-12-01,2017-02-28,0.003434833380210642,13,20
24,2017-01-01,2017-03-31,-0.15426418348500437,16,20
25,2017-02-01,2017-04-30,-0.16847356321540555,14,20
26,2017-03-01,2017-05-31,0.19157368228515698,18,20
27,2017-04-01,2017-06-30,0.01949610730105859,15,20
28,2017-05-01,2017-07-31,0.1375152131382752,7,20
29,2017-06-01,2017-08-31,-0.06675266973416857,9,20
30,2017-07-01,2017-09-30,0.0984996510650051,10,20
31,2017-08-01,2017-10-31,-0.16142071238773953,15,20
32,2017-09-01,2017-11-30,0.31367426469622633,18,20
33,2017-10-01,2017-12-31,-0.02924208451777344,9,20
34,2017-11-01,2018-01-31,0.03287530049730807,16,20
35,2017-12-01,2018-02-28,0.10829872766021044,16,20
36,2018-01-01,2018-03-31,-0.177258090820961,12,20
37,2018-02-01,2018-04-30,0.008372374556579873,18,20
38,2018-03-01,2018-05-31,-0.14559467859950248,19,20
39,2018-04-01,2018-06-30,-0.040149226464514014,16,20
40,2018-05-01,2018-07-31,-0.08183977453429807,14,20
41,2018-06-01,2018-08-31,-0.10506867064265629,23,20
42,2018-07-01,2018-09-30,0.13705898860796797,14,20
43,2018-08-01,2018-10-31,0.042090369760626384,29,20
44,2018-09-01,2018-11-30,-0.024292179063046766,8,20
45,2018-10-01,2018-12-31,0.103048405006263,14,20
46,2018-11-01,2019-01-31,0.047807885545911456,10,20
47,2018-12-01,2019-02-28,0.13816096097780867,17,20
48,2019-01-01,2019-03-31,-0.090585589006598,13,20
49,2019-02-01,2019-04-30,0.17808496101831425,11,20
50,2019-03-01,2019-05-31,-0.12026461138489038,21,20
51,2019-04-01,2019-06-30,0.14565714740541114,13,20
52,2019-05-01,2019-07-31,0.0010564864347897736,22,20
53,2019-06-01,2019-08-31,0.11057778995845934,6,20
54,2019-07-01,2019-09-30,0.26560284749721663,10,20
55,2019-08-01,2019-10-31,0.02172977886564063,12,20
56,2019-09-01,2019-11-30,-0.028468058561798962,12,20
57,2019-10-01,2019-12-31,0.0678524670207507,4,20
