mechanism,A,B,recent_sh,recent_ret,recent_vol,recent_mdd,hist_sh,hist_ret,hist_vol,hist_mdd,joined_sh,joined_ret,rejected_entries,score,recent_rank,hist_rank,rank_avg,score_rank,rank_avg_rank,joined_rank
A,sp500-2m/cross_sector_slide3m_bd7,sp500-12m/cross_sector_slide1m_noscreen,1.0936916085691974,0.094461930153713,0.0860309331499878,-0.0554134155520368,1.1222203409030462,0.090980475319411,0.0804611502733798,-0.0895297414049307,1.1113633526286524,0.0916796642054201,0,1.0936916085691974,55,1,28.0,1,1,1
B,sp500-2m/cross_sector_slide3m_bd7,sp500-12m/cross_sector_slide1m_noscreen,1.1412630170346787,0.0981161574139432,0.085251463431801,-0.0554960172757426,1.0962936288662382,0.0883158370973005,0.0801052932581363,-0.0886659504314214,1.1057801886344651,0.0906609334980948,0,1.0962936288662382,39,1,20.0,1,1,1
