mechanism,A,B,recent_sh,recent_ret,recent_vol,recent_mdd,hist_sh,hist_ret,hist_vol,hist_mdd,joined_sh,joined_ret,rejected_entries
A,sp500-2m/same_sector_slide1m_bd7,core-12m/cross_sector_slide3m_noscreen,0.3958543071730517,0.0425867341673804,0.1030999324482622,-0.1165718995494925,-0.6472245098801688,-0.0356672057822003,0.0538678008868364,-0.2147219412117573,-0.2039569109513842,-0.0156388149431497,0
A,sp500-2m/same_sector_slide1m_bd7,core-12m/cross_sector_slide3m_bd7,0.2404281951272542,0.0110807930183253,0.0786423872766438,-0.1061704685647617,-0.2552225620396597,-0.0136339235781351,0.0490692278092011,-0.1446145385063766,-0.0824456721949709,-0.0070723681640266,0
A,sp500-2m/same_sector_slide1m_bd7,core-12m/cross_sector_slide1m_noscreen,0.5751965940991284,0.0468662638137141,0.0857476901791843,-0.0924013600134196,-0.3535998897571754,-0.0190483969479949,0.0507476230896485,-0.1718377085693064,-0.0017368076613668,-0.0020162267450062,0
A,sp500-2m/same_sector_slide1m_bd7,core-12m/cross_sector_slide1m_bd7,0.3079245536718482,0.0181680431510258,0.0658982257315079,-0.0749313030662599,-0.0833262483728057,-0.0044018359383807,0.0422425651966122,-0.1084678166481756,0.0595355499802504,0.0017211088929354,0
A,sp500-2m/same_sector_slide1m_bd7,sp500-12m/same_sector_slide3m_noscreen,0.3716511848702988,0.0465910500616619,0.1119719276090618,-0.1168700590307553,0.4963962869362852,0.0395517375843772,0.085523896269199,-0.1382509810717748,0.462178668572879,0.0406534679016067,0
A,sp500-2m/same_sector_slide1m_bd7,sp500-12m/same_sector_slide3m_bd7,0.3042302909677998,0.0201767884883809,0.0734979226527894,-0.0925759387164694,-0.0301361636168701,-0.0036555462697758,0.0604737732353557,-0.1437078477518706,0.0757828489133125,0.0028460057833353,0
A,sp500-2m/same_sector_slide1m_bd7,sp500-12m/same_sector_slide1m_noscreen,0.8468366716578999,0.0797966375625844,0.095636020452823,-0.0799896459274114,0.1114315290331097,0.0049456162497352,0.0610176689902707,-0.0956161434887532,0.3702329243665226,0.0243683781414854,0
A,sp500-2m/same_sector_slide1m_bd7,sp500-12m/same_sector_slide1m_bd7,0.2942578298859228,0.0181786512344916,0.0690443266725563,-0.0917738440515547,0.0809113969976943,0.0027813889338244,0.0495315280738275,-0.0712339697459308,0.1518292787040582,0.0069165675134474,0
A,sp500-2m/same_sector_slide1m_bd7,sp500-12m/cross_sector_slide3m_noscreen,0.8883183248628289,0.0832614453819056,0.0969861783846,-0.0748540902258849,-0.1719551596885656,-0.0220858862181808,0.0997526083499553,-0.3158234449725515,0.0975040896569734,0.0046312566366425,0
A,sp500-2m/same_sector_slide1m_bd7,sp500-12m/cross_sector_slide3m_bd7,1.1401090307531745,0.0728474107887037,0.0706205054314398,-0.0516286421723478,-0.0286027342531503,-0.0061903370180147,0.0845909581137597,-0.2418068238384064,0.2156204544538797,0.013922912267797,0
A,sp500-2m/same_sector_slide1m_bd7,sp500-12m/cross_sector_slide1m_noscreen,1.3487293088033825,0.1145580562827089,0.0816474219859223,-0.0494313727648113,0.0773642407260378,0.0028610302566947,0.0617211214126025,-0.1803767490352888,0.4869096616401058,0.0312812056487578,0
A,sp500-2m/same_sector_slide1m_bd7,sp500-12m/cross_sector_slide1m_bd7,0.9400499578505974,0.0564652147240511,0.0599002861935176,-0.0410923399645089,0.0906489685685258,0.0032683518180036,0.0497772026632738,-0.1384349319927391,0.3456511051633214,0.0169886156734626,0
A,sp500-2m/cross_sector_slide3m_noscreen,sp500-2m/cross_sector_slide3m_bd7,0.2082234842237348,0.016792348784904,0.1413451535660995,-0.1344594964197392,0.9123069459424386,0.1203959603106654,0.1341704942665817,-0.1101942863057896,0.7298504816689554,0.0942577565220329,0
A,sp500-2m/cross_sector_slide3m_noscreen,sp500-2m/cross_sector_slide1m_noscreen,0.2885614383317461,0.0286560131921099,0.125009689769281,-0.1235433292217939,0.3786341817639848,0.0380176481044669,0.1161917601338831,-0.1881264577316641,0.3530779712264875,0.0355113810140982,0
A,sp500-2m/cross_sector_slide3m_noscreen,sp500-2m/cross_sector_slide1m_bd7,0.0836054572436497,-0.000589432003274,0.1224579797271377,-0.1413737187491804,0.4654623167244339,0.0491164210745478,0.1172835679822822,-0.1598681436594876,0.3593301454877647,0.0361851372226259,0
A,sp500-2m/cross_sector_slide3m_noscreen,core-12m/same_sector_slide3m_noscreen,0.1853111483773191,0.0099588277292451,0.1082223475886793,-0.1188045744679883,-0.0164853559879194,-0.0068659994275287,0.1024974581648079,-0.2376974379675077,0.0230358200639567,-0.0032444139962554,0
A,sp500-2m/cross_sector_slide3m_noscreen,core-12m/same_sector_slide3m_bd7,0.2116826776862446,0.0068864541185921,0.1107797457854152,-0.1438220019245504,0.3822879159488049,0.0388104905853088,0.1167916729281278,-0.1233127315105544,0.317721689478993,0.0301169200252083,0
A,sp500-2m/cross_sector_slide3m_noscreen,core-12m/same_sector_slide1m_noscreen,0.1719539116662648,0.0095134920470152,0.0992802165220518,-0.1187470776872539,0.1285434501471481,0.0078303188739747,0.0965228863895135,-0.1788900744057813,0.1338670497381305,0.0081643658072757,0
A,sp500-2m/cross_sector_slide3m_noscreen,core-12m/same_sector_slide1m_bd7,-0.0086390658896592,-0.0108350279379238,0.1118470848332722,-0.1539728323714829,0.0579987545290341,0.0015819765339937,0.0732564740034204,-0.1253434522076172,0.0233605442740829,-0.0021059537703396,0
A,sp500-2m/cross_sector_slide3m_noscreen,core-12m/cross_sector_slide3m_noscreen,0.4838200770526328,0.0574250388100725,0.1252702400273751,-0.1259350396476865,-0.0862236477927187,-0.0154465073575691,0.1105819969620784,-0.2058135873422935,0.0728051631897843,0.0021085705810216,0
A,sp500-2m/cross_sector_slide3m_noscreen,core-12m/cross_sector_slide3m_bd7,0.3756598127680027,0.0245794049840194,0.1139743650098885,-0.1203687903888215,0.0649962756792037,0.0014022173196224,0.1049566827272408,-0.1614209514691937,0.1219352105287739,0.0065847375124391,0
A,sp500-2m/cross_sector_slide3m_noscreen,core-12m/cross_sector_slide1m_noscreen,0.578507379232033,0.0662481657532752,0.1214182696974587,-0.1068033554013473,-0.1237536460416535,-0.0178017207746286,0.1028331203803845,-0.2522379545643449,0.0798979360546604,0.0029792014015892,0
A,sp500-2m/cross_sector_slide3m_noscreen,core-12m/cross_sector_slide1m_bd7,0.2563524913027884,0.0224882142373565,0.1078362151402533,-0.128375692343658,-0.0866890864739338,-0.0113795072804805,0.0879433603489833,-0.1658167072876986,0.014283602543464,-0.0029535376293508,0
A,sp500-2m/cross_sector_slide3m_noscreen,sp500-12m/same_sector_slide3m_noscreen,0.6254625347678784,0.0805594102182775,0.1297410344817576,-0.1400961017041797,0.6805638955901068,0.0784503481688072,0.1217490315232797,-0.1617066030287727,0.6733029406672115,0.0790915459239338,0
A,sp500-2m/cross_sector_slide3m_noscreen,sp500-12m/same_sector_slide3m_bd7,0.3183162314590366,0.0309603821830587,0.106561912834467,-0.1270490361833618,0.5727507010076839,0.0521384571829197,0.0968982043397174,-0.1542608349013751,0.5080623930611534,0.0467897191273644,0
A,sp500-2m/cross_sector_slide3m_noscreen,sp500-12m/same_sector_slide1m_noscreen,0.7531754018464858,0.0808301157629292,0.1114800954466314,-0.0973809797750779,0.5798623521271449,0.058067957748467,0.107152115508518,-0.1549215340582782,0.6263872134713859,0.0639669783968518,0
A,sp500-2m/cross_sector_slide3m_noscreen,sp500-12m/same_sector_slide1m_bd7,0.2961277440784762,0.0260934704687137,0.0940639633178184,-0.1328167746725642,0.382799550312342,0.0298099033862386,0.0864710395645377,-0.1235615427051258,0.3597701084081007,0.0285175904833621,0
A,sp500-2m/cross_sector_slide3m_noscreen,sp500-12m/cross_sector_slide3m_noscreen,0.6216391404426781,0.0731691984480462,0.1248977825691158,-0.0992570766042253,0.1000378625159834,0.0049887515299824,0.1085610559052066,-0.178266542924835,0.2482647032757526,0.022012938148168,0
A,sp500-2m/cross_sector_slide3m_noscreen,sp500-12m/cross_sector_slide3m_bd7,0.5984491905132008,0.0526612581631694,0.0991812726531059,-0.1228215745416195,0.3554279849823262,0.0298703547337237,0.0964780343062481,-0.1806079571331003,0.4015491873301074,0.034764823277492,0
A,sp500-2m/cross_sector_slide3m_noscreen,sp500-12m/cross_sector_slide1m_noscreen,0.9153800200425878,0.089891426069094,0.1011329385029636,-0.0917676253800245,0.5225402244591162,0.044321393735365,0.0908971244706198,-0.157060765520937,0.6255096401153295,0.0556027154216413,0
A,sp500-2m/cross_sector_slide3m_noscreen,sp500-12m/cross_sector_slide1m_bd7,0.400043764812801,0.0308799800540961,0.0892000694857882,-0.1152302523840922,0.5921354754501251,0.0413659278481062,0.0729467322408688,-0.065081633668661,0.5242944096047273,0.0381960406928741,0
A,sp500-2m/cross_sector_slide3m_bd7,sp500-2m/cross_sector_slide1m_noscreen,0.1783104754728019,0.0128250754451951,0.1011609198051222,-0.1175399366414063,0.699682579739372,0.061362871431448,0.0909496977552569,-0.0914770419605046,0.5537496504170276,0.0486668232712849,0
A,sp500-2m/cross_sector_slide3m_bd7,sp500-2m/cross_sector_slide1m_bd7,-0.5357981619868842,-0.0505687531536711,0.0925778365962775,-0.1221217073791672,0.6770817312422859,0.0488803714839198,0.0745622952353875,-0.078099936461078,0.331639299778077,0.0235364332007841,0
A,sp500-2m/cross_sector_slide3m_bd7,core-12m/same_sector_slide3m_noscreen,-0.5465774411723039,-0.0415701379574704,0.0756799243218744,-0.1125505624422587,0.7556620730328356,0.0629854941274166,0.0856300549014762,-0.0928379796725951,0.4874024141170114,0.0380051896561592,0
A,sp500-2m/cross_sector_slide3m_bd7,core-12m/same_sector_slide3m_bd7,-0.5225985644396631,-0.0506562916942375,0.0821692522615246,-0.1028887067628349,0.7879079800027526,0.0639521402272131,0.0829930747413238,-0.0808638668726859,0.4783486981060205,0.0364561770707374,0
A,sp500-2m/cross_sector_slide3m_bd7,core-12m/same_sector_slide1m_noscreen,-0.5606656635815026,-0.0422238308913197,0.0729307895375264,-0.10080436080013,0.8137280751257978,0.063708122170585,0.0797645765867878,-0.0790546020691289,0.5221339483294278,0.0385699067591181,0
A,sp500-2m/cross_sector_slide3m_bd7,core-12m/same_sector_slide1m_bd7,-0.9253975048633748,-0.0628912905353669,0.0777785398636258,-0.1187258270685707,0.7053403480791134,0.0527557919414414,0.0770366318861842,-0.0731778819610984,0.3489015754944035,0.0248262483391828,0
A,sp500-2m/cross_sector_slide3m_bd7,core-12m/cross_sector_slide3m_noscreen,0.3010128412563244,0.03339832097659,0.1208972307423136,-0.1286896353480817,0.2489121855007314,0.0182215284557745,0.0879136104412614,-0.2157670672616624,0.2680727271146476,0.0218851175776135,0
A,sp500-2m/cross_sector_slide3m_bd7,core-12m/cross_sector_slide3m_bd7,0.0742122410366468,-0.0044798139197303,0.0970786310084067,-0.1074899110108348,0.7333022550112436,0.0606591159597531,0.0852057050251761,-0.1014861907241561,0.537473256709792,0.0438874557164606,0
A,sp500-2m/cross_sector_slide3m_bd7,core-12m/cross_sector_slide1m_noscreen,0.3512862142492456,0.030040504438259,0.0969809029747002,-0.0944942308823884,0.6130176158007257,0.0464902633744497,0.0791811017230549,-0.0924256568014356,0.5320022630073131,0.0420779762248866,0
