leg,window,start,alpha_ann,alpha_tstat,alpha_pval,rsquared,adj_rsquared,n_obs,const_beta,const_pval,Mkt-RF_beta,Mkt-RF_pval,SMB_beta,SMB_pval,HML_beta,HML_pval,Mom_beta,Mom_pval,ST_Rev_beta,ST_Rev_pval
sp500-2m/cross_sector_slide3m_bd7,historical,2014-11-01,0.11077411756397182,1.6137130355825102,0.10658968512171504,0.02677603991864186,0.020279217755214796,755,0.0004395798316030628,0.10658968512171504,0.03824549020851365,0.5065478321077783,-0.10358707131534534,0.2255666887972938,-0.09397618718343134,0.060014543135982694,0.03898107956298011,0.4542190897374979,0.10487295059106962,0.14554055248876002
sp500-2m/cross_sector_slide3m_bd7,recent,2023-11-01,-0.1956738964065984,-1.5867633474124332,0.11256625298996341,0.3076867792816913,0.2931423838884496,244,-0.0007764837158992001,0.11256625298996341,0.30964563627661823,0.0025910392514786993,-0.3451198130557498,0.00030682223384783367,-0.13797435336785585,0.09930811108304673,-0.07547084862802092,0.42702988410926046,0.2887540669008667,0.0013557081370612187
sp500-2m/cross_sector_slide3m_bd7,recent,2023-12-01,-0.18918256780610923,-1.9503082852971754,0.051139385742852456,0.21287226962141648,0.197907864100911,269,-0.0007507244754210684,0.051139385742852456,0.21375800225223845,0.003002878907309701,-0.13944659366864529,0.04247179457743217,-0.06006420562650531,0.24003937809219023,-0.14424007918506151,0.014480288649703141,0.07506662777797507,0.1716836879326733
sp500-2m/cross_sector_slide3m_bd7,recent,2024-01-01,0.004988573630430198,0.045126509481652,0.9640064714308058,0.46828645925260026,0.4555048837538648,214,1.979592710488174e-05,0.9640064714308058,0.4782362978834385,1.7702517185105046e-06,-0.29202214301488755,0.00044950388676618795,0.1354136964363783,0.055595744460298205,-0.1127913976910407,0.04718272026939094,0.276959004010699,0.0023037113637468312
sp500-2m/cross_sector_slide3m_bd7,recent,2024-02-01,-0.1704652832543401,-1.2063924890244393,0.22766619074597738,0.34086786314163753,0.3245527112392028,208,-0.0006764495367235718,0.22766619074597738,0.3071851007817378,0.002684458812183798,-0.35885696559967883,0.0006641258930781274,-0.1680350794802244,0.05802401403023823,-0.05032583429066691,0.619282590965021,0.31793222509806485,0.0007445398709248457
sp500-2m/cross_sector_slide3m_bd7,recent,2024-03-01,-0.18630194868142652,-1.8753359420481386,0.06074652167922243,0.21196484618737488,0.196012717567686,253,-0.0007392934471485179,0.06074652167922243,0.215647128338822,0.0017874334788159209,-0.14473412572382705,0.04219219658461768,-0.05777896655028435,0.2783754919310075,-0.14246809746026093,0.019058113380739292,0.0741873006295544,0.2257630259781721
