fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,-0.13295005463569376,19,20
1,2015-04-01,2015-06-30,0.06583031112098113,10,20
2,2015-07-01,2015-09-30,-0.05088076462057961,21,20
3,2015-10-01,2015-12-31,0.03449653902485485,16,20
4,2016-01-01,2016-03-31,-0.235938080610496,13,20
5,2016-04-01,2016-06-30,-0.06124065685495231,27,20
6,2016-07-01,2016-09-30,-0.06695388110837923,22,20
7,2016-10-01,2016-12-31,0.08098421977119923,20,20
8,2017-01-01,2017-03-31,-0.1302356525258508,15,20
9,2017-04-01,2017-06-30,0.25732781394656623,13,20
10,2017-07-01,2017-09-30,-0.006070614553097012,13,20
11,2017-10-01,2017-12-31,0.11771112455912452,16,20
12,2018-01-01,2018-03-31,0.17484520173644652,14,20
13,2018-04-01,2018-06-30,0.21409081892704682,16,20
14,2018-07-01,2018-09-30,-0.03467904226376623,11,20
15,2018-10-01,2018-12-31,0.037068989308650734,19,20
16,2019-01-01,2019-03-31,-0.10620996787659978,14,20
17,2019-04-01,2019-06-30,0.10571120490479498,14,20
18,2019-07-01,2019-09-30,0.20625252572574615,9,20
19,2019-10-01,2019-12-31,-0.19361672552482517,8,20
