fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,0.13482789815241336,19,20
1,2015-02-01,2015-04-30,0.012580022877803522,17,20
2,2015-03-01,2015-05-31,-0.06773886610305098,12,20
3,2015-04-01,2015-06-30,0.1540054159503185,5,20
4,2015-05-01,2015-07-31,-0.005470737279292584,7,20
5,2015-06-01,2015-08-31,0.03472019852509891,15,20
6,2015-07-01,2015-09-30,0.2459879567280632,17,20
7,2015-08-01,2015-10-31,0.034392241954953655,14,20
8,2015-09-01,2015-11-30,0.05201108546467238,11,20
9,2015-10-01,2015-12-31,-0.10485419302511041,11,20
10,2015-11-01,2016-01-31,-0.14108855677914145,21,20
11,2015-12-01,2016-02-29,-0.1298266248586909,14,20
12,2016-01-01,2016-03-31,0.10140624200023184,21,20
13,2016-02-01,2016-04-30,-0.01586095562419025,14,20
14,2016-03-01,2016-05-31,-0.163637720783533,15,20
15,2016-04-01,2016-06-30,0.11278617795449494,23,20
16,2016-05-01,2016-07-31,0.14437649409229567,18,20
17,2016-06-01,2016-08-31,-0.2563987112676843,3,20
18,2016-07-01,2016-09-30,0.02772702530338992,22,20
19,2016-08-01,2016-10-31,-0.11252804430680183,15,20
20,2016-09-01,2016-11-30,0.04357149214452943,13,20
21,2016-10-01,2016-12-31,0.15406794928058656,13,20
22,2016-11-01,2017-01-31,-0.08621104029220489,17,20
23,2016-12-01,2017-02-28,-0.008679668526030564,22,20
24,2017-01-01,2017-03-31,-0.12280681563797684,6,20
25,2017-02-01,2017-04-30,0.04103096379997138,14,20
26,2017-03-01,2017-05-31,0.09130523298242633,17,20
27,2017-04-01,2017-06-30,0.1302813807639264,12,20
28,2017-05-01,2017-07-31,0.1597739829149277,4,20
29,2017-06-01,2017-08-31,-0.1307422496707011,12,20
30,2017-07-01,2017-09-30,0.021029969284629312,14,20
31,2017-08-01,2017-10-31,-0.10677575404534047,9,20
32,2017-09-01,2017-11-30,-0.022002135836071166,10,20
33,2017-10-01,2017-12-31,-0.07285561450799034,10,20
34,2017-11-01,2018-01-31,-0.05848086708643772,19,20
35,2017-12-01,2018-02-28,0.2407357981993688,19,20
36,2018-01-01,2018-03-31,-0.1029647861051999,12,20
37,2018-02-01,2018-04-30,-0.07628498419145835,12,20
38,2018-03-01,2018-05-31,0.008930075841091322,13,20
39,2018-04-01,2018-06-30,0.18396905614654624,13,20
40,2018-05-01,2018-07-31,-0.011548026832248396,14,20
41,2018-06-01,2018-08-31,-0.02184037143747271,13,20
42,2018-07-01,2018-09-30,0.1136936559159096,12,20
43,2018-08-01,2018-10-31,0.026709955585098887,11,20
44,2018-09-01,2018-11-30,0.0033421561489879173,7,20
45,2018-10-01,2018-12-31,-0.07108282621931096,16,20
46,2018-11-01,2019-01-31,0.06581948148859051,12,20
47,2018-12-01,2019-02-28,-0.17628783797557038,16,20
48,2019-01-01,2019-03-31,-0.04561359273693401,15,20
49,2019-02-01,2019-04-30,-0.16740695021754878,17,20
50,2019-03-01,2019-05-31,0.07135095414365042,14,20
51,2019-04-01,2019-06-30,0.1677927779111234,9,20
52,2019-05-01,2019-07-31,-0.08234208375421338,16,20
53,2019-06-01,2019-08-31,-0.10547889244474458,7,20
54,2019-07-01,2019-09-30,0.02663461384725488,9,20
55,2019-08-01,2019-10-31,0.00177257491843114,8,20
56,2019-09-01,2019-11-30,0.2543323046638914,10,20
57,2019-10-01,2019-12-31,-0.04295506409666085,7,20
