trade_id,pair,entry_date,exit_date,holding_days,exit_reason,hr_entry,anchor_hr,entry_drift,trade_return,trade_pnl,is_win,entry_notional,entry_score,entry_phi,entry_z,mae,mfe,fold_id
11,PYPL-V,2023-01-27,2023-02-09,13,signal,-0.4098777728420361,-0.2554223695536475,0.6047058586070615,0.024136946595653894,4296.294708251953,True,177996.6115940094,0.667145399275365,0.930523232939454,2.206515969695385,3.0964023184328036,0.9029075930936616,12
12,ADBE-CSCO,2023-02-16,2023-02-28,12,timeout,0.60128969431816,0.8036710843669841,0.25182116662593484,-0.017288299135237706,-3189.6971740722656,False,184500.3461081314,0.7627179502113832,0.9311526021289275,2.542478764697445,3.3837369012087524,2.378100998254106,12
13,INTC-NVDA,2023-02-23,2023-02-28,5,timeout,1.7727369572693545,1.883834607551555,0.05897420603531412,-0.02813548515683405,-5195.780868530273,False,184670.029308815,-0.05082143602594969,1.0045601502419523,2.2087008288431664,2.751067548799242,2.2087008288431664,12
1,PSX-SLB,2023-03-09,2023-03-13,4,stop_loss,0.3395335457686832,0.6231433521088265,0.45512770918659073,-0.04532622820536296,-8158.721076965332,False,180000.0,0.8751088976708669,0.9042328530782523,-2.212704475647154,-5.163222301271589,-2.212704475647154,13
2,AVGO-MSFT,2023-03-15,2023-03-17,2,stop_loss,0.4053150302449118,1.7870446527718729,0.773192555868019,-0.04951356837230233,-8839.728176116943,False,178531.43020614624,0.8600229696385482,0.9063122960455143,2.2136443710388023,5.195903278696872,2.2136443710388023,13
3,AAPL-MSFT,2023-03-16,2023-03-31,15,max_exit_on_loss,0.6219194637289917,0.7802841152883453,0.20295767715434238,-0.0077395164192512605,-1373.3487548828125,False,177446.326164093,1.4411718093638637,0.8201147643879444,2.291208787671432,3.055585328330919,1.154914226304927,13
4,CRM-MSFT,2023-03-16,2023-03-31,15,max_exit_on_loss,0.2546088099700359,0.6680536691802703,0.6188797072509885,-0.026864316102996964,-4766.974197387695,False,177446.326164093,1.3538244981389895,0.8406836680262464,2.3338446131145254,3.4646661710536675,1.770357679298267,13
5,AVGO-MSFT,2023-04-06,2023-04-11,5,signal,0.707612098335617,1.7870446527718729,0.6040322231243384,0.028830758549385636,5069.457035064697,True,175835.0210030365,0.5919738827624318,0.9399443554755711,2.222848663766497,2.222848663766497,-0.4051994850543434,13
6,COP-CVX,2023-05-02,2023-05-10,8,stop_loss,0.5514496519055225,0.6218273109848109,0.11317878426379936,-0.02865274507738,-5064.301727294922,False,176747.52326934814,1.1375842327780548,0.8820374445798923,-2.4404844505857635,-4.735584040726723,-2.4404844505857635,13
7,CRM-MSFT,2023-05-09,2023-05-22,13,signal,0.6523431788806744,0.6680536691802703,0.023516808640349735,0.01904507689283691,3352.9034423828125,True,176050.92703216552,1.0276904752476619,0.8910797171552369,-2.345261709911007,-2.4670312725672265,-0.6513328914681508,13
8,COP-CVX,2023-05-22,2023-05-23,1,signal,0.5823095238206787,0.6218273109848109,0.06355106388226411,0.025219423260363163,4449.701713562012,True,176439.47157806397,0.9234793776392367,0.9063255145981144,-2.3772499921351633,-2.3772499921351633,-0.40917621028625617,13
9,AAPL-MSFT,2023-05-25,2023-05-30,5,signal,1.252456822213078,0.7802841152883453,0.6051292057255921,0.014940616951785148,2648.0811920166016,True,177240.4178865051,2.086747622770079,0.667994647399714,2.406871286366005,2.791686488373091,0.8409886794203696,13
10,AVGO-MSFT,2023-05-26,2023-05-31,5,timeout,1.5297927075578006,1.7870446527718729,0.1439538429076467,-0.004534189736584042,-803.1030120849609,False,177121.61571121216,0.8461351748985751,0.9151277148185164,-2.3622724595504674,-2.4178606954031387,-2.2087557411740444,13
1,LMT-UPS,2023-06-13,2023-06-21,8,signal,1.2543490913987914,1.3163272508158284,0.0470841573617992,0.03356288070678711,6041.31852722168,True,180000.0,1.9909183447284324,0.6966240947305573,2.381641175334567,4.121310709946159,0.06565041249052098,14
