trade_id,pair,sector,entry_date,exit_date,holding_days,exit_reason,hr_entry,anchor_hr,entry_drift,trade_return,trade_pnl,is_win,entry_score,entry_phi,entry_z,mae,mfe,fold_id
2,KO-MO,Staples,2018-01-04,2018-01-09,5,guard_trip,1.7833209021173673,1.0485407951097603,0.7007644437245676,-0.014788769976298015,-2661.9785957336426,False,0.2577182840455758,0.9799908635899994,-2.6811766168264692,-3.7046037793288495,-2.358799989180287,0
3,DHR-UNH,Healthcare,2018-01-09,2018-01-17,8,signal,1.1602703765192646,1.4734432235768864,0.21254490301796147,0.04375506969028049,7875.912544250488,True,1.5201517943825298,0.8394205361202192,-2.6064426464046817,-2.7830716062709704,-0.18236050777021862,0
1,ADBE-NVDA,Tech,2018-01-03,2018-01-19,16,max_exit_on_loss,0.8192081837902814,1.6915686757454176,0.5157109518895036,-0.016590413506825764,-2986.2744312286377,False,1.088973254451769,0.898838779356657,2.6347642097349926,4.104725337185672,1.7980152761374601,0
4,MDLZ-PEP,Staples,2018-01-29,2018-01-31,2,signal,1.0642526304412923,1.548314303818458,0.31263786182390174,0.008627211697896322,1552.898105621338,True,1.7761980114761886,0.7411733617153587,-2.2879287518478253,-2.2879287518478253,-0.9820233226731798,0
6,ADBE-NVDA,Tech,2018-02-05,2018-02-07,2,signal,0.85837210200578,1.6915686757454176,0.4925585261103726,0.061537282196680705,11076.710795402527,True,1.126280362029255,0.8880418862225543,-2.5156476209660275,-2.5156476209660275,-0.7502408101259495,0
5,MDLZ-PEP,Staples,2018-02-01,2018-02-15,14,stop_loss,1.1013735648606238,1.548314303818458,0.2886627978929003,-0.03470806376139323,-6247.451477050781,False,2.207748936482516,0.6613475438313898,-2.5275235102942823,-5.100262471227625,-1.5111020170057006,0
8,DHR-UNH,Healthcare,2018-03-07,2018-03-09,2,stop_loss,1.1708489743280504,1.4734432235768864,0.20536539474813786,-0.03901284472147624,-7022.312049865723,False,1.2171999128299726,0.8737318453205722,-2.4800468173316634,-5.348492088868811,-2.4800468173316634,0
7,MDLZ-PEP,Staples,2018-03-07,2018-03-13,6,stop_loss,0.4715370713944449,1.548314303818458,0.6954513239130203,-0.029496460427178278,-5309.36287689209,False,0.08691600085846761,0.9927796623784045,2.442551202494067,5.797761497712174,2.442551202494067,0
9,KO-MO,Staples,2018-03-21,2018-03-28,7,signal,1.2058069244909708,1.0485407951097603,0.1499857040514557,0.0317377921210395,5712.802581787109,True,0.7626795591958219,0.9310167287984757,-2.538031113728817,-2.538031113728817,-0.49483607664296114,0
1,CVX-MPC,Energy,2018-04-16,2018-04-25,9,stop_loss,0.21257888416986948,0.755269723686272,0.7185391158905085,-0.0314001597934299,-5652.028762817383,False,0.42403417730433385,0.9624725064185156,2.4359560159822373,4.540321508549863,2.4359560159822373,1
2,HD-LOW,Discretionary,2018-04-18,2018-04-26,8,stop_loss,1.3874298501921407,1.92492092733408,0.279227613721431,-0.07660191557142469,-13788.344802856445,False,0.9671127788539644,0.8958489097133195,-2.2863045097551993,-5.678836152889222,-2.123719851686116,1
3,CVX-MPC,Energy,2018-04-30,2018-05-17,17,signal,0.38782537554804164,0.755269723686272,0.48650745106639726,0.06550503811306424,11790.906860351562,True,0.022671371747857758,0.9983180058096193,-2.704856710717657,-3.618733338262666,-0.49677285944787286,1
4,MRK-PFE,Healthcare,2018-05-01,2018-05-21,20,signal,0.3244885988955268,0.36166749236759976,0.10279854910013383,0.01743861933814155,3138.9514808654785,True,1.9686469270925828,0.7614450119954737,-2.6459318010588913,-4.222401117770823,-0.8739722506659177,1
6,CVX-MPC,Energy,2018-06-01,2018-06-06,5,signal,1.001660487344545,0.755269723686272,0.32622883710431916,0.03460846506754557,6229.523712158203,True,0.717554747560887,0.9294199280723447,2.3412886728596596,3.2429441926889524,-0.11083589137081347,1
5,HD-LOW,Discretionary,2018-05-23,2018-06-18,26,signal,1.3382249275394937,1.92492092733408,0.3047896625068808,0.0670560191684299,12070.083450317383,True,0.39549012755845686,0.9693625094413735,2.7448562092808424,3.407762213886832,0.9366582929534946,1
9,CVX-MPC,Energy,2018-06-25,2018-06-27,2,stop_loss,1.0524379564219606,0.755269723686272,0.39345974479857204,-0.040272871907552084,-7249.116943359375,False,0.9421761661214585,0.9003776255426229,-2.307727235035222,-5.930370119105462,-2.307727235035222,1
7,LLY-TMO,Healthcare,2018-06-19,2018-06-27,8,guard_trip,0.34630925415523883,0.9260451671225134,0.62603416501668,-0.022928924645317924,-4127.206436157227,False,1.9238457278036083,0.7176583825938778,-2.376191129956138,-4.44278616772894,-2.376191129956138,1
8,HD-SBUX,Discretionary,2018-06-20,2018-06-28,8,stop_loss,-0.16959890390585208,-0.4708761195611437,0.6398226691472098,-0.07473251849280463,-13451.853328704834,False,2.420358783621661,0.6768552670832477,-2.8211360671713113,-5.358414791355106,-2.8211360671713113,1
1,AAPL-INTC,Tech,2018-07-27,2018-08-08,12,guard_trip,0.4115141355263383,0.8494819139137855,0.5155704567853776,0.01913620785607232,3444.5174140930176,True,1.3343710835392661,0.8795666291531079,-2.817707270199173,-2.817707270199173,-2.08371786586721,2
2,AAPL-MSFT,Tech,2018-08-01,2018-08-16,15,max_exit_on_loss,0.814475035758228,0.6898678414890194,0.18062473241288493,-0.034092281659444175,-6136.610698699951,False,0.919836224150666,0.9029713910881892,-2.3013293639027115,-3.8148649219684105,-1.9849825259414657,2
3,AMGN-GILD,Healthcare,2018-08-15,2018-08-17,2,stop_loss,0.7721260204901963,0.7476160430464434,0.03278417801720492,-0.03947565483517117,-7105.617870330811,False,0.6583926398036507,0.9392050106644201,-2.4457908738964425,-5.223696835813556,-2.440086256048036,2
5,GILD-UNH,Healthcare,2018-09-06,2018-09-10,4,signal,0.5033589315131739,0.6883537042569681,0.2687495855687792,0.033971377309163414,6114.847915649414,True,0.9127515880241793,0.9015244128529045,2.2565369646035713,2.2565369646035713,-2.5422202543749175,2
4,AAPL-MSFT,Tech,2018-09-05,2018-09-10,5,signal,0.6287081157390495,0.6898678414890194,0.08865426400796121,0.03154447771708171,5678.005989074707,True,0.8466444147330133,0.9089153216017947,-2.2299006461499906,-2.2299006461499906,0.3519314090427678,2
6,AMGN-GILD,Healthcare,2018-09-10,2018-09-12,2,signal,1.0176501363411101,0.7476160430464434,0.3611935508958731,0.03526892649332682,6348.406768798828,True,0.6210860830040581,0.9418641839335516,-2.399963926780294,-2.399963926780294,-0.4987632570258208,2
7,GILD-UNH,Healthcare,2018-09-25,2018-09-28,3,timeout,0.402009407751982,0.6883537042569681,0.4159842457942107,-0.002311395009358724,-416.0511016845703,False,0.5838159699086878,0.9408887747997179,-2.2230457701811415,-3.275395897449196,-2.2230457701811415,2
1,LMT-UNP,Industrials,2018-10-10,2018-10-11,1,signal,1.0102999676572306,1.1242453666938927,0.10135278508796108,0.016111496141221787,2900.069305419922,True,1.1019562642185878,0.8811695578051351,-2.350830716089076,-2.350830716089076,-0.8189551629981023,3
2,CAT-LMT,Industrials,2018-10-23,2018-10-29,6,signal,0.752155145607818,0.6081722153988933,0.23674697160324554,0.07653338385687934,13776.009094238281,True,0.6449868709158926,0.9338301326112185,2.225109662010595,2.5774182227266236,-0.42896130385236564,3
4,AMZN-TJX,Discretionary,2018-10-29,2018-11-02,4,signal,0.7408692065765783,1.4484962434057995,0.4885252827203763,0.051732185406155054,9311.79337310791,True,0.18423037322340471,0.9834235194527794,2.2977161743280696,2.8933262018521932,0.8707445644060131,3
5,CAT-LMT,Industrials,2018-11-09,2018-11-12,3,signal,0.5114711391937633,0.6081722153988933,0.15900278532406298,0.01840668716430664,3313.2036895751953,True,1.3591977614798496,0.8598282667374006,2.5643184860625463,2.5643184860625463,0.9302568381267059,3
3,LMT-UNP,Industrials,2018-10-29,2018-11-15,17,max_exit_on_loss,0.9851541700260462,1.1242453666938927,0.12371960853783799,-0.00688406130472819,-1239.1310348510742,False,1.1555882480117134,0.8741527209667714,2.3604168838827717,2.9958762669522,1.5126732864085497,3
6,TJX-TSLA,Discretionary,2018-11-12,2018-11-16,4,signal,-0.6331957358697669,-1.3983048698784786,0.5471690405220462,0.03712398210101658,6682.316778182983,True,1.0731732693013336,0.8787933991844675,-2.255152505733047,-2.255152505733047,-0.864555570265658,3
7,CAT-LMT,Industrials,2018-12-03,2018-12-07,4,signal,0.5575075455461114,0.6081722153988933,0.08330645262962492,0.0241566338857015,4348.1940994262695,True,1.174877739352017,0.8744580149984766,-2.404198033097378,-2.404198033097378,-0.7175708875477231,3
8,AMZN-TJX,Discretionary,2018-12-21,2018-12-31,10,stop_loss,0.5246067614463705,1.4484962434057995,0.6378266330792266,-0.02038039033677843,-3668.470260620117,False,0.3526943237673138,0.9674106835295286,2.310227910334394,4.8556881982251925,2.310227910334394,3
