date,pair,mark_pnl,target_notional,fold_id
2024-02-13,COST-GE,0.0,250000.0,0
2024-02-21,CL-RTX,0.0,250000.0,0
2024-02-22,CL-RTX,-2615.1348876953125,250000.0,0
2024-02-23,CL-RTX,-2133.0348205566406,250000.0,0
2024-02-26,CL-RTX,-1762.5041198730469,250000.0,0
2024-02-27,CL-RTX,-1537.6972198486328,250000.0,0
2024-02-28,CL-RTX,-4302.700424194336,250000.0,0
2024-02-28,DHR-PSX,0.0,250000.0,0
2024-02-29,CL-RTX,-4006.2992095947266,250000.0,0
2024-02-29,DHR-PSX,4984.819641113281,250000.0,0
2024-03-01,CL-RTX,-3540.9578704833984,250000.0,0
2024-03-01,DHR-PSX,5067.637344360352,250000.0,0
2024-03-04,CL-RTX,-4399.1143798828125,250000.0,0
2024-03-04,DHR-PSX,4832.984298706055,250000.0,0
2024-03-04,PG-TSLA,0.0,250000.0,0
2024-03-05,CL-RTX,-3638.1201171875,250000.0,0
2024-03-05,PG-TSLA,-10785.37548828125,250000.0,0
2024-03-06,CL-RTX,-4622.147216796875,250000.0,0
2024-03-12,PG-RTX,0.0,250000.0,0
2024-03-13,PG-RTX,1043.248176574707,250000.0,0
2024-03-21,AVGO-TMUS,0.0,250000.0,0
2024-03-22,AVGO-TMUS,-754.4051208496094,250000.0,0
2024-03-25,AVGO-TMUS,126.5885009765625,250000.0,0
2024-03-25,PG-VZ,0.0,250000.0,0
2024-03-26,AVGO-TMUS,1041.1261901855469,250000.0,0
2024-03-26,PG-VZ,605.7946319580078,250000.0,0
2024-03-27,AVGO-TMUS,3054.939971923828,250000.0,0
2024-03-27,PG-VZ,-848.3006286621094,250000.0,0
2024-03-28,PG-VZ,-3900.551010131836,250000.0,0
2024-04-02,DHR-PSX,0.0,250000.0,0
2024-04-02,SBUX-WMT,0.0,250000.0,0
2024-04-03,DHR-PSX,-7099.567352294922,250000.0,0
2024-04-03,SBUX-WMT,-1022.5844802856445,250000.0,0
2024-04-03,PG-TSLA,0.0,250000.0,0
2024-04-03,SBUX-TJX,0.0,250000.0,0
2024-04-04,DHR-PSX,-7689.047027587891,250000.0,0
2024-04-04,SBUX-WMT,-4621.145439147949,250000.0,0
2024-04-04,PG-TSLA,571.7980346679688,250000.0,0
2024-04-04,SBUX-TJX,-6610.266143798828,250000.0,0
2024-04-05,DHR-PSX,-4296.640777587891,250000.0,0
2024-04-05,SBUX-WMT,-5918.681076049805,250000.0,0
2024-04-05,PG-TSLA,-5412.9310302734375,250000.0,0
2024-04-05,SBUX-TJX,-5796.158126831055,250000.0,0
2024-04-08,DHR-PSX,-1095.7002258300781,250000.0,0
2024-04-08,SBUX-WMT,-4988.451019287109,250000.0,0
