fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,-0.14374162403569649,16,20
1,2015-04-01,2015-06-30,-0.10683209156521381,12,20
2,2015-07-01,2015-09-30,-0.09508226381573957,13,20
3,2015-10-01,2015-12-31,0.07722083881035927,14,20
4,2016-01-01,2016-03-31,0.05266056782269955,5,20
5,2016-04-01,2016-06-30,-0.05513153143801052,14,20
6,2016-07-01,2016-09-30,-0.044460582588241204,15,20
7,2016-10-01,2016-12-31,0.1360171360394042,16,20
8,2017-01-01,2017-03-31,0.32320364152947123,11,20
9,2017-04-01,2017-06-30,-0.0058595948041289475,6,13
10,2017-07-01,2017-09-30,-0.12683839625552387,10,14
11,2017-10-01,2017-12-31,-0.07900509635001751,7,20
12,2018-01-01,2018-03-31,-0.030573935794202575,9,20
13,2018-04-01,2018-06-30,-0.24464880781394407,13,20
14,2018-07-01,2018-09-30,0.21567839033706193,16,20
15,2018-10-01,2018-12-31,-0.11257918986618523,6,19
16,2019-01-01,2019-03-31,-0.013755331443018172,12,20
17,2019-04-01,2019-06-30,-0.11051417624766123,18,20
18,2019-07-01,2019-09-30,0.07886348811307858,12,17
19,2019-10-01,2019-12-31,-0.25680235530973855,15,20
