fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,-0.17286816117796153,12,20
1,2015-02-01,2015-04-30,-0.010874773303054875,7,20
2,2015-03-01,2015-05-31,0.0484102139579248,8,20
3,2015-04-01,2015-06-30,0.11921655687884898,14,20
4,2015-05-01,2015-07-31,0.010988767289084805,12,20
5,2015-06-01,2015-08-31,0.06230271433852821,17,20
6,2015-07-01,2015-09-30,-0.07295197828862643,17,20
7,2015-08-01,2015-10-31,0.15108178172079512,15,20
8,2015-09-01,2015-11-30,-0.10059302138055418,10,20
9,2015-10-01,2015-12-31,0.14098605662079042,10,20
10,2015-11-01,2016-01-31,0.14446394677503163,16,20
11,2015-12-01,2016-02-29,0.10582711269219389,15,20
12,2016-01-01,2016-03-31,-0.43105391931681125,14,20
13,2016-02-01,2016-04-30,-0.06603938347203211,10,20
14,2016-03-01,2016-05-31,-0.12687045060005792,14,20
15,2016-04-01,2016-06-30,0.04742367832726177,18,20
16,2016-05-01,2016-07-31,0.13590289121446758,13,20
17,2016-06-01,2016-08-31,0.15615790486717254,12,20
18,2016-07-01,2016-09-30,-0.10035204135540135,10,20
19,2016-08-01,2016-10-31,0.16241355009792477,18,20
20,2016-09-01,2016-11-30,-0.11379554149009519,16,20
21,2016-10-01,2016-12-31,-0.1317037675445195,13,20
22,2016-11-01,2017-01-31,-0.1189312726743767,13,20
23,2016-12-01,2017-02-28,0.131309650508099,16,20
24,2017-01-01,2017-03-31,-0.04155843220218677,16,20
25,2017-02-01,2017-04-30,0.11392656566791542,11,20
26,2017-03-01,2017-05-31,-0.03776916405580094,12,20
27,2017-04-01,2017-06-30,0.10464987285744219,7,20
28,2017-05-01,2017-07-31,0.1974016818156816,9,20
29,2017-06-01,2017-08-31,0.07226269565675787,7,20
30,2017-07-01,2017-09-30,-0.11453011882684702,14,20
31,2017-08-01,2017-10-31,-0.26242728513456903,11,20
32,2017-09-01,2017-11-30,-0.05318142027982014,17,20
33,2017-10-01,2017-12-31,0.21483296016026274,13,20
34,2017-11-01,2018-01-31,-0.10432215564212599,28,20
35,2017-12-01,2018-02-28,0.06694193523981852,6,20
36,2018-01-01,2018-03-31,0.11218887893242847,10,20
37,2018-02-01,2018-04-30,0.18297268042303583,9,20
38,2018-03-01,2018-05-31,0.13245395313703312,14,20
39,2018-04-01,2018-06-30,0.0204297289083073,9,20
40,2018-05-01,2018-07-31,0.14933392822919855,8,20
41,2018-06-01,2018-08-31,-0.13064013624559573,10,20
42,2018-07-01,2018-09-30,0.0974339857566216,16,20
43,2018-08-01,2018-10-31,0.2588881672505919,12,20
44,2018-09-01,2018-11-30,0.19933958907096289,18,20
45,2018-10-01,2018-12-31,-0.01746280312833151,8,20
46,2018-11-01,2019-01-31,0.03436305510066271,12,20
47,2018-12-01,2019-02-28,-0.10403903707613679,10,20
48,2019-01-01,2019-03-31,-0.05607976466087722,14,20
49,2019-02-01,2019-04-30,0.051522374939457584,12,20
50,2019-03-01,2019-05-31,-0.009910160175948892,17,20
51,2019-04-01,2019-06-30,0.00679742260835853,16,20
52,2019-05-01,2019-07-31,0.0572043913705518,9,20
53,2019-06-01,2019-08-31,0.15587796407555354,14,20
54,2019-07-01,2019-09-30,0.04970258869102736,13,20
55,2019-08-01,2019-10-31,0.07119849189783316,13,20
56,2019-09-01,2019-11-30,-0.045539270293499606,9,20
57,2019-10-01,2019-12-31,-0.049881101761221916,7,20
