date,pnl,total_capital,daily_return
2024-05-01,0.0,1000000.0,0.0
2024-05-02,1021.3713836670912,1000000.0,0.0010213713836670912
2024-05-03,2273.5327720641867,1001021.3713836671,0.0022712130200792657
2024-05-06,1338.0162010193524,1003294.9041557313,0.0013336220442037305
2024-05-07,-926.2552795409787,1004632.9203567507,-0.0009219838020160243
2024-05-08,-1227.1788101196476,1003706.6650772097,-0.0012226468676734825
2024-05-09,-40.852474212662685,1002479.4862670901,-4.0751431597652044e-05
2024-05-10,-2217.5212211608628,1002438.6337928774,-0.002212126654347446
2024-05-13,-1486.832336425802,1000221.1125717165,-0.0014865036517804908
2024-05-14,-3846.6224060058503,998734.2802352908,-0.003851497322290398
2024-05-15,-4557.140289306637,994887.6578292849,-0.004580557667435259
2024-05-16,1042.1399230958116,990330.5175399783,0.0010523152671135794
2024-05-17,3977.4028320312764,991372.6574630741,0.004012015867181029
2024-05-20,-7305.483657836914,995350.0602951053,-0.007339612413014729
2024-05-21,1348.7591247558064,988044.5766372684,0.0013650792248121046
2024-05-22,-3604.0827713013127,989393.3357620243,-0.0036427198779598324
2024-05-23,-2173.8505592346514,985789.252990723,-0.0022051879269727737
2024-05-24,-3821.3118324281104,983615.4024314884,-0.0038849654275256995
2024-05-28,-12517.098930358736,979794.0905990603,-0.01277523415425541
2024-05-29,-3663.3015518188427,967276.9916687015,-0.003787231148235093
2024-05-30,6650.812812805258,963613.6901168827,0.006901949278033337
2024-05-31,10962.937881469777,970264.502929688,0.011298916788532896
2024-06-03,1388.7583694459502,981227.4408111577,0.0014153276923216662
2024-06-04,-7092.998741149917,982616.1991806036,-0.0072184834191261205
2024-06-05,12965.536170959394,975523.2004394537,0.013290853733789909
2024-06-06,4756.771980285605,988488.7366104131,0.004812166091640923
2024-06-07,713.3185882568263,993245.5085906987,0.0007181694576892106
2024-06-10,-4160.484512329116,993958.8271789555,-0.004185771481236666
2024-06-11,552.7767791745925,989798.3426666264,0.0005584741409905281
2024-06-12,7001.929557800209,990351.119445801,0.007070148576919344
2024-06-13,3501.4049835206397,997353.0490036012,0.003510697628105408
2024-06-14,-1738.1061477660846,1000854.4539871218,-0.001736622283931455
2024-06-17,3303.6118621827045,999116.3478393557,0.00330653368782019
2024-06-18,347.34663391105227,1002419.9597015384,0.00034650809827696527
2024-06-20,4692.399978637507,1002767.3063354495,0.004679450505606919
2024-06-21,-1800.566261291559,1007459.7063140869,-0.0017872340203849424
2024-06-24,-3258.4281387326805,1005659.1400527954,-0.0032400920042964243
2024-06-25,3417.495281219538,1002400.7119140627,0.0034093105088621734
2024-06-26,1905.1952247618808,1005818.2071952822,0.001894174524911918
2024-06-27,721.0567626953306,1007723.4024200441,0.0007155304332158163
2024-06-28,-4721.759262084925,1008444.4591827394,-0.004682220442672191
2024-07-01,5308.454505920338,1003722.6999206544,0.0052887660170881645
2024-07-02,-5532.227336883519,1009031.1544265747,-0.005482712117077737
2024-07-03,1236.5086326599553,1003498.9270896912,0.0012321972642721502
2024-07-05,-8852.701072692846,1004735.4357223511,-0.0088109772562448
2024-07-08,5248.0134353636695,995882.7346496582,0.005269710230702884
2024-07-09,-1231.8143615723006,1001130.7480850219,-0.0012304230630499902
2024-07-10,2843.366371154724,999898.9337234496,0.0028436537686529206
2024-07-11,-19547.431785583336,1002742.3000946043,-0.019493973460318892
2024-07-12,-6989.923675537027,983194.8683090209,-0.007109398045942683
2024-07-15,-4826.24384689333,976204.9446334839,-0.004943883836508678
2024-07-16,-22529.901321411257,971378.7007865906,-0.023193736184628385
2024-07-17,-1558.207641601489,948848.7994651793,-0.0016422085821047316
2024-07-18,-1153.9253273010438,947290.5918235779,-0.0012181323632484142
2024-07-19,10690.787269592322,946136.6664962769,0.011299411224788836
2024-07-22,-3077.347686767554,956827.4537658691,-0.0032161991952214253
2024-07-23,3339.5552902218715,953750.1060791016,0.0035014992595396865
2024-07-24,-4625.593738555629,957089.6613693234,-0.0048329784818046395
2024-07-25,-29429.61954116825,952464.0676307677,-0.030898403983232403
2024-07-26,-2088.9450378418433,923034.4480895995,-0.0022631279278528815
2024-07-29,314.2279510498276,920945.5030517577,0.0003412014608992209
2024-07-30,-50463.39678192132,921259.7310028075,-0.05477651424858332
