fold,start,end,sharpe,trades,pairs
0,2015-01-01,2015-03-31,-0.16673375133916177,20,20
1,2015-02-01,2015-04-30,0.05239852505697947,19,20
2,2015-03-01,2015-05-31,-0.0025878543110383952,16,20
3,2015-04-01,2015-06-30,-0.0011962743439270424,25,20
4,2015-05-01,2015-07-31,0.027877407288961976,21,20
5,2015-06-01,2015-08-31,0.0531679016590585,25,20
6,2015-07-01,2015-09-30,-0.132278062075972,27,20
7,2015-08-01,2015-10-31,0.0736052126525949,28,20
8,2015-09-01,2015-11-30,-0.1736576724966943,24,20
9,2015-10-01,2015-12-31,0.07280199011649412,25,20
10,2015-11-01,2016-01-31,0.05447701158683678,34,20
11,2015-12-01,2016-02-29,-0.12109280323021168,30,20
12,2016-01-01,2016-03-31,-0.16201862757234695,33,20
13,2016-02-01,2016-04-30,0.19767575177597538,18,20
14,2016-03-01,2016-05-31,-0.07599810828812688,24,20
15,2016-04-01,2016-06-30,-0.07854850635287465,34,20
16,2016-05-01,2016-07-31,0.06358834208251354,22,20
17,2016-06-01,2016-08-31,0.08993032327154378,28,20
18,2016-07-01,2016-09-30,-0.14809554569550504,26,20
19,2016-08-01,2016-10-31,0.18477058865867704,38,20
20,2016-09-01,2016-11-30,-0.15600311609333764,31,20
21,2016-10-01,2016-12-31,0.09552951995237415,25,20
22,2016-11-01,2017-01-31,-0.2152027763261124,20,20
23,2016-12-01,2017-02-28,0.1794914852484312,25,20
24,2017-01-01,2017-03-31,0.07732349143520077,29,20
25,2017-02-01,2017-04-30,0.12113843248322068,19,20
26,2017-03-01,2017-05-31,-0.002302418862212308,20,20
27,2017-04-01,2017-06-30,0.13240242931842974,11,20
28,2017-05-01,2017-07-31,0.06169610464650472,13,20
29,2017-06-01,2017-08-31,-0.05645170554557082,20,20
30,2017-07-01,2017-09-30,-0.20152651545597258,22,20
31,2017-08-01,2017-10-31,-0.19643160394579268,22,20
32,2017-09-01,2017-11-30,-0.057666657825529974,30,20
33,2017-10-01,2017-12-31,0.23574278970845033,29,20
34,2017-11-01,2018-01-31,-0.12049930870063542,39,20
35,2017-12-01,2018-02-28,-0.2433981268730178,22,20
36,2018-01-01,2018-03-31,-0.2185725706768434,30,20
37,2018-02-01,2018-04-30,-0.0755804790301527,18,20
38,2018-03-01,2018-05-31,0.09901407583197672,26,20
39,2018-04-01,2018-06-30,-0.1996496150170569,20,20
40,2018-05-01,2018-07-31,0.0834692260315421,20,20
41,2018-06-01,2018-08-31,-0.11097065562796939,19,20
42,2018-07-01,2018-09-30,0.08861517715497641,32,20
43,2018-08-01,2018-10-31,0.18510256882930676,31,20
44,2018-09-01,2018-11-30,0.1375497113825999,34,20
45,2018-10-01,2018-12-31,0.02576725650033327,20,20
46,2018-11-01,2019-01-31,-0.03931578600324158,22,20
47,2018-12-01,2019-02-28,-0.06642020955669921,24,20
48,2019-01-01,2019-03-31,-0.11810765537181199,26,20
49,2019-02-01,2019-04-30,-0.00830730653316488,27,20
50,2019-03-01,2019-05-31,-0.009656360491019936,29,20
51,2019-04-01,2019-06-30,-0.12426456442966828,27,20
52,2019-05-01,2019-07-31,0.0710302370347659,19,20
53,2019-06-01,2019-08-31,0.10722565488557101,35,20
54,2019-07-01,2019-09-30,0.14727683511803222,31,20
55,2019-08-01,2019-10-31,-0.06235510646757532,24,20
56,2019-09-01,2019-11-30,0.10460070625759686,22,20
57,2019-10-01,2019-12-31,0.06062448327662799,19,20
