date,pair,mark_pnl,target_notional,fold_id
2024-04-09,GWW-HII,0.0,250000.0,0
2024-04-10,GWW-HII,945.8240356445312,250000.0,0
2024-04-10,CNP-D,0.0,250000.0,0
2024-04-11,CNP-D,917.2994804382324,250000.0,0
2024-04-12,CNP-D,312.62514305114746,250000.0,0
2024-04-24,BAC-CFG,0.0,250000.0,0
2024-04-25,BAC-CFG,1886.3320846557617,250000.0,0
2024-04-26,BAC-CFG,484.5554428100586,250000.0,0
2024-04-29,BAC-CFG,469.82609939575195,250000.0,0
2024-04-30,BAC-CFG,1339.4752235412598,250000.0,0
2024-05-01,BAC-CFG,-3123.158920288086,250000.0,0
2024-05-02,BAC-CFG,-5491.85994720459,250000.0,0
2024-05-06,PNC-TFC,0.0,250000.0,0
2024-05-07,PNC-TFC,1507.1503257751465,250000.0,0
2024-05-08,PNC-TFC,1467.9304389953613,250000.0,0
2024-05-09,PNC-TFC,-157.46254348754883,250000.0,0
2024-05-10,PNC-TFC,-1781.6539993286133,250000.0,0
2024-05-13,PNC-TFC,851.7936401367188,250000.0,0
2024-05-14,PNC-TFC,1713.6551055908203,250000.0,0
2024-05-15,PNC-TFC,-185.16624069213867,250000.0,0
2024-05-16,PNC-TFC,-729.5378036499023,250000.0,0
2024-05-16,CNP-D,0.0,250000.0,0
2024-05-16,CB-WRB,0.0,250000.0,0
2024-05-17,PNC-TFC,-457.333797454834,250000.0,0
2024-05-17,CNP-D,-1072.3969345092773,250000.0,0
2024-05-17,CB-WRB,-8499.652828216553,250000.0,0
2024-05-20,PNC-TFC,325.01533126831055,250000.0,0
2024-05-20,CNP-D,1533.0270309448242,250000.0,0
2024-05-20,CB-WRB,1103.88431930542,250000.0,0
2024-05-21,CNP-D,-3747.530097961426,250000.0,0
2024-05-21,CB-WRB,1898.029930114746,250000.0,0
2024-05-22,CNP-D,-785.2043952941895,250000.0,0
2024-05-22,CB-WRB,1832.8500671386719,250000.0,0
2024-05-22,BAC-CFG,0.0,250000.0,0
2024-05-23,CB-WRB,2893.234119415283,250000.0,0
2024-05-23,BAC-CFG,-2412.495475769043,250000.0,0
2024-05-24,CB-WRB,2364.382335662842,250000.0,0
2024-05-24,BAC-CFG,-3584.224395751953,250000.0,0
2024-05-28,CB-WRB,2507.5448417663574,250000.0,0
2024-05-28,BAC-CFG,-6399.328010559082,250000.0,0
2024-05-29,CB-WRB,1809.5421295166016,250000.0,0
2024-05-29,BAC-CFG,-6462.343662261963,250000.0,0
2024-05-30,CB-WRB,2584.8100090026855,250000.0,0
2024-05-30,BAC-CFG,-4529.7434005737305,250000.0,0
2024-05-30,GWW-HII,0.0,250000.0,0
2024-05-30,PNC-TFC,0.0,250000.0,0
2024-05-31,BAC-CFG,-5519.151817321777,250000.0,0
2024-05-31,GWW-HII,636.800537109375,250000.0,0
2024-05-31,PNC-TFC,-2587.4660110473633,250000.0,0
2024-06-03,GWW-HII,-5620.2685546875,250000.0,0
2024-06-03,PNC-TFC,-2212.879852294922,250000.0,0
2024-06-04,GWW-HII,-6093.229248046875,250000.0,0
2024-06-04,PNC-TFC,-3637.794765472412,250000.0,0
2024-06-04,LIN-STLD,0.0,250000.0,0
2024-06-04,AOS-RSG,0.0,250000.0,0
2024-06-05,GWW-HII,-6333.9161376953125,250000.0,0
2024-06-05,PNC-TFC,-4638.6697425842285,250000.0,0
2024-06-05,LIN-STLD,-2590.9827728271484,250000.0,0
2024-06-05,AOS-RSG,938.7729415893555,250000.0,0
2024-06-06,GWW-HII,-8470.85498046875,250000.0,0
2024-06-06,LIN-STLD,505.8611755371094,250000.0,0
2024-06-06,AOS-RSG,-453.89344024658203,250000.0,0
2024-06-07,GWW-HII,-3442.998291015625,250000.0,0
2024-06-07,LIN-STLD,-4959.272857666016,250000.0,0
2024-06-07,AOS-RSG,160.56905364990234,250000.0,0
2024-06-10,GWW-HII,-778.311767578125,250000.0,0
2024-06-10,LIN-STLD,-7542.253936767578,250000.0,0
2024-06-10,AOS-RSG,42.440467834472656,250000.0,0
2024-06-11,GWW-HII,3412.08203125,250000.0,0
2024-06-11,AOS-RSG,1719.2354278564453,250000.0,0
2024-06-12,CDNS-IBM,0.0,250000.0,0
2024-06-13,CDNS-IBM,3780.05126953125,250000.0,0
2024-06-14,CDNS-IBM,-35.7545166015625,250000.0,0
2024-06-17,CDNS-IBM,-8249.540069580078,250000.0,0
2024-06-18,CDNS-IBM,-10524.286865234375,250000.0,0
2024-06-20,CDNS-IBM,1362.051513671875,250000.0,0
2024-06-21,CDNS-IBM,-676.1207275390625,250000.0,0
2024-06-21,LNT-WEC,0.0,250000.0,0
2024-06-24,LNT-WEC,2839.8122329711914,250000.0,0
2024-06-24,CMS-FE,0.0,250000.0,0
2024-06-25,LNT-WEC,1970.022819519043,250000.0,0
2024-06-26,LNT-WEC,1755.1519470214844,250000.0,0
2024-06-27,LNT-WEC,169.4381103515625,250000.0,0
2024-06-28,LNT-WEC,940.040901184082,250000.0,0
2024-08-21,PAYX-RTX,0.0,250000.0,1
2024-08-22,PAYX-RTX,-793.3394165039062,250000.0,1
2024-08-26,LNT-PCG,0.0,250000.0,1
2024-08-27,LNT-PCG,1005.1016082763672,250000.0,1
2024-08-28,LNT-PCG,1020.2417182922363,250000.0,1
2024-09-04,ROK-UPS,0.0,250000.0,1
2024-09-05,ROK-UPS,3162.661392211914,250000.0,1
2024-09-05,ATO-DTE,0.0,250000.0,1
2024-09-06,ROK-UPS,1861.6016998291016,250000.0,1
2024-09-06,ATO-DTE,-5.950798034667969,250000.0,1
2024-09-09,ROK-UPS,2228.1553115844727,250000.0,1
2024-09-09,ATO-DTE,-1683.4823532104492,250000.0,1
2024-09-09,FAST-HII,0.0,250000.0,1
2024-09-10,ROK-UPS,2661.611701965332,250000.0,1
2024-09-10,FAST-HII,-8741.591373443604,250000.0,1
2024-09-10,AXP-JPM,0.0,250000.0,1
2024-09-10,FIS-SYF,0.0,250000.0,1
